index	ROIName7	R	A	S	ROILabel17	ROIName17	name
420	7Networks_RH_SomMot_8	38	-20	4	451	17Networks_RH_SomMotB_Ins_1	7Networks_RH_SomMot_8
421	7Networks_RH_SomMot_9	38	-10	12	441	17Networks_RH_SomMotB_S2_1	7Networks_RH_SomMot_9
422	7Networks_RH_SomMot_10	64	-28	4	694	17Networks_RH_TempPar_8	7Networks_RH_SomMot_10
423	7Networks_RH_SomMot_11	34	-22	12	457	17Networks_RH_SomMotB_Aud_6	7Networks_RH_SomMot_11
424	7Networks_RH_SomMot_12	40	-4	16	442	17Networks_RH_SomMotB_S2_2	7Networks_RH_SomMot_12
425	7Networks_RH_SomMot_13	60	-24	12	458	17Networks_RH_SomMotB_Aud_7	7Networks_RH_SomMot_13
426	7Networks_RH_SomMot_14	40	-28	14	459	17Networks_RH_SomMotB_Aud_8	7Networks_RH_SomMot_14
427	7Networks_RH_SomMot_15	64	-36	12	698	17Networks_RH_TempPar_12	7Networks_RH_SomMot_15
428	7Networks_RH_SomMot_16	36	-20	20	443	17Networks_RH_SomMotB_S2_3	7Networks_RH_SomMot_16
429	7Networks_RH_SomMot_17	42	-12	18	444	17Networks_RH_SomMotB_S2_4	7Networks_RH_SomMot_17
430	7Networks_RH_SomMot_18	50	-10	12	445	17Networks_RH_SomMotB_S2_5	7Networks_RH_SomMot_18
431	7Networks_RH_SomMot_19	42	-28	20	446	17Networks_RH_SomMotB_S2_6	7Networks_RH_SomMot_19
432	7Networks_RH_SomMot_20	50	-20	18	448	17Networks_RH_SomMotB_S2_8	7Networks_RH_SomMot_20
433	7Networks_RH_SomMot_21	62	-2	10	449	17Networks_RH_SomMotB_S2_9	7Networks_RH_SomMot_21
434	7Networks_RH_SomMot_22	60	-12	16	450	17Networks_RH_SomMotB_S2_10	7Networks_RH_SomMot_22
435	7Networks_RH_SomMot_23	62	2	22	432	17Networks_RH_SomMotB_Cent_1	7Networks_RH_SomMot_23
436	7Networks_RH_SomMot_24	64	-6	24	433	17Networks_RH_SomMotB_Cent_2	7Networks_RH_SomMot_24
437	7Networks_RH_SomMot_25	56	-6	26	434	17Networks_RH_SomMotB_Cent_3	7Networks_RH_SomMot_25
438	7Networks_RH_SomMot_26	62	-10	40	435	17Networks_RH_SomMotB_Cent_4	7Networks_RH_SomMot_26
439	7Networks_RH_SomMot_27	58	0	36	436	17Networks_RH_SomMotB_Cent_5	7Networks_RH_SomMot_27
440	7Networks_RH_SomMot_28	54	-10	38	437	17Networks_RH_SomMotB_Cent_6	7Networks_RH_SomMot_28
441	7Networks_RH_SomMot_29	48	-8	36	438	17Networks_RH_SomMotB_Cent_7	7Networks_RH_SomMot_29
442	7Networks_RH_SomMot_30	54	-18	42	401	17Networks_RH_SomMotA_1	7Networks_RH_SomMot_30
443	7Networks_RH_SomMot_31	54	-4	46	439	17Networks_RH_SomMotB_Cent_8	7Networks_RH_SomMot_31
444	7Networks_RH_SomMot_32	12	-16	42	522	17Networks_RH_SalVentAttnA_ParMed_1	7Networks_RH_SomMot_32
445	7Networks_RH_SomMot_33	52	-12	50	402	17Networks_RH_SomMotA_2	7Networks_RH_SomMot_33
446	7Networks_RH_SomMot_34	40	-16	40	440	17Networks_RH_SomMotB_Cent_9	7Networks_RH_SomMot_34
447	7Networks_RH_SomMot_35	44	-26	44	495	17Networks_RH_DorsAttnB_PostC_7	7Networks_RH_SomMot_35
448	7Networks_RH_SomMot_36	46	-10	50	403	17Networks_RH_SomMotA_3	7Networks_RH_SomMot_36
449	7Networks_RH_SomMot_37	8	-6	50	404	17Networks_RH_SomMotA_4	7Networks_RH_SomMot_37
450	7Networks_RH_SomMot_38	48	-26	56	405	17Networks_RH_SomMotA_5	7Networks_RH_SomMot_38
451	7Networks_RH_SomMot_39	42	-20	50	406	17Networks_RH_SomMotA_6	7Networks_RH_SomMot_39
452	7Networks_RH_SomMot_40	6	-16	52	407	17Networks_RH_SomMotA_7	7Networks_RH_SomMot_40
453	7Networks_RH_SomMot_41	44	-24	62	408	17Networks_RH_SomMotA_8	7Networks_RH_SomMot_41
454	7Networks_RH_SomMot_42	42	-16	58	409	17Networks_RH_SomMotA_9	7Networks_RH_SomMot_42
455	7Networks_RH_SomMot_43	28	-36	58	410	17Networks_RH_SomMotA_10	7Networks_RH_SomMot_43
456	7Networks_RH_SomMot_44	32	-40	66	411	17Networks_RH_SomMotA_11	7Networks_RH_SomMot_44
457	7Networks_RH_SomMot_45	32	-28	58	412	17Networks_RH_SomMotA_12	7Networks_RH_SomMot_45
458	7Networks_RH_SomMot_46	34	-34	66	413	17Networks_RH_SomMotA_13	7Networks_RH_SomMot_46
459	7Networks_RH_SomMot_47	8	-40	60	414	17Networks_RH_SomMotA_14	7Networks_RH_SomMot_47
460	7Networks_RH_SomMot_48	34	-22	66	415	17Networks_RH_SomMotA_15	7Networks_RH_SomMot_48
461	7Networks_RH_SomMot_49	30	-12	64	416	17Networks_RH_SomMotA_16	7Networks_RH_SomMot_49
462	7Networks_RH_SomMot_50	4	-24	60	417	17Networks_RH_SomMotA_17	7Networks_RH_SomMot_50
463	7Networks_RH_SomMot_51	24	-28	68	418	17Networks_RH_SomMotA_18	7Networks_RH_SomMot_51
464	7Networks_RH_SomMot_52	22	-34	70	419	17Networks_RH_SomMotA_19	7Networks_RH_SomMot_52
465	7Networks_RH_SomMot_53	22	-42	68	420	17Networks_RH_SomMotA_20	7Networks_RH_SomMot_53
466	7Networks_RH_SomMot_54	10	-6	72	421	17Networks_RH_SomMotA_21	7Networks_RH_SomMot_54
467	7Networks_RH_SomMot_55	18	-6	70	422	17Networks_RH_SomMotA_22	7Networks_RH_SomMot_55
468	7Networks_RH_SomMot_56	20	-24	66	423	17Networks_RH_SomMotA_23	7Networks_RH_SomMot_56
469	7Networks_RH_SomMot_57	10	-40	72	424	17Networks_RH_SomMotA_24	7Networks_RH_SomMot_57
470	7Networks_RH_SomMot_58	20	-12	70	425	17Networks_RH_SomMotA_25	7Networks_RH_SomMot_58
471	7Networks_RH_SomMot_59	4	-28	72	426	17Networks_RH_SomMotA_26	7Networks_RH_SomMot_59
472	7Networks_RH_SomMot_60	20	-40	76	427	17Networks_RH_SomMotA_27	7Networks_RH_SomMot_60
473	7Networks_RH_SomMot_61	10	-16	74	428	17Networks_RH_SomMotA_28	7Networks_RH_SomMot_61
474	7Networks_RH_SomMot_62	14	-26	72	429	17Networks_RH_SomMotA_29	7Networks_RH_SomMot_62
475	7Networks_RH_SomMot_63	14	-32	74	430	17Networks_RH_SomMotA_30	7Networks_RH_SomMot_63
476	7Networks_RH_SomMot_64	6	-34	76	431	17Networks_RH_SomMotA_31	7Networks_RH_SomMot_64
477	7Networks_RH_DorsAttn_Post_1	48	-38	-22	460	17Networks_RH_DorsAttnA_TempOcc_1	7Networks_RH_DorsAttn_Post_1
478	7Networks_RH_DorsAttn_Post_2	54	-44	-22	462	17Networks_RH_DorsAttnA_TempOcc_3	7Networks_RH_DorsAttn_Post_2
479	7Networks_RH_DorsAttn_Post_3	58	-52	-16	464	17Networks_RH_DorsAttnA_TempOcc_5	7Networks_RH_DorsAttn_Post_3
480	7Networks_RH_DorsAttn_Post_4	52	-58	-6	466	17Networks_RH_DorsAttnA_TempOcc_7	7Networks_RH_DorsAttn_Post_4
481	7Networks_RH_DorsAttn_Post_5	60	-50	-8	575	17Networks_RH_ContA_Temp_1	7Networks_RH_DorsAttn_Post_5
482	7Networks_RH_DorsAttn_Post_6	60	-56	0	488	17Networks_RH_DorsAttnB_TempOcc_1	7Networks_RH_DorsAttn_Post_6
483	7Networks_RH_DorsAttn_Post_7	52	-60	10	468	17Networks_RH_DorsAttnA_ParOcc_1	7Networks_RH_DorsAttn_Post_7
484	7Networks_RH_DorsAttn_Post_8	50	-58	18	471	17Networks_RH_DorsAttnA_ParOcc_4	7Networks_RH_DorsAttn_Post_8
485	7Networks_RH_DorsAttn_Post_9	46	-68	20	472	17Networks_RH_DorsAttnA_ParOcc_5	7Networks_RH_DorsAttn_Post_9
486	7Networks_RH_DorsAttn_Post_10	44	-80	24	473	17Networks_RH_DorsAttnA_ParOcc_6	7Networks_RH_DorsAttn_Post_10
487	7Networks_RH_DorsAttn_Post_11	38	-78	34	475	17Networks_RH_DorsAttnA_ParOcc_8	7Networks_RH_DorsAttn_Post_11
488	7Networks_RH_DorsAttn_Post_12	58	-16	32	491	17Networks_RH_DorsAttnB_PostC_3	7Networks_RH_DorsAttn_Post_12
489	7Networks_RH_DorsAttn_Post_13	30	-68	34	477	17Networks_RH_DorsAttnA_SPL_2	7Networks_RH_DorsAttn_Post_13
490	7Networks_RH_DorsAttn_Post_14	34	-70	42	577	17Networks_RH_ContA_IPS_1	7Networks_RH_DorsAttn_Post_14
491	7Networks_RH_DorsAttn_Post_15	56	-22	44	492	17Networks_RH_DorsAttnB_PostC_4	7Networks_RH_DorsAttn_Post_15
492	7Networks_RH_DorsAttn_Post_16	12	-78	46	629	17Networks_RH_ContC_pCun_5	7Networks_RH_DorsAttn_Post_16
493	7Networks_RH_DorsAttn_Post_17	48	-28	44	493	17Networks_RH_DorsAttnB_PostC_5	7Networks_RH_DorsAttn_Post_17
494	7Networks_RH_DorsAttn_Post_18	40	-38	48	494	17Networks_RH_DorsAttnB_PostC_6	7Networks_RH_DorsAttn_Post_18
495	7Networks_RH_DorsAttn_Post_19	34	-64	54	479	17Networks_RH_DorsAttnA_SPL_4	7Networks_RH_DorsAttn_Post_19
496	7Networks_RH_DorsAttn_Post_20	26	-64	50	480	17Networks_RH_DorsAttnA_SPL_5	7Networks_RH_DorsAttn_Post_20
497	7Networks_RH_DorsAttn_Post_21	18	-74	52	481	17Networks_RH_DorsAttnA_SPL_6	7Networks_RH_DorsAttn_Post_21
498	7Networks_RH_DorsAttn_Post_22	34	-46	46	583	17Networks_RH_ContA_IPS_7	7Networks_RH_DorsAttn_Post_22
499	7Networks_RH_DorsAttn_Post_23	34	-54	52	482	17Networks_RH_DorsAttnA_SPL_7	7Networks_RH_DorsAttn_Post_23
500	7Networks_RH_DorsAttn_Post_24	36	-34	46	496	17Networks_RH_DorsAttnB_PostC_8	7Networks_RH_DorsAttn_Post_24
501	7Networks_RH_DorsAttn_Post_25	38	-40	58	497	17Networks_RH_DorsAttnB_PostC_9	7Networks_RH_DorsAttn_Post_25
502	7Networks_RH_DorsAttn_Post_26	6	-52	52	633	17Networks_RH_ContC_pCun_9	7Networks_RH_DorsAttn_Post_26
503	7Networks_RH_DorsAttn_Post_27	36	-48	60	483	17Networks_RH_DorsAttnA_SPL_8	7Networks_RH_DorsAttn_Post_27
504	7Networks_RH_DorsAttn_Post_28	10	-72	56	484	17Networks_RH_DorsAttnA_SPL_9	7Networks_RH_DorsAttn_Post_28
505	7Networks_RH_DorsAttn_Post_29	28	-56	60	485	17Networks_RH_DorsAttnA_SPL_10	7Networks_RH_DorsAttn_Post_29
506	7Networks_RH_DorsAttn_Post_30	8	-62	58	634	17Networks_RH_ContC_pCun_10	7Networks_RH_DorsAttn_Post_30
507	7Networks_RH_DorsAttn_Post_31	20	-66	60	486	17Networks_RH_DorsAttnA_SPL_11	7Networks_RH_DorsAttn_Post_31
508	7Networks_RH_DorsAttn_Post_32	36	-48	66	498	17Networks_RH_DorsAttnB_PostC_10	7Networks_RH_DorsAttn_Post_32
509	7Networks_RH_DorsAttn_Post_33	12	-62	66	487	17Networks_RH_DorsAttnA_SPL_12	7Networks_RH_DorsAttn_Post_33
510	7Networks_RH_DorsAttn_Post_34	6	-50	62	499	17Networks_RH_DorsAttnB_PostC_11	7Networks_RH_DorsAttn_Post_34
511	7Networks_RH_DorsAttn_Post_35	22	-52	68	500	17Networks_RH_DorsAttnB_PostC_12	7Networks_RH_DorsAttn_Post_35
512	7Networks_RH_DorsAttn_Post_36	12	-50	74	501	17Networks_RH_DorsAttnB_PostC_13	7Networks_RH_DorsAttn_Post_36
513	7Networks_RH_DorsAttn_FEF_1	44	-2	50	502	17Networks_RH_DorsAttnB_FEF_1	7Networks_RH_DorsAttn_FEF_1
514	7Networks_RH_DorsAttn_FEF_2	32	0	52	584	17Networks_RH_ContA_PFCd_1	7Networks_RH_DorsAttn_FEF_2
515	7Networks_RH_DorsAttn_FEF_3	24	8	52	585	17Networks_RH_ContA_PFCd_2	7Networks_RH_DorsAttn_FEF_3
516	7Networks_RH_DorsAttn_FEF_4	36	-6	58	503	17Networks_RH_DorsAttnB_FEF_2	7Networks_RH_DorsAttn_FEF_4
517	7Networks_RH_DorsAttn_FEF_5	26	-6	52	504	17Networks_RH_DorsAttnB_FEF_3	7Networks_RH_DorsAttn_FEF_5
518	7Networks_RH_DorsAttn_FEF_6	26	-2	64	505	17Networks_RH_DorsAttnB_FEF_4	7Networks_RH_DorsAttn_FEF_6
519	7Networks_RH_DorsAttn_PrCv_1	44	8	24	593	17Networks_RH_ContA_PFCl_7	7Networks_RH_DorsAttn_PrCv_1
520	7Networks_RH_DorsAttn_PrCv_2	54	8	30	506	17Networks_RH_DorsAttnB_PrCv_1	7Networks_RH_DorsAttn_PrCv_2
521	7Networks_RH_SalVentAttn_TempOccPar_1	58	-46	10	695	17Networks_RH_TempPar_9	7Networks_RH_SalVentAttn_TempOccPar_1
522	7Networks_RH_SalVentAttn_TempOccPar_2	50	-40	12	696	17Networks_RH_TempPar_10	7Networks_RH_SalVentAttn_TempOccPar_2
523	7Networks_RH_SalVentAttn_TempOccPar_3	56	-54	10	697	17Networks_RH_TempPar_11	7Networks_RH_SalVentAttn_TempOccPar_3
524	7Networks_RH_SalVentAttn_TempOccPar_4	58	-40	20	700	17Networks_RH_TempPar_14	7Networks_RH_SalVentAttn_TempOccPar_4
525	7Networks_RH_SalVentAttn_TempOccPar_5	64	-32	20	507	17Networks_RH_SalVentAttnA_ParOper_1	7Networks_RH_SalVentAttn_TempOccPar_5
526	7Networks_RH_SalVentAttn_TempOccPar_6	50	-30	26	508	17Networks_RH_SalVentAttnA_ParOper_2	7Networks_RH_SalVentAttn_TempOccPar_6
527	7Networks_RH_SalVentAttn_TempOccPar_7	64	-40	26	533	17Networks_RH_SalVentAttnB_IPL_1	7Networks_RH_SalVentAttn_TempOccPar_7
528	7Networks_RH_SalVentAttn_TempOccPar_8	58	-22	22	509	17Networks_RH_SalVentAttnA_ParOper_3	7Networks_RH_SalVentAttn_TempOccPar_8
529	7Networks_RH_SalVentAttn_TempOccPar_9	60	-28	34	510	17Networks_RH_SalVentAttnA_ParOper_4	7Networks_RH_SalVentAttn_TempOccPar_9
530	7Networks_RH_SalVentAttn_TempOccPar_10	64	-14	28	511	17Networks_RH_SalVentAttnA_ParOper_5	7Networks_RH_SalVentAttn_TempOccPar_10
531	7Networks_RH_SalVentAttn_TempOccPar_11	64	-20	34	489	17Networks_RH_DorsAttnB_PostC_1	7Networks_RH_SalVentAttn_TempOccPar_11
532	7Networks_RH_SalVentAttn_TempOccPar_12	62	-28	48	490	17Networks_RH_DorsAttnB_PostC_2	7Networks_RH_SalVentAttn_TempOccPar_12
533	7Networks_RH_SalVentAttn_PrC_1	50	4	40	512	17Networks_RH_SalVentAttnA_PrC_1	7Networks_RH_SalVentAttn_PrC_1
534	7Networks_RH_SalVentAttn_FrOperIns_1	40	4	-12	516	17Networks_RH_SalVentAttnA_Ins_1	7Networks_RH_SalVentAttn_FrOperIns_1
535	7Networks_RH_SalVentAttn_FrOperIns_2	42	-6	-8	517	17Networks_RH_SalVentAttnA_Ins_2	7Networks_RH_SalVentAttn_FrOperIns_2
536	7Networks_RH_SalVentAttn_FrOperIns_3	40	8	-2	518	17Networks_RH_SalVentAttnA_Ins_3	7Networks_RH_SalVentAttn_FrOperIns_3
537	7Networks_RH_SalVentAttn_FrOperIns_4	40	-12	2	519	17Networks_RH_SalVentAttnA_Ins_4	7Networks_RH_SalVentAttn_FrOperIns_4
538	7Networks_RH_SalVentAttn_FrOperIns_5	38	0	6	520	17Networks_RH_SalVentAttnA_Ins_5	7Networks_RH_SalVentAttn_FrOperIns_5
539	7Networks_RH_SalVentAttn_FrOperIns_6	36	24	6	544	17Networks_RH_SalVentAttnB_Ins_3	7Networks_RH_SalVentAttn_FrOperIns_6
540	7Networks_RH_SalVentAttn_FrOperIns_7	36	6	12	521	17Networks_RH_SalVentAttnA_Ins_6	7Networks_RH_SalVentAttn_FrOperIns_7
541	7Networks_RH_SalVentAttn_FrOperIns_8	42	12	6	513	17Networks_RH_SalVentAttnA_FrOper_1	7Networks_RH_SalVentAttn_FrOperIns_8
542	7Networks_RH_SalVentAttn_FrOperIns_9	54	14	6	546	17Networks_RH_SalVentAttnB_Ins_5	7Networks_RH_SalVentAttn_FrOperIns_9
543	7Networks_RH_SalVentAttn_FrOperIns_10	50	4	4	514	17Networks_RH_SalVentAttnA_FrOper_2	7Networks_RH_SalVentAttn_FrOperIns_10
544	7Networks_RH_SalVentAttn_FrOperIns_11	58	2	10	447	17Networks_RH_SomMotB_S2_7	7Networks_RH_SalVentAttn_FrOperIns_11
545	7Networks_RH_SalVentAttn_FrOperIns_12	52	10	14	590	17Networks_RH_ContA_PFCl_4	7Networks_RH_SalVentAttn_FrOperIns_12
546	7Networks_RH_SalVentAttn_FrOperIns_13	58	8	18	515	17Networks_RH_SalVentAttnA_FrOper_3	7Networks_RH_SalVentAttn_FrOperIns_13
547	7Networks_RH_SalVentAttn_PFCv_1	50	40	0	541	17Networks_RH_SalVentAttnB_PFClv_1	7Networks_RH_SalVentAttn_PFCv_1
548	7Networks_RH_SalVentAttn_PFCl_1	28	46	32	540	17Networks_RH_SalVentAttnB_PFCl_5	7Networks_RH_SalVentAttn_PFCl_1
549	7Networks_RH_SalVentAttn_Med_1	6	24	28	548	17Networks_RH_SalVentAttnB_PFCmp_2	7Networks_RH_SalVentAttn_Med_1
550	7Networks_RH_SalVentAttn_Med_2	4	-14	38	527	17Networks_RH_SalVentAttnA_FrMed_1	7Networks_RH_SalVentAttn_Med_2
551	7Networks_RH_SalVentAttn_Med_3	8	2	40	528	17Networks_RH_SalVentAttnA_FrMed_2	7Networks_RH_SalVentAttn_Med_3
552	7Networks_RH_SalVentAttn_Med_4	8	14	42	529	17Networks_RH_SalVentAttnA_FrMed_3	7Networks_RH_SalVentAttn_Med_4
553	7Networks_RH_SalVentAttn_Med_5	12	-32	42	523	17Networks_RH_SalVentAttnA_ParMed_2	7Networks_RH_SalVentAttn_Med_5
554	7Networks_RH_SalVentAttn_Med_6	12	-42	50	524	17Networks_RH_SalVentAttnA_ParMed_3	7Networks_RH_SalVentAttn_Med_6
555	7Networks_RH_SalVentAttn_Med_7	6	12	56	530	17Networks_RH_SalVentAttnA_FrMed_4	7Networks_RH_SalVentAttn_Med_7
556	7Networks_RH_SalVentAttn_Med_8	10	-32	50	525	17Networks_RH_SalVentAttnA_ParMed_4	7Networks_RH_SalVentAttn_Med_8
557	7Networks_RH_SalVentAttn_Med_9	12	-44	60	526	17Networks_RH_SalVentAttnA_ParMed_5	7Networks_RH_SalVentAttn_Med_9
558	7Networks_RH_SalVentAttn_Med_10	6	0	66	531	17Networks_RH_SalVentAttnA_FrMed_5	7Networks_RH_SalVentAttn_Med_10
559	7Networks_RH_SalVentAttn_Med_11	16	6	70	532	17Networks_RH_SalVentAttnA_FrMed_6	7Networks_RH_SalVentAttn_Med_11
560	7Networks_RH_Limbic_OFC_1	20	14	-22	551	17Networks_RH_LimbicB_OFC_1	7Networks_RH_Limbic_OFC_1
561	7Networks_RH_Limbic_OFC_2	16	28	-24	552	17Networks_RH_LimbicB_OFC_2	7Networks_RH_Limbic_OFC_2
562	7Networks_RH_Limbic_OFC_3	12	24	-18	553	17Networks_RH_LimbicB_OFC_3	7Networks_RH_Limbic_OFC_3
563	7Networks_RH_Limbic_OFC_4	10	40	-24	554	17Networks_RH_LimbicB_OFC_4	7Networks_RH_Limbic_OFC_4
564	7Networks_RH_Limbic_OFC_5	24	32	-18	555	17Networks_RH_LimbicB_OFC_5	7Networks_RH_Limbic_OFC_5
565	7Networks_RH_Limbic_OFC_6	16	50	-20	556	17Networks_RH_LimbicB_OFC_6	7Networks_RH_Limbic_OFC_6
566	7Networks_RH_Limbic_OFC_7	4	24	-22	557	17Networks_RH_LimbicB_OFC_7	7Networks_RH_Limbic_OFC_7
567	7Networks_RH_Limbic_OFC_8	6	56	-22	558	17Networks_RH_LimbicB_OFC_8	7Networks_RH_Limbic_OFC_8
568	7Networks_RH_Limbic_OFC_9	18	62	-14	559	17Networks_RH_LimbicB_OFC_9	7Networks_RH_Limbic_OFC_9
569	7Networks_RH_Limbic_OFC_10	4	26	-12	560	17Networks_RH_LimbicB_OFC_10	7Networks_RH_Limbic_OFC_10
570	7Networks_RH_Limbic_OFC_11	6	64	-10	561	17Networks_RH_LimbicB_OFC_11	7Networks_RH_Limbic_OFC_11
571	7Networks_RH_Limbic_TempPole_1	32	2	-44	562	17Networks_RH_LimbicA_TempPole_1	7Networks_RH_Limbic_TempPole_1
572	7Networks_RH_Limbic_TempPole_2	32	14	-40	563	17Networks_RH_LimbicA_TempPole_2	7Networks_RH_Limbic_TempPole_2
573	7Networks_RH_Limbic_TempPole_3	40	-10	-34	564	17Networks_RH_LimbicA_TempPole_3	7Networks_RH_Limbic_TempPole_3
574	7Networks_RH_Limbic_TempPole_4	30	-8	-36	565	17Networks_RH_LimbicA_TempPole_4	7Networks_RH_Limbic_TempPole_4
575	7Networks_RH_Limbic_TempPole_5	50	-8	-38	566	17Networks_RH_LimbicA_TempPole_5	7Networks_RH_Limbic_TempPole_5
576	7Networks_RH_Limbic_TempPole_6	20	0	-32	567	17Networks_RH_LimbicA_TempPole_6	7Networks_RH_Limbic_TempPole_6
577	7Networks_RH_Limbic_TempPole_7	24	6	-30	568	17Networks_RH_LimbicA_TempPole_7	7Networks_RH_Limbic_TempPole_7
578	7Networks_RH_Limbic_TempPole_8	52	-22	-30	569	17Networks_RH_LimbicA_TempPole_8	7Networks_RH_Limbic_TempPole_8
579	7Networks_RH_Limbic_TempPole_9	42	-26	-24	570	17Networks_RH_LimbicA_TempPole_9	7Networks_RH_Limbic_TempPole_9
580	7Networks_RH_Limbic_TempPole_10	34	-18	-30	571	17Networks_RH_LimbicA_TempPole_10	7Networks_RH_Limbic_TempPole_10
581	7Networks_RH_Limbic_TempPole_11	32	14	-30	572	17Networks_RH_LimbicA_TempPole_11	7Networks_RH_Limbic_TempPole_11
582	7Networks_RH_Limbic_TempPole_12	22	-14	-30	573	17Networks_RH_LimbicA_TempPole_12	7Networks_RH_Limbic_TempPole_12
583	7Networks_RH_Limbic_TempPole_13	44	20	-26	669	17Networks_RH_DefaultB_AntTemp_3	7Networks_RH_Limbic_TempPole_13
584	7Networks_RH_Limbic_TempPole_14	22	-22	-24	684	17Networks_RH_DefaultC_PHC_1	7Networks_RH_Limbic_TempPole_14
585	7Networks_RH_Limbic_TempPole_15	44	10	-18	574	17Networks_RH_LimbicA_TempPole_13	7Networks_RH_Limbic_TempPole_15
586	7Networks_RH_Cont_Par_1	62	-38	38	534	17Networks_RH_SalVentAttnB_IPL_2	7Networks_RH_Cont_Par_1
587	7Networks_RH_Cont_Par_2	54	-54	44	604	17Networks_RH_ContB_IPL_3	7Networks_RH_Cont_Par_2
588	7Networks_RH_Cont_Par_3	42	-70	48	605	17Networks_RH_ContB_IPL_4	7Networks_RH_Cont_Par_3
589	7Networks_RH_Cont_Par_4	56	-40	48	606	17Networks_RH_ContB_IPL_5	7Networks_RH_Cont_Par_4
590	7Networks_RH_Cont_Par_5	54	-32	50	578	17Networks_RH_ContA_IPS_2	7Networks_RH_Cont_Par_5
591	7Networks_RH_Cont_Par_6	50	-44	50	607	17Networks_RH_ContB_IPL_6	7Networks_RH_Cont_Par_6
592	7Networks_RH_Cont_Par_7	48	-54	54	608	17Networks_RH_ContB_IPL_7	7Networks_RH_Cont_Par_7
593	7Networks_RH_Cont_Par_8	48	-38	52	579	17Networks_RH_ContA_IPS_3	7Networks_RH_Cont_Par_8
594	7Networks_RH_Cont_Par_9	38	-66	48	580	17Networks_RH_ContA_IPS_4	7Networks_RH_Cont_Par_9
595	7Networks_RH_Cont_Par_10	42	-46	44	581	17Networks_RH_ContA_IPS_5	7Networks_RH_Cont_Par_10
596	7Networks_RH_Cont_Par_11	40	-56	46	582	17Networks_RH_ContA_IPS_6	7Networks_RH_Cont_Par_11
597	7Networks_RH_Cont_Temp_1	60	-26	-24	598	17Networks_RH_ContB_Temp_1	7Networks_RH_Cont_Temp_1
598	7Networks_RH_Cont_Temp_2	62	-36	-18	600	17Networks_RH_ContB_Temp_3	7Networks_RH_Cont_Temp_2
599	7Networks_RH_Cont_Temp_3	64	-40	-10	601	17Networks_RH_ContB_Temp_4	7Networks_RH_Cont_Temp_3
600	7Networks_RH_Cont_Temp_4	66	-46	0	576	17Networks_RH_ContA_Temp_2	7Networks_RH_Cont_Temp_4
601	7Networks_RH_Cont_PFCv_1	34	20	-8	542	17Networks_RH_SalVentAttnB_Ins_1	7Networks_RH_Cont_PFCv_1
602	7Networks_RH_Cont_PFCv_2	34	26	-2	543	17Networks_RH_SalVentAttnB_Ins_2	7Networks_RH_Cont_PFCv_2
603	7Networks_RH_Cont_PFCl_1	28	50	-14	617	17Networks_RH_ContB_PFClv_1	7Networks_RH_Cont_PFCl_1
604	7Networks_RH_Cont_PFCl_2	42	50	-10	619	17Networks_RH_ContB_PFClv_3	7Networks_RH_Cont_PFCl_2
605	7Networks_RH_Cont_PFCl_3	30	60	-6	620	17Networks_RH_ContB_PFClv_4	7Networks_RH_Cont_PFCl_3
606	7Networks_RH_Cont_PFCl_4	20	66	-2	621	17Networks_RH_ContB_PFClv_5	7Networks_RH_Cont_PFCl_4
607	7Networks_RH_Cont_PFCl_5	42	50	0	622	17Networks_RH_ContB_PFClv_6	7Networks_RH_Cont_PFCl_5
608	7Networks_RH_Cont_PFCl_6	30	56	8	623	17Networks_RH_ContB_PFClv_7	7Networks_RH_Cont_PFCl_6
609	7Networks_RH_Cont_PFCl_7	54	22	6	545	17Networks_RH_SalVentAttnB_Ins_4	7Networks_RH_Cont_PFCl_7
610	7Networks_RH_Cont_PFCl_8	54	30	10	587	17Networks_RH_ContA_PFCl_1	7Networks_RH_Cont_PFCl_8
611	7Networks_RH_Cont_PFCl_9	46	38	10	588	17Networks_RH_ContA_PFCl_2	7Networks_RH_Cont_PFCl_9
612	7Networks_RH_Cont_PFCl_10	42	46	14	536	17Networks_RH_SalVentAttnB_PFCl_1	7Networks_RH_Cont_PFCl_10
613	7Networks_RH_Cont_PFCl_11	54	18	20	589	17Networks_RH_ContA_PFCl_3	7Networks_RH_Cont_PFCl_11
614	7Networks_RH_Cont_PFCl_12	48	30	20	591	17Networks_RH_ContA_PFCl_5	7Networks_RH_Cont_PFCl_12
615	7Networks_RH_Cont_PFCl_13	32	48	20	537	17Networks_RH_SalVentAttnB_PFCl_2	7Networks_RH_Cont_PFCl_13
616	7Networks_RH_Cont_PFCl_14	26	56	24	538	17Networks_RH_SalVentAttnB_PFCl_3	7Networks_RH_Cont_PFCl_14
617	7Networks_RH_Cont_PFCl_15	44	18	24	592	17Networks_RH_ContA_PFCl_6	7Networks_RH_Cont_PFCl_15
618	7Networks_RH_Cont_PFCl_16	38	42	28	539	17Networks_RH_SalVentAttnB_PFCl_4	7Networks_RH_Cont_PFCl_16
619	7Networks_RH_Cont_PFCl_17	48	30	30	609	17Networks_RH_ContB_PFCld_1	7Networks_RH_Cont_PFCl_17
620	7Networks_RH_Cont_PFCl_18	42	16	30	594	17Networks_RH_ContA_PFCl_8	7Networks_RH_Cont_PFCl_18
621	7Networks_RH_Cont_PFCl_19	38	8	36	595	17Networks_RH_ContA_PFCl_9	7Networks_RH_Cont_PFCl_19
