index	ROIName7	R	A	S	ROILabel17	ROIName17	name
70	7Networks_LH_SomMot_12	-42	-36	14	109	17Networks_LH_SomMotB_Aud_8	7Networks_LH_SomMot_12
71	7Networks_LH_SomMot_13	-36	-26	20	94	17Networks_LH_SomMotB_S2_3	7Networks_LH_SomMot_13
72	7Networks_LH_SomMot_14	-50	-12	14	95	17Networks_LH_SomMotB_S2_4	7Networks_LH_SomMot_14
73	7Networks_LH_SomMot_15	-60	-2	10	96	17Networks_LH_SomMotB_S2_5	7Networks_LH_SomMot_15
74	7Networks_LH_SomMot_16	-60	-14	14	97	17Networks_LH_SomMotB_S2_6	7Networks_LH_SomMot_16
75	7Networks_LH_SomMot_17	-48	-24	18	98	17Networks_LH_SomMotB_S2_7	7Networks_LH_SomMot_17
76	7Networks_LH_SomMot_18	-60	-4	18	84	17Networks_LH_SomMotB_Cent_1	7Networks_LH_SomMot_18
77	7Networks_LH_SomMot_19	-62	-18	22	99	17Networks_LH_SomMotB_S2_8	7Networks_LH_SomMot_19
78	7Networks_LH_SomMot_20	-64	-10	24	100	17Networks_LH_SomMotB_S2_9	7Networks_LH_SomMot_20
79	7Networks_LH_SomMot_21	-56	-8	26	85	17Networks_LH_SomMotB_Cent_2	7Networks_LH_SomMot_21
80	7Networks_LH_SomMot_22	-62	-10	36	86	17Networks_LH_SomMotB_Cent_3	7Networks_LH_SomMot_22
81	7Networks_LH_SomMot_23	-56	-4	32	87	17Networks_LH_SomMotB_Cent_4	7Networks_LH_SomMot_23
82	7Networks_LH_SomMot_24	-56	-18	42	48	17Networks_LH_SomMotA_1	7Networks_LH_SomMot_24
83	7Networks_LH_SomMot_25	-52	-14	40	88	17Networks_LH_SomMotB_Cent_5	7Networks_LH_SomMot_25
84	7Networks_LH_SomMot_26	-44	-14	38	89	17Networks_LH_SomMotB_Cent_6	7Networks_LH_SomMot_26
85	7Networks_LH_SomMot_27	-52	-4	48	90	17Networks_LH_SomMotB_Cent_7	7Networks_LH_SomMot_27
86	7Networks_LH_SomMot_28	-10	-6	44	49	17Networks_LH_SomMotA_2	7Networks_LH_SomMot_28
87	7Networks_LH_SomMot_29	-52	-24	48	50	17Networks_LH_SomMotA_3	7Networks_LH_SomMot_29
88	7Networks_LH_SomMot_30	-52	-16	52	51	17Networks_LH_SomMotA_4	7Networks_LH_SomMot_30
89	7Networks_LH_SomMot_31	-38	-20	42	91	17Networks_LH_SomMotB_Cent_8	7Networks_LH_SomMot_31
90	7Networks_LH_SomMot_32	-44	-12	50	52	17Networks_LH_SomMotA_5	7Networks_LH_SomMot_32
91	7Networks_LH_SomMot_33	-52	-24	56	53	17Networks_LH_SomMotA_6	7Networks_LH_SomMot_33
92	7Networks_LH_SomMot_34	-46	-32	54	54	17Networks_LH_SomMotA_7	7Networks_LH_SomMot_34
93	7Networks_LH_SomMot_35	-6	-14	50	55	17Networks_LH_SomMotA_8	7Networks_LH_SomMot_35
94	7Networks_LH_SomMot_36	-40	-20	48	56	17Networks_LH_SomMotA_9	7Networks_LH_SomMot_36
95	7Networks_LH_SomMot_37	-42	-8	60	57	17Networks_LH_SomMotA_10	7Networks_LH_SomMot_37
96	7Networks_LH_SomMot_38	-38	-18	56	58	17Networks_LH_SomMotA_11	7Networks_LH_SomMot_38
97	7Networks_LH_SomMot_39	-42	-34	64	59	17Networks_LH_SomMotA_12	7Networks_LH_SomMot_39
98	7Networks_LH_SomMot_40	-32	-42	56	60	17Networks_LH_SomMotA_13	7Networks_LH_SomMot_40
99	7Networks_LH_SomMot_41	-6	-26	54	61	17Networks_LH_SomMotA_14	7Networks_LH_SomMot_41
100	7Networks_LH_SomMot_42	-38	-28	58	62	17Networks_LH_SomMotA_15	7Networks_LH_SomMot_42
101	7Networks_LH_SomMot_43	-4	-8	60	63	17Networks_LH_SomMotA_16	7Networks_LH_SomMot_43
102	7Networks_LH_SomMot_44	-8	-40	58	64	17Networks_LH_SomMotA_17	7Networks_LH_SomMot_44
103	7Networks_LH_SomMot_45	-30	-48	64	140	17Networks_LH_DorsAttnB_PostC_9	7Networks_LH_SomMot_45
104	7Networks_LH_SomMot_46	-34	-18	68	65	17Networks_LH_SomMotA_18	7Networks_LH_SomMot_46
105	7Networks_LH_SomMot_47	-30	-38	66	66	17Networks_LH_SomMotA_19	7Networks_LH_SomMot_47
106	7Networks_LH_SomMot_48	-28	-24	62	67	17Networks_LH_SomMotA_20	7Networks_LH_SomMot_48
107	7Networks_LH_SomMot_49	-30	-30	66	68	17Networks_LH_SomMotA_21	7Networks_LH_SomMot_49
108	7Networks_LH_SomMot_50	-24	-12	68	69	17Networks_LH_SomMotA_22	7Networks_LH_SomMot_50
109	7Networks_LH_SomMot_51	-4	-20	64	70	17Networks_LH_SomMotA_23	7Networks_LH_SomMot_51
110	7Networks_LH_SomMot_52	-2	-32	62	71	17Networks_LH_SomMotA_24	7Networks_LH_SomMot_52
111	7Networks_LH_SomMot_53	-8	-44	70	72	17Networks_LH_SomMotA_25	7Networks_LH_SomMot_53
112	7Networks_LH_SomMot_54	-20	-24	68	73	17Networks_LH_SomMotA_26	7Networks_LH_SomMot_54
113	7Networks_LH_SomMot_55	-18	-46	66	74	17Networks_LH_SomMotA_27	7Networks_LH_SomMot_55
114	7Networks_LH_SomMot_56	-12	-6	70	75	17Networks_LH_SomMotA_28	7Networks_LH_SomMot_56
115	7Networks_LH_SomMot_57	-20	-32	66	76	17Networks_LH_SomMotA_29	7Networks_LH_SomMot_57
116	7Networks_LH_SomMot_58	-22	-36	74	77	17Networks_LH_SomMotA_30	7Networks_LH_SomMot_58
117	7Networks_LH_SomMot_59	-16	-14	74	78	17Networks_LH_SomMotA_31	7Networks_LH_SomMot_59
118	7Networks_LH_SomMot_60	-6	-18	74	79	17Networks_LH_SomMotA_32	7Networks_LH_SomMot_60
119	7Networks_LH_SomMot_61	-4	-34	72	80	17Networks_LH_SomMotA_33	7Networks_LH_SomMot_61
120	7Networks_LH_SomMot_62	-16	-38	78	81	17Networks_LH_SomMotA_34	7Networks_LH_SomMot_62
121	7Networks_LH_SomMot_63	-12	-26	74	82	17Networks_LH_SomMotA_35	7Networks_LH_SomMot_63
122	7Networks_LH_SomMot_64	-12	-32	72	83	17Networks_LH_SomMotA_36	7Networks_LH_SomMot_64
123	7Networks_LH_DorsAttn_Post_1	-44	-46	-20	111	17Networks_LH_DorsAttnA_TempOcc_2	7Networks_LH_DorsAttn_Post_1
124	7Networks_LH_DorsAttn_Post_2	-52	-54	-16	212	17Networks_LH_ContA_Temp_1	7Networks_LH_DorsAttn_Post_2
125	7Networks_LH_DorsAttn_Post_3	-44	-66	-6	114	17Networks_LH_DorsAttnA_TempOcc_5	7Networks_LH_DorsAttn_Post_3
126	7Networks_LH_DorsAttn_Post_4	-56	-60	-6	213	17Networks_LH_ContA_Temp_2	7Networks_LH_DorsAttn_Post_4
127	7Networks_LH_DorsAttn_Post_5	-50	-66	2	115	17Networks_LH_DorsAttnA_TempOcc_6	7Networks_LH_DorsAttn_Post_5
128	7Networks_LH_DorsAttn_Post_6	-58	-62	6	131	17Networks_LH_DorsAttnB_TempOcc_1	7Networks_LH_DorsAttn_Post_6
129	7Networks_LH_DorsAttn_Post_7	-48	-64	10	116	17Networks_LH_DorsAttnA_TempOcc_7	7Networks_LH_DorsAttn_Post_7
130	7Networks_LH_DorsAttn_Post_8	-44	-64	16	119	17Networks_LH_DorsAttnA_ParOcc_3	7Networks_LH_DorsAttn_Post_8
131	7Networks_LH_DorsAttn_Post_9	-38	-82	32	329	17Networks_LH_DefaultC_IPL_2	7Networks_LH_DorsAttn_Post_9
132	7Networks_LH_DorsAttn_Post_10	-28	-70	30	121	17Networks_LH_DorsAttnA_SPL_1	7Networks_LH_DorsAttn_Post_10
133	7Networks_LH_DorsAttn_Post_11	-28	-78	40	214	17Networks_LH_ContA_IPS_1	7Networks_LH_DorsAttn_Post_11
134	7Networks_LH_DorsAttn_Post_12	-22	-72	38	123	17Networks_LH_DorsAttnA_SPL_3	7Networks_LH_DorsAttn_Post_12
135	7Networks_LH_DorsAttn_Post_13	-54	-24	38	133	17Networks_LH_DorsAttnB_PostC_2	7Networks_LH_DorsAttn_Post_13
136	7Networks_LH_DorsAttn_Post_14	-56	-32	46	134	17Networks_LH_DorsAttnB_PostC_3	7Networks_LH_DorsAttn_Post_14
137	7Networks_LH_DorsAttn_Post_15	-26	-66	42	216	17Networks_LH_ContA_IPS_3	7Networks_LH_DorsAttn_Post_15
138	7Networks_LH_DorsAttn_Post_16	-50	-28	42	135	17Networks_LH_DorsAttnB_PostC_4	7Networks_LH_DorsAttn_Post_16
139	7Networks_LH_DorsAttn_Post_17	-44	-38	42	218	17Networks_LH_ContA_IPS_5	7Networks_LH_DorsAttn_Post_17
140	7Networks_LH_DorsAttn_Post_18	-36	-44	40	221	17Networks_LH_ContA_IPS_8	7Networks_LH_DorsAttn_Post_18
141	7Networks_LH_DorsAttn_Post_19	-44	-32	44	136	17Networks_LH_DorsAttnB_PostC_5	7Networks_LH_DorsAttn_Post_19
142	7Networks_LH_DorsAttn_Post_20	-30	-52	42	222	17Networks_LH_ContA_IPS_9	7Networks_LH_DorsAttn_Post_20
143	7Networks_LH_DorsAttn_Post_21	-16	-74	50	124	17Networks_LH_DorsAttnA_SPL_4	7Networks_LH_DorsAttn_Post_21
144	7Networks_LH_DorsAttn_Post_22	-36	-36	46	137	17Networks_LH_DorsAttnB_PostC_6	7Networks_LH_DorsAttn_Post_22
145	7Networks_LH_DorsAttn_Post_23	-22	-66	52	125	17Networks_LH_DorsAttnA_SPL_5	7Networks_LH_DorsAttn_Post_23
146	7Networks_LH_DorsAttn_Post_24	-28	-58	54	126	17Networks_LH_DorsAttnA_SPL_6	7Networks_LH_DorsAttn_Post_24
147	7Networks_LH_DorsAttn_Post_25	-36	-46	52	138	17Networks_LH_DorsAttnB_PostC_7	7Networks_LH_DorsAttn_Post_25
148	7Networks_LH_DorsAttn_Post_26	-34	-54	58	127	17Networks_LH_DorsAttnA_SPL_7	7Networks_LH_DorsAttn_Post_26
149	7Networks_LH_DorsAttn_Post_27	-40	-40	56	139	17Networks_LH_DorsAttnB_PostC_8	7Networks_LH_DorsAttn_Post_27
150	7Networks_LH_DorsAttn_Post_28	-18	-70	60	128	17Networks_LH_DorsAttnA_SPL_8	7Networks_LH_DorsAttn_Post_28
151	7Networks_LH_DorsAttn_Post_29	-28	-62	62	129	17Networks_LH_DorsAttnA_SPL_9	7Networks_LH_DorsAttn_Post_29
152	7Networks_LH_DorsAttn_Post_30	-10	-66	60	130	17Networks_LH_DorsAttnA_SPL_10	7Networks_LH_DorsAttn_Post_30
153	7Networks_LH_DorsAttn_Post_31	-6	-58	64	141	17Networks_LH_DorsAttnB_PostC_10	7Networks_LH_DorsAttn_Post_31
154	7Networks_LH_DorsAttn_Post_32	-20	-58	66	142	17Networks_LH_DorsAttnB_PostC_11	7Networks_LH_DorsAttn_Post_32
155	7Networks_LH_DorsAttn_Post_33	-14	-50	72	143	17Networks_LH_DorsAttnB_PostC_12	7Networks_LH_DorsAttn_Post_33
156	7Networks_LH_DorsAttn_FEF_1	-40	-4	50	144	17Networks_LH_DorsAttnB_FEF_1	7Networks_LH_DorsAttn_FEF_1
157	7Networks_LH_DorsAttn_FEF_2	-32	0	56	145	17Networks_LH_DorsAttnB_FEF_2	7Networks_LH_DorsAttn_FEF_2
158	7Networks_LH_DorsAttn_FEF_3	-24	8	52	223	17Networks_LH_ContA_PFCd_1	7Networks_LH_DorsAttn_FEF_3
159	7Networks_LH_DorsAttn_FEF_4	-30	-10	56	146	17Networks_LH_DorsAttnB_FEF_3	7Networks_LH_DorsAttn_FEF_4
160	7Networks_LH_DorsAttn_FEF_5	-24	-6	54	147	17Networks_LH_DorsAttnB_FEF_4	7Networks_LH_DorsAttn_FEF_5
161	7Networks_LH_DorsAttn_FEF_6	-22	6	64	224	17Networks_LH_ContA_PFCd_2	7Networks_LH_DorsAttn_FEF_6
162	7Networks_LH_DorsAttn_FEF_7	-16	-6	64	148	17Networks_LH_DorsAttnB_FEF_5	7Networks_LH_DorsAttn_FEF_7
163	7Networks_LH_DorsAttn_PrCv_1	-42	6	28	231	17Networks_LH_ContA_PFCl_7	7Networks_LH_DorsAttn_PrCv_1
164	7Networks_LH_DorsAttn_PrCv_2	-58	8	32	149	17Networks_LH_DorsAttnB_PrCv_1	7Networks_LH_DorsAttn_PrCv_2
165	7Networks_LH_DorsAttn_PrCv_3	-48	2	38	233	17Networks_LH_ContA_PFCl_9	7Networks_LH_DorsAttn_PrCv_3
166	7Networks_LH_SalVentAttn_ParOper_1	-46	-38	24	150	17Networks_LH_SalVentAttnA_ParOper_1	7Networks_LH_SalVentAttn_ParOper_1
167	7Networks_LH_SalVentAttn_ParOper_2	-60	-46	22	350	17Networks_LH_TempPar_10	7Networks_LH_SalVentAttn_ParOper_2
168	7Networks_LH_SalVentAttn_ParOper_3	-54	-40	30	151	17Networks_LH_SalVentAttnA_ParOper_2	7Networks_LH_SalVentAttn_ParOper_3
169	7Networks_LH_SalVentAttn_ParOper_4	-60	-30	22	152	17Networks_LH_SalVentAttnA_ParOper_3	7Networks_LH_SalVentAttn_ParOper_4
170	7Networks_LH_SalVentAttn_ParOper_5	-62	-44	30	174	17Networks_LH_SalVentAttnB_IPL_1	7Networks_LH_SalVentAttn_ParOper_5
171	7Networks_LH_SalVentAttn_ParOper_6	-62	-22	32	132	17Networks_LH_DorsAttnB_PostC_1	7Networks_LH_SalVentAttn_ParOper_6
172	7Networks_LH_SalVentAttn_ParOper_7	-62	-36	36	153	17Networks_LH_SalVentAttnA_ParOper_4	7Networks_LH_SalVentAttn_ParOper_7
173	7Networks_LH_SalVentAttn_TempOcc_1	-56	-56	14	347	17Networks_LH_TempPar_7	7Networks_LH_SalVentAttn_TempOcc_1
174	7Networks_LH_SalVentAttn_FrOperIns_1	-38	0	-4	158	17Networks_LH_SalVentAttnA_Ins_1	7Networks_LH_SalVentAttn_FrOperIns_1
175	7Networks_LH_SalVentAttn_FrOperIns_2	-36	30	0	183	17Networks_LH_SalVentAttnB_Ins_4	7Networks_LH_SalVentAttn_FrOperIns_2
176	7Networks_LH_SalVentAttn_FrOperIns_3	-40	-14	-2	159	17Networks_LH_SalVentAttnA_Ins_2	7Networks_LH_SalVentAttn_FrOperIns_3
177	7Networks_LH_SalVentAttn_FrOperIns_4	-32	20	8	160	17Networks_LH_SalVentAttnA_Ins_3	7Networks_LH_SalVentAttn_FrOperIns_4
178	7Networks_LH_SalVentAttn_FrOperIns_5	-36	-4	8	161	17Networks_LH_SalVentAttnA_Ins_4	7Networks_LH_SalVentAttn_FrOperIns_5
179	7Networks_LH_SalVentAttn_FrOperIns_6	-42	18	6	184	17Networks_LH_SalVentAttnB_Ins_5	7Networks_LH_SalVentAttn_FrOperIns_6
180	7Networks_LH_SalVentAttn_FrOperIns_7	-40	2	12	154	17Networks_LH_SalVentAttnA_FrOper_1	7Networks_LH_SalVentAttn_FrOperIns_7
181	7Networks_LH_SalVentAttn_FrOperIns_8	-44	10	2	185	17Networks_LH_SalVentAttnB_Ins_6	7Networks_LH_SalVentAttn_FrOperIns_8
182	7Networks_LH_SalVentAttn_FrOperIns_9	-50	2	4	155	17Networks_LH_SalVentAttnA_FrOper_2	7Networks_LH_SalVentAttn_FrOperIns_9
183	7Networks_LH_SalVentAttn_FrOperIns_10	-56	8	12	156	17Networks_LH_SalVentAttnA_FrOper_3	7Networks_LH_SalVentAttn_FrOperIns_10
184	7Networks_LH_SalVentAttn_FrOperIns_11	-58	6	20	157	17Networks_LH_SalVentAttnA_FrOper_4	7Networks_LH_SalVentAttn_FrOperIns_11
185	7Networks_LH_SalVentAttn_PFCl_1	-30	46	28	177	17Networks_LH_SalVentAttnB_PFCl_1	7Networks_LH_SalVentAttn_PFCl_1
186	7Networks_LH_SalVentAttn_PFCl_2	-26	38	36	178	17Networks_LH_SalVentAttnB_PFCl_2	7Networks_LH_SalVentAttn_PFCl_2
187	7Networks_LH_SalVentAttn_Med_1	-6	18	32	168	17Networks_LH_SalVentAttnA_FrMed_1	7Networks_LH_SalVentAttn_Med_1
188	7Networks_LH_SalVentAttn_Med_2	-4	-4	38	169	17Networks_LH_SalVentAttnA_FrMed_2	7Networks_LH_SalVentAttn_Med_2
189	7Networks_LH_SalVentAttn_Med_3	-6	6	38	170	17Networks_LH_SalVentAttnA_FrMed_3	7Networks_LH_SalVentAttn_Med_3
190	7Networks_LH_SalVentAttn_Med_4	-8	-20	40	162	17Networks_LH_SalVentAttnA_ParMed_1	7Networks_LH_SalVentAttn_Med_4
191	7Networks_LH_SalVentAttn_Med_5	-12	-36	42	163	17Networks_LH_SalVentAttnA_ParMed_2	7Networks_LH_SalVentAttn_Med_5
192	7Networks_LH_SalVentAttn_Med_6	-6	14	44	190	17Networks_LH_SalVentAttnB_PFCmp_4	7Networks_LH_SalVentAttn_Med_6
193	7Networks_LH_SalVentAttn_Med_7	-12	-26	42	164	17Networks_LH_SalVentAttnA_ParMed_3	7Networks_LH_SalVentAttn_Med_7
194	7Networks_LH_SalVentAttn_Med_8	-6	2	50	171	17Networks_LH_SalVentAttnA_FrMed_4	7Networks_LH_SalVentAttn_Med_8
195	7Networks_LH_SalVentAttn_Med_9	-12	-44	52	165	17Networks_LH_SalVentAttnA_ParMed_4	7Networks_LH_SalVentAttn_Med_9
196	7Networks_LH_SalVentAttn_Med_10	-12	-34	48	166	17Networks_LH_SalVentAttnA_ParMed_5	7Networks_LH_SalVentAttn_Med_10
197	7Networks_LH_SalVentAttn_Med_11	-4	-50	54	259	17Networks_LH_ContC_pCun_6	7Networks_LH_SalVentAttn_Med_11
198	7Networks_LH_SalVentAttn_Med_12	-4	2	60	172	17Networks_LH_SalVentAttnA_FrMed_5	7Networks_LH_SalVentAttn_Med_12
199	7Networks_LH_SalVentAttn_Med_13	-10	-48	60	167	17Networks_LH_SalVentAttnA_ParMed_6	7Networks_LH_SalVentAttn_Med_13
200	7Networks_LH_SalVentAttn_Med_14	-16	4	70	176	17Networks_LH_SalVentAttnB_PFCd_1	7Networks_LH_SalVentAttn_Med_14
201	7Networks_LH_SalVentAttn_Med_15	-8	-2	70	173	17Networks_LH_SalVentAttnA_FrMed_6	7Networks_LH_SalVentAttn_Med_15
202	7Networks_LH_Limbic_OFC_1	-14	20	-18	191	17Networks_LH_LimbicB_OFC_1	7Networks_LH_Limbic_OFC_1
203	7Networks_LH_Limbic_OFC_2	-24	14	-22	192	17Networks_LH_LimbicB_OFC_2	7Networks_LH_Limbic_OFC_2
204	7Networks_LH_Limbic_OFC_3	-12	32	-24	193	17Networks_LH_LimbicB_OFC_3	7Networks_LH_Limbic_OFC_3
205	7Networks_LH_Limbic_OFC_4	-24	28	-18	194	17Networks_LH_LimbicB_OFC_4	7Networks_LH_Limbic_OFC_4
206	7Networks_LH_Limbic_OFC_5	-4	22	-20	195	17Networks_LH_LimbicB_OFC_5	7Networks_LH_Limbic_OFC_5
207	7Networks_LH_Limbic_OFC_6	-6	46	-22	196	17Networks_LH_LimbicB_OFC_6	7Networks_LH_Limbic_OFC_6
