index	ROIName7	R	A	S	ROILabel17	ROIName17	name
220	7Networks_LH_DorsAttn_Post_48	-22	-58	64	197	17Networks_LH_DorsAttnB_PostC_14	7Networks_LH_DorsAttn_Post_48
221	7Networks_LH_DorsAttn_Post_49	-6	-54	68	198	17Networks_LH_DorsAttnB_PostC_15	7Networks_LH_DorsAttn_Post_49
222	7Networks_LH_DorsAttn_Post_50	-14	-58	68	199	17Networks_LH_DorsAttnB_PostC_16	7Networks_LH_DorsAttn_Post_50
223	7Networks_LH_DorsAttn_FEF_1	-42	-2	50	202	17Networks_LH_DorsAttnB_FEF_1	7Networks_LH_DorsAttn_FEF_1
224	7Networks_LH_DorsAttn_FEF_2	-28	4	58	316	17Networks_LH_ContA_PFCd_1	7Networks_LH_DorsAttn_FEF_2
225	7Networks_LH_DorsAttn_FEF_3	-32	-4	52	203	17Networks_LH_DorsAttnB_FEF_2	7Networks_LH_DorsAttn_FEF_3
226	7Networks_LH_DorsAttn_FEF_4	-24	-6	52	205	17Networks_LH_DorsAttnB_FEF_4	7Networks_LH_DorsAttn_FEF_4
227	7Networks_LH_DorsAttn_FEF_5	-22	8	62	317	17Networks_LH_ContA_PFCd_2	7Networks_LH_DorsAttn_FEF_5
228	7Networks_LH_DorsAttn_FEF_6	-20	-6	60	207	17Networks_LH_DorsAttnB_FEF_6	7Networks_LH_DorsAttn_FEF_6
229	7Networks_LH_DorsAttn_FEF_7	-20	0	68	208	17Networks_LH_DorsAttnB_FEF_7	7Networks_LH_DorsAttn_FEF_7
230	7Networks_LH_DorsAttn_PrCv_1	-52	6	28	320	17Networks_LH_ContA_PFCl_3	7Networks_LH_DorsAttn_PrCv_1
231	7Networks_LH_DorsAttn_PrCv_2	-54	6	34	209	17Networks_LH_DorsAttnB_PrCv_1	7Networks_LH_DorsAttn_PrCv_2
232	7Networks_LH_DorsAttn_PrCv_3	-42	2	32	324	17Networks_LH_ContA_PFCl_7	7Networks_LH_DorsAttn_PrCv_3
233	7Networks_LH_DorsAttn_PrCv_4	-50	2	40	210	17Networks_LH_DorsAttnB_PrCv_2	7Networks_LH_DorsAttn_PrCv_4
234	7Networks_LH_SalVentAttn_ParOper_1	-48	-40	24	211	17Networks_LH_SalVentAttnA_ParOper_1	7Networks_LH_SalVentAttn_ParOper_1
235	7Networks_LH_SalVentAttn_ParOper_2	-58	-44	22	500	17Networks_LH_TempPar_16	7Networks_LH_SalVentAttn_ParOper_2
236	7Networks_LH_SalVentAttn_ParOper_3	-60	-24	20	212	17Networks_LH_SalVentAttnA_ParOper_2	7Networks_LH_SalVentAttn_ParOper_3
237	7Networks_LH_SalVentAttn_ParOper_4	-54	-40	30	213	17Networks_LH_SalVentAttnA_ParOper_3	7Networks_LH_SalVentAttn_ParOper_4
238	7Networks_LH_SalVentAttn_ParOper_5	-58	-32	24	214	17Networks_LH_SalVentAttnA_ParOper_4	7Networks_LH_SalVentAttn_ParOper_5
239	7Networks_LH_SalVentAttn_ParOper_6	-62	-44	30	251	17Networks_LH_SalVentAttnB_IPL_1	7Networks_LH_SalVentAttn_ParOper_6
240	7Networks_LH_SalVentAttn_ParOper_7	-58	-18	30	215	17Networks_LH_SalVentAttnA_ParOper_5	7Networks_LH_SalVentAttn_ParOper_7
241	7Networks_LH_SalVentAttn_ParOper_8	-62	-36	34	216	17Networks_LH_SalVentAttnA_ParOper_6	7Networks_LH_SalVentAttn_ParOper_8
242	7Networks_LH_SalVentAttn_ParOper_9	-64	-28	34	217	17Networks_LH_SalVentAttnA_ParOper_7	7Networks_LH_SalVentAttn_ParOper_9
243	7Networks_LH_SalVentAttn_TempOcc_1	-56	-58	14	494	17Networks_LH_TempPar_10	7Networks_LH_SalVentAttn_TempOcc_1
244	7Networks_LH_SalVentAttn_TempOcc_2	-48	-50	12	496	17Networks_LH_TempPar_12	7Networks_LH_SalVentAttn_TempOcc_2
245	7Networks_LH_SalVentAttn_FrOperIns_1	-36	6	-16	227	17Networks_LH_SalVentAttnA_Ins_1	7Networks_LH_SalVentAttn_FrOperIns_1
246	7Networks_LH_SalVentAttn_FrOperIns_2	-38	2	-10	228	17Networks_LH_SalVentAttnA_Ins_2	7Networks_LH_SalVentAttn_FrOperIns_2
247	7Networks_LH_SalVentAttn_FrOperIns_3	-38	10	-2	229	17Networks_LH_SalVentAttnA_Ins_3	7Networks_LH_SalVentAttn_FrOperIns_3
248	7Networks_LH_SalVentAttn_FrOperIns_4	-40	-10	-10	230	17Networks_LH_SalVentAttnA_Ins_4	7Networks_LH_SalVentAttn_FrOperIns_4
249	7Networks_LH_SalVentAttn_FrOperIns_5	-34	30	0	263	17Networks_LH_SalVentAttnB_Ins_4	7Networks_LH_SalVentAttn_FrOperIns_5
250	7Networks_LH_SalVentAttn_FrOperIns_6	-46	-12	-4	136	17Networks_LH_SomMotB_Aud_3	7Networks_LH_SalVentAttn_FrOperIns_6
251	7Networks_LH_SalVentAttn_FrOperIns_7	-32	20	4	264	17Networks_LH_SalVentAttnB_Ins_5	7Networks_LH_SalVentAttn_FrOperIns_7
252	7Networks_LH_SalVentAttn_FrOperIns_8	-40	-2	2	231	17Networks_LH_SalVentAttnA_Ins_5	7Networks_LH_SalVentAttn_FrOperIns_8
253	7Networks_LH_SalVentAttn_FrOperIns_9	-38	-16	2	232	17Networks_LH_SalVentAttnA_Ins_6	7Networks_LH_SalVentAttn_FrOperIns_9
254	7Networks_LH_SalVentAttn_FrOperIns_10	-32	26	8	233	17Networks_LH_SalVentAttnA_Ins_7	7Networks_LH_SalVentAttn_FrOperIns_10
255	7Networks_LH_SalVentAttn_FrOperIns_11	-32	14	10	234	17Networks_LH_SalVentAttnA_Ins_8	7Networks_LH_SalVentAttn_FrOperIns_11
256	7Networks_LH_SalVentAttn_FrOperIns_12	-36	-4	10	235	17Networks_LH_SalVentAttnA_Ins_9	7Networks_LH_SalVentAttn_FrOperIns_12
257	7Networks_LH_SalVentAttn_FrOperIns_13	-38	18	8	265	17Networks_LH_SalVentAttnB_Ins_6	7Networks_LH_SalVentAttn_FrOperIns_13
258	7Networks_LH_SalVentAttn_FrOperIns_14	-38	6	10	218	17Networks_LH_SalVentAttnA_FrOper_1	7Networks_LH_SalVentAttn_FrOperIns_14
259	7Networks_LH_SalVentAttn_FrOperIns_15	-38	-4	16	219	17Networks_LH_SalVentAttnA_FrOper_2	7Networks_LH_SalVentAttn_FrOperIns_15
260	7Networks_LH_SalVentAttn_FrOperIns_16	-42	14	2	266	17Networks_LH_SalVentAttnB_Ins_7	7Networks_LH_SalVentAttn_FrOperIns_16
261	7Networks_LH_SalVentAttn_FrOperIns_17	-44	-2	12	220	17Networks_LH_SalVentAttnA_FrOper_3	7Networks_LH_SalVentAttn_FrOperIns_17
262	7Networks_LH_SalVentAttn_FrOperIns_18	-46	6	2	221	17Networks_LH_SalVentAttnA_FrOper_4	7Networks_LH_SalVentAttn_FrOperIns_18
263	7Networks_LH_SalVentAttn_FrOperIns_19	-48	-4	6	222	17Networks_LH_SalVentAttnA_FrOper_5	7Networks_LH_SalVentAttn_FrOperIns_19
264	7Networks_LH_SalVentAttn_FrOperIns_20	-54	6	2	223	17Networks_LH_SalVentAttnA_FrOper_6	7Networks_LH_SalVentAttn_FrOperIns_20
265	7Networks_LH_SalVentAttn_FrOperIns_21	-58	2	8	224	17Networks_LH_SalVentAttnA_FrOper_7	7Networks_LH_SalVentAttn_FrOperIns_21
266	7Networks_LH_SalVentAttn_FrOperIns_22	-54	8	12	225	17Networks_LH_SalVentAttnA_FrOper_8	7Networks_LH_SalVentAttn_FrOperIns_22
267	7Networks_LH_SalVentAttn_FrOperIns_23	-60	6	18	226	17Networks_LH_SalVentAttnA_FrOper_9	7Networks_LH_SalVentAttn_FrOperIns_23
268	7Networks_LH_SalVentAttn_PFCl_1	-30	42	30	256	17Networks_LH_SalVentAttnB_PFCl_3	7Networks_LH_SalVentAttn_PFCl_1
269	7Networks_LH_SalVentAttn_PFCl_2	-26	38	40	259	17Networks_LH_SalVentAttnB_PFCl_6	7Networks_LH_SalVentAttn_PFCl_2
270	7Networks_LH_SalVentAttn_Med_1	-8	28	28	270	17Networks_LH_SalVentAttnB_PFCmp_2	7Networks_LH_SalVentAttn_Med_1
271	7Networks_LH_SalVentAttn_Med_2	-4	16	32	244	17Networks_LH_SalVentAttnA_FrMed_1	7Networks_LH_SalVentAttn_Med_2
272	7Networks_LH_SalVentAttn_Med_3	-2	0	36	245	17Networks_LH_SalVentAttnA_FrMed_2	7Networks_LH_SalVentAttn_Med_3
273	7Networks_LH_SalVentAttn_Med_4	-8	6	38	246	17Networks_LH_SalVentAttnA_FrMed_3	7Networks_LH_SalVentAttn_Med_4
274	7Networks_LH_SalVentAttn_Med_5	-8	-18	38	236	17Networks_LH_SalVentAttnA_ParMed_1	7Networks_LH_SalVentAttn_Med_5
275	7Networks_LH_SalVentAttn_Med_6	-6	16	40	271	17Networks_LH_SalVentAttnB_PFCmp_3	7Networks_LH_SalVentAttn_Med_6
276	7Networks_LH_SalVentAttn_Med_7	-12	-32	40	237	17Networks_LH_SalVentAttnA_ParMed_2	7Networks_LH_SalVentAttn_Med_7
277	7Networks_LH_SalVentAttn_Med_8	-12	-20	40	238	17Networks_LH_SalVentAttnA_ParMed_3	7Networks_LH_SalVentAttn_Med_8
278	7Networks_LH_SalVentAttn_Med_9	-14	-40	46	239	17Networks_LH_SalVentAttnA_ParMed_4	7Networks_LH_SalVentAttn_Med_9
279	7Networks_LH_SalVentAttn_Med_10	-6	4	50	247	17Networks_LH_SalVentAttnA_FrMed_4	7Networks_LH_SalVentAttn_Med_10
280	7Networks_LH_SalVentAttn_Med_11	-12	-28	44	240	17Networks_LH_SalVentAttnA_ParMed_5	7Networks_LH_SalVentAttn_Med_11
281	7Networks_LH_SalVentAttn_Med_12	-4	-50	52	370	17Networks_LH_ContC_pCun_12	7Networks_LH_SalVentAttn_Med_12
282	7Networks_LH_SalVentAttn_Med_13	-10	-46	52	241	17Networks_LH_SalVentAttnA_ParMed_6	7Networks_LH_SalVentAttn_Med_13
283	7Networks_LH_SalVentAttn_Med_14	-12	-36	50	242	17Networks_LH_SalVentAttnA_ParMed_7	7Networks_LH_SalVentAttn_Med_14
284	7Networks_LH_SalVentAttn_Med_15	-4	4	58	248	17Networks_LH_SalVentAttnA_FrMed_5	7Networks_LH_SalVentAttn_Med_15
285	7Networks_LH_SalVentAttn_Med_16	-8	-48	60	243	17Networks_LH_SalVentAttnA_ParMed_8	7Networks_LH_SalVentAttn_Med_16
286	7Networks_LH_SalVentAttn_Med_17	-4	-2	64	249	17Networks_LH_SalVentAttnA_FrMed_6	7Networks_LH_SalVentAttn_Med_17
287	7Networks_LH_SalVentAttn_Med_18	-12	6	68	253	17Networks_LH_SalVentAttnB_PFCd_1	7Networks_LH_SalVentAttn_Med_18
288	7Networks_LH_SalVentAttn_Med_19	-8	-2	72	250	17Networks_LH_SalVentAttnA_FrMed_7	7Networks_LH_SalVentAttn_Med_19
289	7Networks_LH_Limbic_OFC_1	-20	12	-22	273	17Networks_LH_LimbicB_OFC_1	7Networks_LH_Limbic_OFC_1
290	7Networks_LH_Limbic_OFC_2	-12	22	-18	274	17Networks_LH_LimbicB_OFC_2	7Networks_LH_Limbic_OFC_2
291	7Networks_LH_Limbic_OFC_3	-14	24	-24	275	17Networks_LH_LimbicB_OFC_3	7Networks_LH_Limbic_OFC_3
292	7Networks_LH_Limbic_OFC_4	-10	34	-22	276	17Networks_LH_LimbicB_OFC_4	7Networks_LH_Limbic_OFC_4
293	7Networks_LH_Limbic_OFC_5	-28	16	-24	277	17Networks_LH_LimbicB_OFC_5	7Networks_LH_Limbic_OFC_5
294	7Networks_LH_Limbic_OFC_6	-8	20	-22	278	17Networks_LH_LimbicB_OFC_6	7Networks_LH_Limbic_OFC_6
295	7Networks_LH_Limbic_OFC_7	-24	28	-18	279	17Networks_LH_LimbicB_OFC_7	7Networks_LH_Limbic_OFC_7
296	7Networks_LH_Limbic_OFC_8	-18	40	-20	280	17Networks_LH_LimbicB_OFC_8	7Networks_LH_Limbic_OFC_8
297	7Networks_LH_Limbic_OFC_9	-4	38	-22	281	17Networks_LH_LimbicB_OFC_9	7Networks_LH_Limbic_OFC_9
298	7Networks_LH_Limbic_OFC_10	-8	50	-22	282	17Networks_LH_LimbicB_OFC_10	7Networks_LH_Limbic_OFC_10
299	7Networks_LH_Limbic_OFC_11	-2	20	-18	283	17Networks_LH_LimbicB_OFC_11	7Networks_LH_Limbic_OFC_11
300	7Networks_LH_Limbic_OFC_12	-4	16	-10	284	17Networks_LH_LimbicB_OFC_12	7Networks_LH_Limbic_OFC_12
301	7Networks_LH_Limbic_OFC_13	-10	62	-16	285	17Networks_LH_LimbicB_OFC_13	7Networks_LH_Limbic_OFC_13
302	7Networks_LH_Limbic_OFC_14	-22	62	-10	287	17Networks_LH_LimbicB_OFC_15	7Networks_LH_Limbic_OFC_14
303	7Networks_LH_Limbic_TempPole_1	-28	2	-44	289	17Networks_LH_LimbicA_TempPole_1	7Networks_LH_Limbic_TempPole_1
304	7Networks_LH_Limbic_TempPole_2	-42	-2	-44	290	17Networks_LH_LimbicA_TempPole_2	7Networks_LH_Limbic_TempPole_2
305	7Networks_LH_Limbic_TempPole_3	-38	-12	-38	291	17Networks_LH_LimbicA_TempPole_3	7Networks_LH_Limbic_TempPole_3
306	7Networks_LH_Limbic_TempPole_4	-28	-8	-34	292	17Networks_LH_LimbicA_TempPole_4	7Networks_LH_Limbic_TempPole_4
307	7Networks_LH_Limbic_TempPole_5	-50	-14	-36	293	17Networks_LH_LimbicA_TempPole_5	7Networks_LH_Limbic_TempPole_5
308	7Networks_LH_Limbic_TempPole_6	-18	-2	-30	294	17Networks_LH_LimbicA_TempPole_6	7Networks_LH_Limbic_TempPole_6
309	7Networks_LH_Limbic_TempPole_7	-40	-18	-28	295	17Networks_LH_LimbicA_TempPole_7	7Networks_LH_Limbic_TempPole_7
310	7Networks_LH_Limbic_TempPole_8	-36	18	-34	296	17Networks_LH_LimbicA_TempPole_8	7Networks_LH_Limbic_TempPole_8
311	7Networks_LH_Limbic_TempPole_9	-26	8	-30	297	17Networks_LH_LimbicA_TempPole_9	7Networks_LH_Limbic_TempPole_9
312	7Networks_LH_Limbic_TempPole_10	-44	-30	-22	298	17Networks_LH_LimbicA_TempPole_10	7Networks_LH_Limbic_TempPole_10
313	7Networks_LH_Limbic_TempPole_11	-54	-32	-28	299	17Networks_LH_LimbicA_TempPole_11	7Networks_LH_Limbic_TempPole_11
314	7Networks_LH_Limbic_TempPole_12	-20	-14	-30	300	17Networks_LH_LimbicA_TempPole_12	7Networks_LH_Limbic_TempPole_12
315	7Networks_LH_Limbic_TempPole_13	-32	-24	-26	479	17Networks_LH_DefaultC_PHC_1	7Networks_LH_Limbic_TempPole_13
316	7Networks_LH_Limbic_TempPole_14	-38	8	-24	301	17Networks_LH_LimbicA_TempPole_13	7Networks_LH_Limbic_TempPole_14
317	7Networks_LH_Limbic_TempPole_15	-44	6	-16	302	17Networks_LH_LimbicA_TempPole_14	7Networks_LH_Limbic_TempPole_15
318	7Networks_LH_Cont_Par_1	-28	-78	42	306	17Networks_LH_ContA_IPS_1	7Networks_LH_Cont_Par_1
319	7Networks_LH_Cont_Par_2	-60	-42	44	252	17Networks_LH_SalVentAttnB_IPL_2	7Networks_LH_Cont_Par_2
320	7Networks_LH_Cont_Par_3	-56	-46	46	339	17Networks_LH_ContB_IPL_2	7Networks_LH_Cont_Par_3
321	7Networks_LH_Cont_Par_4	-32	-70	50	341	17Networks_LH_ContB_IPL_4	7Networks_LH_Cont_Par_4
322	7Networks_LH_Cont_Par_5	-48	-56	52	342	17Networks_LH_ContB_IPL_5	7Networks_LH_Cont_Par_5
323	7Networks_LH_Cont_Par_6	-50	-48	54	343	17Networks_LH_ContB_IPL_6	7Networks_LH_Cont_Par_6
324	7Networks_LH_Cont_Par_7	-54	-40	52	307	17Networks_LH_ContA_IPS_2	7Networks_LH_Cont_Par_7
325	7Networks_LH_Cont_Par_8	-38	-62	52	344	17Networks_LH_ContB_IPL_7	7Networks_LH_Cont_Par_8
326	7Networks_LH_Cont_Par_9	-48	-42	50	308	17Networks_LH_ContA_IPS_3	7Networks_LH_Cont_Par_9
327	7Networks_LH_Cont_Par_10	-42	-54	48	345	17Networks_LH_ContB_IPL_8	7Networks_LH_Cont_Par_10
328	7Networks_LH_Cont_Par_11	-44	-46	48	309	17Networks_LH_ContA_IPS_4	7Networks_LH_Cont_Par_11
329	7Networks_LH_Cont_Par_12	-28	-66	48	310	17Networks_LH_ContA_IPS_5	7Networks_LH_Cont_Par_12
330	7Networks_LH_Cont_Par_13	-34	-58	44	312	17Networks_LH_ContA_IPS_7	7Networks_LH_Cont_Par_13
331	7Networks_LH_Cont_Par_14	-36	-46	40	313	17Networks_LH_ContA_IPS_8	7Networks_LH_Cont_Par_14
332	7Networks_LH_Cont_Par_15	-32	-54	40	314	17Networks_LH_ContA_IPS_9	7Networks_LH_Cont_Par_15
333	7Networks_LH_Cont_Temp_1	-60	-40	-20	334	17Networks_LH_ContB_Temp_1	7Networks_LH_Cont_Temp_1
334	7Networks_LH_Cont_Temp_2	-56	-58	-18	304	17Networks_LH_ContA_Temp_2	7Networks_LH_Cont_Temp_2
335	7Networks_LH_Cont_Temp_3	-60	-48	-12	336	17Networks_LH_ContB_Temp_3	7Networks_LH_Cont_Temp_3
336	7Networks_LH_Cont_Temp_4	-62	-50	-4	337	17Networks_LH_ContB_Temp_4	7Networks_LH_Cont_Temp_4
337	7Networks_LH_Cont_PFCd_1	-24	14	52	347	17Networks_LH_ContB_PFCd_2	7Networks_LH_Cont_PFCd_1
338	7Networks_LH_Cont_PFCl_1	-40	52	-4	353	17Networks_LH_ContB_PFClv_2	7Networks_LH_Cont_PFCl_1
339	7Networks_LH_Cont_PFCl_2	-48	42	4	327	17Networks_LH_ContA_PFClv_1	7Networks_LH_Cont_PFCl_2
340	7Networks_LH_Cont_PFCl_3	-38	50	6	355	17Networks_LH_ContB_PFClv_4	7Networks_LH_Cont_PFCl_3
341	7Networks_LH_Cont_PFCl_4	-52	32	12	328	17Networks_LH_ContA_PFClv_2	7Networks_LH_Cont_PFCl_4
342	7Networks_LH_Cont_PFCl_5	-28	56	10	356	17Networks_LH_ContB_PFClv_5	7Networks_LH_Cont_PFCl_5
343	7Networks_LH_Cont_PFCl_6	-42	38	14	329	17Networks_LH_ContA_PFClv_3	7Networks_LH_Cont_PFCl_6
344	7Networks_LH_Cont_PFCl_7	-50	10	12	267	17Networks_LH_SalVentAttnB_Ins_8	7Networks_LH_Cont_PFCl_7
345	7Networks_LH_Cont_PFCl_8	-44	26	20	330	17Networks_LH_ContA_PFClv_4	7Networks_LH_Cont_PFCl_8
346	7Networks_LH_Cont_PFCl_9	-38	46	18	254	17Networks_LH_SalVentAttnB_PFCl_1	7Networks_LH_Cont_PFCl_9
347	7Networks_LH_Cont_PFCl_10	-48	14	24	318	17Networks_LH_ContA_PFCl_1	7Networks_LH_Cont_PFCl_10
348	7Networks_LH_Cont_PFCl_11	-48	6	22	319	17Networks_LH_ContA_PFCl_2	7Networks_LH_Cont_PFCl_11
349	7Networks_LH_Cont_PFCl_12	-28	50	22	255	17Networks_LH_SalVentAttnB_PFCl_2	7Networks_LH_Cont_PFCl_12
350	7Networks_LH_Cont_PFCl_13	-42	34	22	331	17Networks_LH_ContA_PFClv_5	7Networks_LH_Cont_PFCl_13
351	7Networks_LH_Cont_PFCl_14	-44	24	28	321	17Networks_LH_ContA_PFCl_4	7Networks_LH_Cont_PFCl_14
352	7Networks_LH_Cont_PFCl_15	-42	38	30	322	17Networks_LH_ContA_PFCl_5	7Networks_LH_Cont_PFCl_15
353	7Networks_LH_Cont_PFCl_16	-36	8	28	323	17Networks_LH_ContA_PFCl_6	7Networks_LH_Cont_PFCl_16
354	7Networks_LH_Cont_PFCl_17	-46	22	36	349	17Networks_LH_ContB_PFCl_1	7Networks_LH_Cont_PFCl_17
355	7Networks_LH_Cont_PFCl_18	-40	10	32	325	17Networks_LH_ContA_PFCl_8	7Networks_LH_Cont_PFCl_18
356	7Networks_LH_Cont_PFCl_19	-34	32	38	258	17Networks_LH_SalVentAttnB_PFCl_5	7Networks_LH_Cont_PFCl_19
357	7Networks_LH_Cont_PFCl_20	-40	4	36	326	17Networks_LH_ContA_PFCl_9	7Networks_LH_Cont_PFCl_20
358	7Networks_LH_Cont_OFC_1	-28	46	-14	268	17Networks_LH_SalVentAttnB_OFC_1	7Networks_LH_Cont_OFC_1
359	7Networks_LH_Cont_PFCv_1	-36	16	-8	261	17Networks_LH_SalVentAttnB_Ins_2	7Networks_LH_Cont_PFCv_1
360	7Networks_LH_Cont_PFCv_2	-30	24	-4	262	17Networks_LH_SalVentAttnB_Ins_3	7Networks_LH_Cont_PFCv_2
361	7Networks_LH_Cont_pCun_1	-10	-70	30	360	17Networks_LH_ContC_pCun_2	7Networks_LH_Cont_pCun_1
362	7Networks_LH_Cont_pCun_2	-10	-72	38	361	17Networks_LH_ContC_pCun_3	7Networks_LH_Cont_pCun_2
363	7Networks_LH_Cont_pCun_3	-4	-76	44	365	17Networks_LH_ContC_pCun_7	7Networks_LH_Cont_pCun_3
364	7Networks_LH_Cont_pCun_4	-4	-66	52	369	17Networks_LH_ContC_pCun_11	7Networks_LH_Cont_pCun_4
365	7Networks_LH_Cont_Cing_1	-4	18	24	269	17Networks_LH_SalVentAttnB_PFCmp_1	7Networks_LH_Cont_Cing_1
366	7Networks_LH_Cont_Cing_2	-6	-38	24	373	17Networks_LH_ContC_Cingp_2	7Networks_LH_Cont_Cing_2
367	7Networks_LH_Cont_Cing_3	-6	-26	28	374	17Networks_LH_ContC_Cingp_3	7Networks_LH_Cont_Cing_3
368	7Networks_LH_Cont_Cing_4	-4	10	28	332	17Networks_LH_ContA_Cingm_1	7Networks_LH_Cont_Cing_4
369	7Networks_LH_Cont_Cing_5	-4	-12	30	375	17Networks_LH_ContC_Cingp_4	7Networks_LH_Cont_Cing_5
370	7Networks_LH_Cont_Cing_6	-4	-2	30	333	17Networks_LH_ContA_Cingm_2	7Networks_LH_Cont_Cing_6
371	7Networks_LH_Cont_Cing_7	-4	-32	28	376	17Networks_LH_ContC_Cingp_5	7Networks_LH_Cont_Cing_7
372	7Networks_LH_Cont_Cing_8	-2	-22	30	377	17Networks_LH_ContC_Cingp_6	7Networks_LH_Cont_Cing_8
373	7Networks_LH_Cont_PFCmp_1	-4	24	48	358	17Networks_LH_ContB_PFCmp_2	7Networks_LH_Cont_PFCmp_1
374	7Networks_LH_Cont_PFCmp_2	-6	14	54	272	17Networks_LH_SalVentAttnB_PFCmp_4	7Networks_LH_Cont_PFCmp_2
375	7Networks_LH_Default_Par_1	-48	-58	18	436	17Networks_LH_DefaultB_IPL_1	7Networks_LH_Default_Par_1
376	7Networks_LH_Default_Par_2	-46	-50	20	437	17Networks_LH_DefaultB_IPL_2	7Networks_LH_Default_Par_2
377	7Networks_LH_Default_Par_3	-60	-52	18	499	17Networks_LH_TempPar_15	7Networks_LH_Default_Par_3
378	7Networks_LH_Default_Par_4	-44	-64	24	378	17Networks_LH_DefaultA_IPL_1	7Networks_LH_Default_Par_4
379	7Networks_LH_Default_Par_5	-44	-56	26	438	17Networks_LH_DefaultB_IPL_3	7Networks_LH_Default_Par_5
380	7Networks_LH_Default_Par_6	-52	-54	26	439	17Networks_LH_DefaultB_IPL_4	7Networks_LH_Default_Par_6
381	7Networks_LH_Default_Par_7	-62	-54	26	440	17Networks_LH_DefaultB_IPL_5	7Networks_LH_Default_Par_7
382	7Networks_LH_Default_Par_8	-48	-70	30	379	17Networks_LH_DefaultA_IPL_2	7Networks_LH_Default_Par_8
383	7Networks_LH_Default_Par_9	-48	-64	32	380	17Networks_LH_DefaultA_IPL_3	7Networks_LH_Default_Par_9
384	7Networks_LH_Default_Par_10	-46	-58	34	441	17Networks_LH_DefaultB_IPL_6	7Networks_LH_Default_Par_10
385	7Networks_LH_Default_Par_11	-54	-58	34	442	17Networks_LH_DefaultB_IPL_7	7Networks_LH_Default_Par_11
386	7Networks_LH_Default_Par_12	-38	-78	40	381	17Networks_LH_DefaultA_IPL_4	7Networks_LH_Default_Par_12
387	7Networks_LH_Default_Par_13	-60	-50	34	443	17Networks_LH_DefaultB_IPL_8	7Networks_LH_Default_Par_13
388	7Networks_LH_Default_Par_14	-46	-70	40	382	17Networks_LH_DefaultA_IPL_5	7Networks_LH_Default_Par_14
389	7Networks_LH_Default_Par_15	-46	-62	42	383	17Networks_LH_DefaultA_IPL_6	7Networks_LH_Default_Par_15
390	7Networks_LH_Default_Par_16	-54	-60	42	444	17Networks_LH_DefaultB_IPL_9	7Networks_LH_Default_Par_16
391	7Networks_LH_Default_Par_17	-38	-72	48	384	17Networks_LH_DefaultA_IPL_7	7Networks_LH_Default_Par_17
392	7Networks_LH_Default_Par_18	-52	-50	42	338	17Networks_LH_ContB_IPL_1	7Networks_LH_Default_Par_18
393	7Networks_LH_Default_Par_19	-44	-64	52	340	17Networks_LH_ContB_IPL_3	7Networks_LH_Default_Par_19
394	7Networks_LH_Default_Temp_1	-46	8	-36	423	17Networks_LH_DefaultB_Temp_1	7Networks_LH_Default_Temp_1
395	7Networks_LH_Default_Temp_2	-52	-6	-32	424	17Networks_LH_DefaultB_Temp_2	7Networks_LH_Default_Temp_2
396	7Networks_LH_Default_Temp_3	-60	-22	-26	425	17Networks_LH_DefaultB_Temp_3	7Networks_LH_Default_Temp_3
397	7Networks_LH_Default_Temp_4	-54	4	-26	426	17Networks_LH_DefaultB_Temp_4	7Networks_LH_Default_Temp_4
398	7Networks_LH_Default_Temp_5	-48	14	-24	427	17Networks_LH_DefaultB_Temp_5	7Networks_LH_Default_Temp_5
399	7Networks_LH_Default_Temp_6	-62	-16	-20	428	17Networks_LH_DefaultB_Temp_6	7Networks_LH_Default_Temp_6
400	7Networks_LH_Default_Temp_7	-52	6	-16	485	17Networks_LH_TempPar_1	7Networks_LH_Default_Temp_7
401	7Networks_LH_Default_Temp_8	-62	-34	-14	335	17Networks_LH_ContB_Temp_2	7Networks_LH_Default_Temp_8
402	7Networks_LH_Default_Temp_9	-60	-10	-14	429	17Networks_LH_DefaultB_Temp_7	7Networks_LH_Default_Temp_9
403	7Networks_LH_Default_Temp_10	-64	-24	-8	430	17Networks_LH_DefaultB_Temp_8	7Networks_LH_Default_Temp_10
404	7Networks_LH_Default_Temp_11	-54	-4	-10	486	17Networks_LH_TempPar_2	7Networks_LH_Default_Temp_11
405	7Networks_LH_Default_Temp_12	-66	-36	-6	431	17Networks_LH_DefaultB_Temp_9	7Networks_LH_Default_Temp_12
406	7Networks_LH_Default_Temp_13	-52	-22	-8	432	17Networks_LH_DefaultB_Temp_10	7Networks_LH_Default_Temp_13
407	7Networks_LH_Default_Temp_14	-58	-32	-4	433	17Networks_LH_DefaultB_Temp_11	7Networks_LH_Default_Temp_14
408	7Networks_LH_Default_Temp_15	-58	-14	-4	487	17Networks_LH_TempPar_3	7Networks_LH_Default_Temp_15
409	7Networks_LH_Default_Temp_16	-62	-42	0	434	17Networks_LH_DefaultB_Temp_12	7Networks_LH_Default_Temp_16
410	7Networks_LH_Default_Temp_17	-48	-34	-2	435	17Networks_LH_DefaultB_Temp_13	7Networks_LH_Default_Temp_17
411	7Networks_LH_Default_Temp_18	-58	-24	0	488	17Networks_LH_TempPar_4	7Networks_LH_Default_Temp_18
412	7Networks_LH_Default_Temp_19	-54	-42	2	489	17Networks_LH_TempPar_5	7Networks_LH_Default_Temp_19
413	7Networks_LH_Default_Temp_20	-60	-50	6	490	17Networks_LH_TempPar_6	7Networks_LH_Default_Temp_20
