index	ROIName7	R	A	S	ROILabel17	ROIName17	name
23	7Networks_LH_Vis_23	-6	-78	-8	50	17Networks_LH_VisPeri_ExStrInf_6	7Networks_LH_Vis_23
24	7Networks_LH_Vis_24	-34	-92	-10	16	17Networks_LH_VisCent_ExStr_12	7Networks_LH_Vis_24
25	7Networks_LH_Vis_25	-10	-62	-2	51	17Networks_LH_VisPeri_ExStrInf_7	7Networks_LH_Vis_25
26	7Networks_LH_Vis_26	-6	-70	-2	52	17Networks_LH_VisPeri_ExStrInf_8	7Networks_LH_Vis_26
27	7Networks_LH_Vis_27	-4	-90	-12	1	17Networks_LH_VisCent_Striate_1	7Networks_LH_Vis_27
28	7Networks_LH_Vis_28	-20	-100	-12	17	17Networks_LH_VisCent_ExStr_13	7Networks_LH_Vis_28
29	7Networks_LH_Vis_29	-46	-82	-2	18	17Networks_LH_VisCent_ExStr_14	7Networks_LH_Vis_29
30	7Networks_LH_Vis_30	-10	-98	-12	2	17Networks_LH_VisCent_Striate_2	7Networks_LH_Vis_30
31	7Networks_LH_Vis_31	-14	-42	-4	53	17Networks_LH_VisPeri_ExStrInf_9	7Networks_LH_Vis_31
32	7Networks_LH_Vis_32	-8	-62	2	35	17Networks_LH_VisPeri_StriCal_1	7Networks_LH_Vis_32
33	7Networks_LH_Vis_33	-30	-96	-2	19	17Networks_LH_VisCent_ExStr_15	7Networks_LH_Vis_33
34	7Networks_LH_Vis_34	-36	-90	0	20	17Networks_LH_VisCent_ExStr_16	7Networks_LH_Vis_34
35	7Networks_LH_Vis_35	-4	-80	2	36	17Networks_LH_VisPeri_StriCal_2	7Networks_LH_Vis_35
36	7Networks_LH_Vis_36	-44	-70	6	21	17Networks_LH_VisCent_ExStr_17	7Networks_LH_Vis_36
37	7Networks_LH_Vis_37	-4	-68	6	37	17Networks_LH_VisPeri_StriCal_3	7Networks_LH_Vis_37
38	7Networks_LH_Vis_38	-16	-56	0	54	17Networks_LH_VisPeri_ExStrInf_10	7Networks_LH_Vis_38
39	7Networks_LH_Vis_39	-8	-94	-2	3	17Networks_LH_VisCent_Striate_3	7Networks_LH_Vis_39
40	7Networks_LH_Vis_40	-6	-104	-2	4	17Networks_LH_VisCent_Striate_4	7Networks_LH_Vis_40
41	7Networks_LH_Vis_41	-12	-46	2	471	17Networks_LH_DefaultC_Rsp_1	7Networks_LH_Vis_41
42	7Networks_LH_Vis_42	-48	-78	8	22	17Networks_LH_VisCent_ExStr_18	7Networks_LH_Vis_42
43	7Networks_LH_Vis_43	-6	-88	2	38	17Networks_LH_VisPeri_StriCal_4	7Networks_LH_Vis_43
44	7Networks_LH_Vis_44	-18	-102	2	23	17Networks_LH_VisCent_ExStr_19	7Networks_LH_Vis_44
45	7Networks_LH_Vis_45	-44	-86	10	24	17Networks_LH_VisCent_ExStr_20	7Networks_LH_Vis_45
46	7Networks_LH_Vis_46	-16	-68	4	39	17Networks_LH_VisPeri_StriCal_5	7Networks_LH_Vis_46
47	7Networks_LH_Vis_47	-12	-76	8	40	17Networks_LH_VisPeri_StriCal_6	7Networks_LH_Vis_47
48	7Networks_LH_Vis_48	-14	-50	4	472	17Networks_LH_DefaultC_Rsp_2	7Networks_LH_Vis_48
49	7Networks_LH_Vis_49	-24	-96	8	25	17Networks_LH_VisCent_ExStr_21	7Networks_LH_Vis_49
50	7Networks_LH_Vis_50	-24	-58	6	55	17Networks_LH_VisPeri_ExStrSup_1	7Networks_LH_Vis_50
51	7Networks_LH_Vis_51	-6	-82	10	41	17Networks_LH_VisPeri_StriCal_7	7Networks_LH_Vis_51
52	7Networks_LH_Vis_52	-2	-94	4	42	17Networks_LH_VisPeri_StriCal_8	7Networks_LH_Vis_52
53	7Networks_LH_Vis_53	-32	-88	10	26	17Networks_LH_VisCent_ExStr_22	7Networks_LH_Vis_53
54	7Networks_LH_Vis_54	-8	-100	10	27	17Networks_LH_VisCent_ExStr_23	7Networks_LH_Vis_54
55	7Networks_LH_Vis_55	-16	-58	8	474	17Networks_LH_DefaultC_Rsp_4	7Networks_LH_Vis_55
56	7Networks_LH_Vis_56	-18	-64	10	56	17Networks_LH_VisPeri_ExStrSup_2	7Networks_LH_Vis_56
57	7Networks_LH_Vis_57	-8	-70	12	43	17Networks_LH_VisPeri_StriCal_9	7Networks_LH_Vis_57
58	7Networks_LH_Vis_58	-18	-98	18	28	17Networks_LH_VisCent_ExStr_24	7Networks_LH_Vis_58
59	7Networks_LH_Vis_59	-48	-76	20	159	17Networks_LH_DorsAttnA_ParOcc_2	7Networks_LH_Vis_59
60	7Networks_LH_Vis_60	0	-80	12	44	17Networks_LH_VisPeri_StriCal_10	7Networks_LH_Vis_60
61	7Networks_LH_Vis_61	-42	-80	16	160	17Networks_LH_DorsAttnA_ParOcc_3	7Networks_LH_Vis_61
62	7Networks_LH_Vis_62	-4	-92	16	57	17Networks_LH_VisPeri_ExStrSup_3	7Networks_LH_Vis_62
63	7Networks_LH_Vis_63	-18	-60	16	476	17Networks_LH_DefaultC_Rsp_6	7Networks_LH_Vis_63
64	7Networks_LH_Vis_64	-26	-90	20	29	17Networks_LH_VisCent_ExStr_25	7Networks_LH_Vis_64
65	7Networks_LH_Vis_65	-34	-90	20	30	17Networks_LH_VisCent_ExStr_26	7Networks_LH_Vis_65
66	7Networks_LH_Vis_66	-8	-68	16	58	17Networks_LH_VisPeri_ExStrSup_4	7Networks_LH_Vis_66
67	7Networks_LH_Vis_67	-2	-82	22	59	17Networks_LH_VisPeri_ExStrSup_5	7Networks_LH_Vis_67
68	7Networks_LH_Vis_68	-10	-96	26	31	17Networks_LH_VisCent_ExStr_27	7Networks_LH_Vis_68
69	7Networks_LH_Vis_69	-16	-66	16	60	17Networks_LH_VisPeri_ExStrSup_6	7Networks_LH_Vis_69
70	7Networks_LH_Vis_70	-18	-90	24	32	17Networks_LH_VisCent_ExStr_28	7Networks_LH_Vis_70
71	7Networks_LH_Vis_71	-4	-76	26	61	17Networks_LH_VisPeri_ExStrSup_7	7Networks_LH_Vis_71
72	7Networks_LH_Vis_72	-28	-82	20	33	17Networks_LH_VisCent_ExStr_29	7Networks_LH_Vis_72
73	7Networks_LH_Vis_73	-6	-88	32	62	17Networks_LH_VisPeri_ExStrSup_8	7Networks_LH_Vis_73
74	7Networks_LH_Vis_74	-32	-84	26	163	17Networks_LH_DorsAttnA_ParOcc_6	7Networks_LH_Vis_74
75	7Networks_LH_Vis_75	-14	-74	24	63	17Networks_LH_VisPeri_ExStrSup_9	7Networks_LH_Vis_75
76	7Networks_LH_Vis_76	-18	-90	34	64	17Networks_LH_VisPeri_ExStrSup_10	7Networks_LH_Vis_76
77	7Networks_LH_Vis_77	-24	-82	30	34	17Networks_LH_VisCent_ExStr_30	7Networks_LH_Vis_77
78	7Networks_LH_Vis_78	-12	-80	34	65	17Networks_LH_VisPeri_ExStrSup_11	7Networks_LH_Vis_78
79	7Networks_LH_Vis_79	-14	-86	42	66	17Networks_LH_VisPeri_ExStrSup_12	7Networks_LH_Vis_79
80	7Networks_LH_Vis_80	-22	-82	42	166	17Networks_LH_DorsAttnA_SPL_2	7Networks_LH_Vis_80
81	7Networks_LH_Vis_81	-12	-78	44	363	17Networks_LH_ContC_pCun_5	7Networks_LH_Vis_81
82	7Networks_LH_SomMot_1	-50	6	-8	134	17Networks_LH_SomMotB_Aud_1	7Networks_LH_SomMot_1
83	7Networks_LH_SomMot_2	-56	-4	0	135	17Networks_LH_SomMotB_Aud_2	7Networks_LH_SomMot_2
84	7Networks_LH_SomMot_3	-62	-12	4	137	17Networks_LH_SomMotB_Aud_4	7Networks_LH_SomMot_3
85	7Networks_LH_SomMot_4	-66	-18	6	138	17Networks_LH_SomMotB_Aud_5	7Networks_LH_SomMot_4
86	7Networks_LH_SomMot_5	-52	-14	6	139	17Networks_LH_SomMotB_Aud_6	7Networks_LH_SomMot_5
87	7Networks_LH_SomMot_6	-42	-20	2	140	17Networks_LH_SomMotB_Aud_7	7Networks_LH_SomMot_6
88	7Networks_LH_SomMot_7	-66	-30	6	492	17Networks_LH_TempPar_8	7Networks_LH_SomMot_7
89	7Networks_LH_SomMot_8	-52	-20	6	141	17Networks_LH_SomMotB_Aud_8	7Networks_LH_SomMot_8
90	7Networks_LH_SomMot_9	-60	-26	10	142	17Networks_LH_SomMotB_Aud_9	7Networks_LH_SomMot_9
91	7Networks_LH_SomMot_10	-40	-24	12	143	17Networks_LH_SomMotB_Aud_10	7Networks_LH_SomMot_10
92	7Networks_LH_SomMot_11	-34	-24	10	133	17Networks_LH_SomMotB_Ins_1	7Networks_LH_SomMot_11
93	7Networks_LH_SomMot_12	-36	-14	14	120	17Networks_LH_SomMotB_S2_1	7Networks_LH_SomMot_12
94	7Networks_LH_SomMot_13	-62	-40	10	495	17Networks_LH_TempPar_11	7Networks_LH_SomMot_13
95	7Networks_LH_SomMot_14	-42	-30	8	144	17Networks_LH_SomMotB_Aud_11	7Networks_LH_SomMot_14
96	7Networks_LH_SomMot_15	-34	-30	16	145	17Networks_LH_SomMotB_Aud_12	7Networks_LH_SomMot_15
97	7Networks_LH_SomMot_16	-34	-22	18	121	17Networks_LH_SomMotB_S2_2	7Networks_LH_SomMot_16
98	7Networks_LH_SomMot_17	-40	-14	18	122	17Networks_LH_SomMotB_S2_3	7Networks_LH_SomMot_17
99	7Networks_LH_SomMot_18	-48	-34	12	146	17Networks_LH_SomMotB_Aud_13	7Networks_LH_SomMot_18
100	7Networks_LH_SomMot_19	-54	-46	14	497	17Networks_LH_TempPar_13	7Networks_LH_SomMot_19
101	7Networks_LH_SomMot_20	-58	-36	16	147	17Networks_LH_SomMotB_Aud_14	7Networks_LH_SomMot_20
102	7Networks_LH_SomMot_21	-48	-14	14	123	17Networks_LH_SomMotB_S2_4	7Networks_LH_SomMot_21
103	7Networks_LH_SomMot_22	-54	-8	10	124	17Networks_LH_SomMotB_S2_5	7Networks_LH_SomMot_22
104	7Networks_LH_SomMot_23	-64	-46	14	498	17Networks_LH_TempPar_14	7Networks_LH_SomMot_23
105	7Networks_LH_SomMot_24	-40	-26	20	125	17Networks_LH_SomMotB_S2_6	7Networks_LH_SomMot_24
106	7Networks_LH_SomMot_25	-40	-36	16	126	17Networks_LH_SomMotB_S2_7	7Networks_LH_SomMot_25
107	7Networks_LH_SomMot_26	-58	-14	14	127	17Networks_LH_SomMotB_S2_8	7Networks_LH_SomMot_26
108	7Networks_LH_SomMot_27	-60	-2	12	128	17Networks_LH_SomMotB_S2_9	7Networks_LH_SomMot_27
109	7Networks_LH_SomMot_28	-48	-22	18	129	17Networks_LH_SomMotB_S2_10	7Networks_LH_SomMot_28
110	7Networks_LH_SomMot_29	-66	-12	16	130	17Networks_LH_SomMotB_S2_11	7Networks_LH_SomMot_29
111	7Networks_LH_SomMot_30	-48	-30	18	131	17Networks_LH_SomMotB_S2_12	7Networks_LH_SomMot_30
112	7Networks_LH_SomMot_31	-62	-18	20	132	17Networks_LH_SomMotB_S2_13	7Networks_LH_SomMot_31
113	7Networks_LH_SomMot_32	-60	2	22	109	17Networks_LH_SomMotB_Cent_1	7Networks_LH_SomMot_32
114	7Networks_LH_SomMot_33	-60	-6	20	110	17Networks_LH_SomMotB_Cent_2	7Networks_LH_SomMot_33
115	7Networks_LH_SomMot_34	-64	-10	28	111	17Networks_LH_SomMotB_Cent_3	7Networks_LH_SomMot_34
116	7Networks_LH_SomMot_35	-56	-2	28	112	17Networks_LH_SomMotB_Cent_4	7Networks_LH_SomMot_35
117	7Networks_LH_SomMot_36	-54	-10	32	113	17Networks_LH_SomMotB_Cent_5	7Networks_LH_SomMot_36
118	7Networks_LH_SomMot_37	-60	-10	38	114	17Networks_LH_SomMotB_Cent_6	7Networks_LH_SomMot_37
119	7Networks_LH_SomMot_38	-54	-6	36	115	17Networks_LH_SomMotB_Cent_7	7Networks_LH_SomMot_38
120	7Networks_LH_SomMot_39	-56	-20	42	186	17Networks_LH_DorsAttnB_PostC_3	7Networks_LH_SomMot_39
121	7Networks_LH_SomMot_40	-50	-16	40	116	17Networks_LH_SomMotB_Cent_8	7Networks_LH_SomMot_40
122	7Networks_LH_SomMot_41	-44	-12	38	117	17Networks_LH_SomMotB_Cent_9	7Networks_LH_SomMot_41
123	7Networks_LH_SomMot_42	-8	-6	42	67	17Networks_LH_SomMotA_1	7Networks_LH_SomMot_42
124	7Networks_LH_SomMot_43	-52	-4	48	118	17Networks_LH_SomMotB_Cent_10	7Networks_LH_SomMot_43
125	7Networks_LH_SomMot_44	-56	-16	50	68	17Networks_LH_SomMotA_2	7Networks_LH_SomMot_44
126	7Networks_LH_SomMot_45	-46	-28	44	190	17Networks_LH_DorsAttnB_PostC_7	7Networks_LH_SomMot_45
127	7Networks_LH_SomMot_46	-38	-18	40	119	17Networks_LH_SomMotB_Cent_11	7Networks_LH_SomMot_46
128	7Networks_LH_SomMot_47	-8	-10	48	69	17Networks_LH_SomMotA_3	7Networks_LH_SomMot_47
129	7Networks_LH_SomMot_48	-50	-26	54	70	17Networks_LH_SomMotA_4	7Networks_LH_SomMot_48
130	7Networks_LH_SomMot_49	-44	-12	50	71	17Networks_LH_SomMotA_5	7Networks_LH_SomMot_49
131	7Networks_LH_SomMot_50	-48	-18	54	72	17Networks_LH_SomMotA_6	7Networks_LH_SomMot_50
132	7Networks_LH_SomMot_51	-8	-20	48	73	17Networks_LH_SomMotA_7	7Networks_LH_SomMot_51
133	7Networks_LH_SomMot_52	-36	-20	46	74	17Networks_LH_SomMotA_8	7Networks_LH_SomMot_52
134	7Networks_LH_SomMot_53	-40	-4	58	204	17Networks_LH_DorsAttnB_FEF_3	7Networks_LH_SomMot_53
135	7Networks_LH_SomMot_54	-6	-28	50	75	17Networks_LH_SomMotA_9	7Networks_LH_SomMot_54
136	7Networks_LH_SomMot_55	-4	-12	54	76	17Networks_LH_SomMotA_10	7Networks_LH_SomMot_55
137	7Networks_LH_SomMot_56	-40	-16	58	77	17Networks_LH_SomMotA_11	7Networks_LH_SomMot_56
138	7Networks_LH_SomMot_57	-44	-32	64	78	17Networks_LH_SomMotA_12	7Networks_LH_SomMot_57
139	7Networks_LH_SomMot_58	-40	-26	54	79	17Networks_LH_SomMotA_13	7Networks_LH_SomMot_58
140	7Networks_LH_SomMot_59	-34	-46	62	194	17Networks_LH_DorsAttnB_PostC_11	7Networks_LH_SomMot_59
141	7Networks_LH_SomMot_60	-4	-22	58	80	17Networks_LH_SomMotA_14	7Networks_LH_SomMot_60
142	7Networks_LH_SomMot_61	-34	-38	62	81	17Networks_LH_SomMotA_15	7Networks_LH_SomMot_61
143	7Networks_LH_SomMot_62	-8	-40	58	82	17Networks_LH_SomMotA_16	7Networks_LH_SomMot_62
144	7Networks_LH_SomMot_63	-28	-12	60	206	17Networks_LH_DorsAttnB_FEF_5	7Networks_LH_SomMot_63
145	7Networks_LH_SomMot_64	-36	-16	68	83	17Networks_LH_SomMotA_17	7Networks_LH_SomMot_64
146	7Networks_LH_SomMot_65	-4	-12	62	84	17Networks_LH_SomMotA_18	7Networks_LH_SomMot_65
147	7Networks_LH_SomMot_66	-32	-30	64	85	17Networks_LH_SomMotA_19	7Networks_LH_SomMot_66
148	7Networks_LH_SomMot_67	-30	-24	60	86	17Networks_LH_SomMotA_20	7Networks_LH_SomMot_67
149	7Networks_LH_SomMot_68	-2	-32	60	87	17Networks_LH_SomMotA_21	7Networks_LH_SomMot_68
150	7Networks_LH_SomMot_69	-26	-40	62	88	17Networks_LH_SomMotA_22	7Networks_LH_SomMot_69
151	7Networks_LH_SomMot_70	-24	-48	64	89	17Networks_LH_SomMotA_23	7Networks_LH_SomMot_70
152	7Networks_LH_SomMot_71	-24	-12	72	90	17Networks_LH_SomMotA_24	7Networks_LH_SomMot_71
153	7Networks_LH_SomMot_72	-28	-32	72	91	17Networks_LH_SomMotA_25	7Networks_LH_SomMot_72
154	7Networks_LH_SomMot_73	-4	-22	64	92	17Networks_LH_SomMotA_26	7Networks_LH_SomMot_73
155	7Networks_LH_SomMot_74	-22	-28	56	93	17Networks_LH_SomMotA_27	7Networks_LH_SomMot_74
156	7Networks_LH_SomMot_75	-16	-10	66	94	17Networks_LH_SomMotA_28	7Networks_LH_SomMot_75
157	7Networks_LH_SomMot_76	-12	-46	70	95	17Networks_LH_SomMotA_29	7Networks_LH_SomMot_76
158	7Networks_LH_SomMot_77	-24	-20	72	96	17Networks_LH_SomMotA_30	7Networks_LH_SomMot_77
159	7Networks_LH_SomMot_78	-4	-42	66	97	17Networks_LH_SomMotA_31	7Networks_LH_SomMot_78
160	7Networks_LH_SomMot_79	-20	-50	68	200	17Networks_LH_DorsAttnB_PostC_17	7Networks_LH_SomMot_79
161	7Networks_LH_SomMot_80	-18	-26	64	98	17Networks_LH_SomMotA_32	7Networks_LH_SomMot_80
162	7Networks_LH_SomMot_81	-22	-38	72	99	17Networks_LH_SomMotA_33	7Networks_LH_SomMot_81
163	7Networks_LH_SomMot_82	-12	-8	72	100	17Networks_LH_SomMotA_34	7Networks_LH_SomMot_82
164	7Networks_LH_SomMot_83	-14	-50	74	201	17Networks_LH_DorsAttnB_PostC_18	7Networks_LH_SomMot_83
165	7Networks_LH_SomMot_84	-20	-30	68	101	17Networks_LH_SomMotA_35	7Networks_LH_SomMot_84
166	7Networks_LH_SomMot_85	-16	-14	74	102	17Networks_LH_SomMotA_36	7Networks_LH_SomMot_85
167	7Networks_LH_SomMot_86	-8	-16	74	103	17Networks_LH_SomMotA_37	7Networks_LH_SomMot_86
168	7Networks_LH_SomMot_87	-2	-30	70	104	17Networks_LH_SomMotA_38	7Networks_LH_SomMot_87
169	7Networks_LH_SomMot_88	-8	-40	76	105	17Networks_LH_SomMotA_39	7Networks_LH_SomMot_88
170	7Networks_LH_SomMot_89	-18	-40	74	106	17Networks_LH_SomMotA_40	7Networks_LH_SomMot_89
171	7Networks_LH_SomMot_90	-12	-26	74	107	17Networks_LH_SomMotA_41	7Networks_LH_SomMot_90
172	7Networks_LH_SomMot_91	-10	-34	72	108	17Networks_LH_SomMotA_42	7Networks_LH_SomMot_91
173	7Networks_LH_DorsAttn_Post_1	-44	-42	-22	149	17Networks_LH_DorsAttnA_TempOcc_2	7Networks_LH_DorsAttn_Post_1
174	7Networks_LH_DorsAttn_Post_2	-50	-48	-20	303	17Networks_LH_ContA_Temp_1	7Networks_LH_DorsAttn_Post_2
175	7Networks_LH_DorsAttn_Post_3	-42	-54	-16	150	17Networks_LH_DorsAttnA_TempOcc_3	7Networks_LH_DorsAttn_Post_3
176	7Networks_LH_DorsAttn_Post_4	-44	-58	-10	153	17Networks_LH_DorsAttnA_TempOcc_6	7Networks_LH_DorsAttn_Post_4
177	7Networks_LH_DorsAttn_Post_5	-48	-62	-6	154	17Networks_LH_DorsAttnA_TempOcc_7	7Networks_LH_DorsAttn_Post_5
178	7Networks_LH_DorsAttn_Post_6	-58	-60	-4	305	17Networks_LH_ContA_Temp_3	7Networks_LH_DorsAttn_Post_6
179	7Networks_LH_DorsAttn_Post_7	-48	-66	2	156	17Networks_LH_DorsAttnA_TempOcc_9	7Networks_LH_DorsAttn_Post_7
180	7Networks_LH_DorsAttn_Post_8	-54	-68	6	182	17Networks_LH_DorsAttnB_TempOcc_1	7Networks_LH_DorsAttn_Post_8
181	7Networks_LH_DorsAttn_Post_9	-58	-60	6	183	17Networks_LH_DorsAttnB_TempOcc_2	7Networks_LH_DorsAttn_Post_9
182	7Networks_LH_DorsAttn_Post_10	-48	-62	10	157	17Networks_LH_DorsAttnA_TempOcc_10	7Networks_LH_DorsAttn_Post_10
183	7Networks_LH_DorsAttn_Post_11	-48	-70	16	158	17Networks_LH_DorsAttnA_ParOcc_1	7Networks_LH_DorsAttn_Post_11
184	7Networks_LH_DorsAttn_Post_12	-44	-62	16	161	17Networks_LH_DorsAttnA_ParOcc_4	7Networks_LH_DorsAttn_Post_12
185	7Networks_LH_DorsAttn_Post_13	-42	-72	22	468	17Networks_LH_DefaultC_IPL_1	7Networks_LH_DorsAttn_Post_13
186	7Networks_LH_DorsAttn_Post_14	-38	-86	24	162	17Networks_LH_DorsAttnA_ParOcc_5	7Networks_LH_DorsAttn_Post_14
187	7Networks_LH_DorsAttn_Post_15	-44	-78	28	469	17Networks_LH_DefaultC_IPL_2	7Networks_LH_DorsAttn_Post_15
188	7Networks_LH_DorsAttn_Post_16	-36	-84	34	470	17Networks_LH_DefaultC_IPL_3	7Networks_LH_DorsAttn_Post_16
189	7Networks_LH_DorsAttn_Post_17	-30	-76	30	164	17Networks_LH_DorsAttnA_ParOcc_7	7Networks_LH_DorsAttn_Post_17
190	7Networks_LH_DorsAttn_Post_18	-28	-70	26	165	17Networks_LH_DorsAttnA_SPL_1	7Networks_LH_DorsAttn_Post_18
191	7Networks_LH_DorsAttn_Post_19	-58	-22	38	184	17Networks_LH_DorsAttnB_PostC_1	7Networks_LH_DorsAttn_Post_19
192	7Networks_LH_DorsAttn_Post_20	-22	-72	36	167	17Networks_LH_DorsAttnA_SPL_3	7Networks_LH_DorsAttn_Post_20
193	7Networks_LH_DorsAttn_Post_21	-26	-68	38	168	17Networks_LH_DorsAttnA_SPL_4	7Networks_LH_DorsAttn_Post_21
194	7Networks_LH_DorsAttn_Post_22	-58	-30	46	185	17Networks_LH_DorsAttnB_PostC_2	7Networks_LH_DorsAttn_Post_22
195	7Networks_LH_DorsAttn_Post_23	-52	-28	42	187	17Networks_LH_DorsAttnB_PostC_4	7Networks_LH_DorsAttn_Post_23
196	7Networks_LH_DorsAttn_Post_24	-52	-34	44	188	17Networks_LH_DorsAttnB_PostC_5	7Networks_LH_DorsAttn_Post_24
197	7Networks_LH_DorsAttn_Post_25	-42	-40	42	311	17Networks_LH_ContA_IPS_6	7Networks_LH_DorsAttn_Post_25
198	7Networks_LH_DorsAttn_Post_26	-24	-64	48	169	17Networks_LH_DorsAttnA_SPL_5	7Networks_LH_DorsAttn_Post_26
199	7Networks_LH_DorsAttn_Post_27	-18	-78	50	170	17Networks_LH_DorsAttnA_SPL_6	7Networks_LH_DorsAttn_Post_27
200	7Networks_LH_DorsAttn_Post_28	-42	-32	42	189	17Networks_LH_DorsAttnB_PostC_6	7Networks_LH_DorsAttn_Post_28
201	7Networks_LH_DorsAttn_Post_29	-20	-68	46	171	17Networks_LH_DorsAttnA_SPL_7	7Networks_LH_DorsAttn_Post_29
202	7Networks_LH_DorsAttn_Post_30	-32	-40	42	191	17Networks_LH_DorsAttnB_PostC_8	7Networks_LH_DorsAttn_Post_30
203	7Networks_LH_DorsAttn_Post_31	-28	-60	52	172	17Networks_LH_DorsAttnA_SPL_8	7Networks_LH_DorsAttn_Post_31
204	7Networks_LH_DorsAttn_Post_32	-32	-48	46	315	17Networks_LH_ContA_IPS_10	7Networks_LH_DorsAttn_Post_32
205	7Networks_LH_DorsAttn_Post_33	-28	-54	48	173	17Networks_LH_DorsAttnA_SPL_9	7Networks_LH_DorsAttn_Post_33
206	7Networks_LH_DorsAttn_Post_34	-6	-76	52	367	17Networks_LH_ContC_pCun_9	7Networks_LH_DorsAttn_Post_34
207	7Networks_LH_DorsAttn_Post_35	-40	-36	50	192	17Networks_LH_DorsAttnB_PostC_9	7Networks_LH_DorsAttn_Post_35
208	7Networks_LH_DorsAttn_Post_36	-26	-64	56	174	17Networks_LH_DorsAttnA_SPL_10	7Networks_LH_DorsAttn_Post_36
209	7Networks_LH_DorsAttn_Post_37	-28	-56	56	175	17Networks_LH_DorsAttnA_SPL_11	7Networks_LH_DorsAttn_Post_37
210	7Networks_LH_DorsAttn_Post_38	-14	-72	56	176	17Networks_LH_DorsAttnA_SPL_12	7Networks_LH_DorsAttn_Post_38
211	7Networks_LH_DorsAttn_Post_39	-38	-42	56	193	17Networks_LH_DorsAttnB_PostC_10	7Networks_LH_DorsAttn_Post_39
212	7Networks_LH_DorsAttn_Post_40	-38	-52	58	177	17Networks_LH_DorsAttnA_SPL_13	7Networks_LH_DorsAttn_Post_40
213	7Networks_LH_DorsAttn_Post_41	-8	-70	60	178	17Networks_LH_DorsAttnA_SPL_14	7Networks_LH_DorsAttn_Post_41
214	7Networks_LH_DorsAttn_Post_42	-22	-68	62	179	17Networks_LH_DorsAttnA_SPL_15	7Networks_LH_DorsAttn_Post_42
215	7Networks_LH_DorsAttn_Post_43	-30	-62	62	180	17Networks_LH_DorsAttnA_SPL_16	7Networks_LH_DorsAttn_Post_43
216	7Networks_LH_DorsAttn_Post_44	-4	-54	58	371	17Networks_LH_ContC_pCun_13	7Networks_LH_DorsAttn_Post_44
217	7Networks_LH_DorsAttn_Post_45	-6	-62	60	195	17Networks_LH_DorsAttnB_PostC_12	7Networks_LH_DorsAttn_Post_45
218	7Networks_LH_DorsAttn_Post_46	-14	-64	60	181	17Networks_LH_DorsAttnA_SPL_17	7Networks_LH_DorsAttn_Post_46
219	7Networks_LH_DorsAttn_Post_47	-32	-52	68	196	17Networks_LH_DorsAttnB_PostC_13	7Networks_LH_DorsAttn_Post_47
