index	ROIName7	R	A	S	ROILabel17	ROIName17	name
101	7Networks_LH_SomMot_26	-64	-10	12	124	17Networks_LH_SomMotB_S2_12	7Networks_LH_SomMot_26
102	7Networks_LH_SomMot_27	-48	-30	18	125	17Networks_LH_SomMotB_S2_13	7Networks_LH_SomMot_27
103	7Networks_LH_SomMot_28	-62	-18	20	126	17Networks_LH_SomMotB_S2_14	7Networks_LH_SomMot_28
104	7Networks_LH_SomMot_29	-60	-2	18	102	17Networks_LH_SomMotB_Cent_1	7Networks_LH_SomMot_29
105	7Networks_LH_SomMot_30	-64	-8	22	127	17Networks_LH_SomMotB_S2_15	7Networks_LH_SomMot_30
106	7Networks_LH_SomMot_31	-58	-2	28	103	17Networks_LH_SomMotB_Cent_2	7Networks_LH_SomMot_31
107	7Networks_LH_SomMot_32	-56	-8	24	104	17Networks_LH_SomMotB_Cent_3	7Networks_LH_SomMot_32
108	7Networks_LH_SomMot_33	-56	6	34	193	17Networks_LH_DorsAttnB_PrCv_2	7Networks_LH_SomMot_33
109	7Networks_LH_SomMot_34	-62	-10	34	105	17Networks_LH_SomMotB_Cent_4	7Networks_LH_SomMot_34
110	7Networks_LH_SomMot_35	-54	-4	36	106	17Networks_LH_SomMotB_Cent_5	7Networks_LH_SomMot_35
111	7Networks_LH_SomMot_36	-52	-12	32	107	17Networks_LH_SomMotB_Cent_6	7Networks_LH_SomMot_36
112	7Networks_LH_SomMot_37	-58	-12	42	108	17Networks_LH_SomMotB_Cent_7	7Networks_LH_SomMot_37
113	7Networks_LH_SomMot_38	-56	-18	40	169	17Networks_LH_DorsAttnB_PostC_2	7Networks_LH_SomMot_38
114	7Networks_LH_SomMot_39	-52	-22	44	172	17Networks_LH_DorsAttnB_PostC_5	7Networks_LH_SomMot_39
115	7Networks_LH_SomMot_40	-48	-18	40	109	17Networks_LH_SomMotB_Cent_8	7Networks_LH_SomMot_40
116	7Networks_LH_SomMot_41	-46	-12	40	110	17Networks_LH_SomMotB_Cent_9	7Networks_LH_SomMot_41
117	7Networks_LH_SomMot_42	-58	-18	48	65	17Networks_LH_SomMotA_1	7Networks_LH_SomMot_42
118	7Networks_LH_SomMot_43	-8	-8	42	66	17Networks_LH_SomMotA_2	7Networks_LH_SomMot_43
119	7Networks_LH_SomMot_44	-52	-2	48	111	17Networks_LH_SomMotB_Cent_10	7Networks_LH_SomMot_44
120	7Networks_LH_SomMot_45	-48	-26	46	175	17Networks_LH_DorsAttnB_PostC_8	7Networks_LH_SomMot_45
121	7Networks_LH_SomMot_46	-38	-18	40	112	17Networks_LH_SomMotB_Cent_11	7Networks_LH_SomMot_46
122	7Networks_LH_SomMot_47	-8	-8	46	67	17Networks_LH_SomMotA_3	7Networks_LH_SomMot_47
123	7Networks_LH_SomMot_48	-48	-16	52	68	17Networks_LH_SomMotA_4	7Networks_LH_SomMot_48
124	7Networks_LH_SomMot_49	-52	-24	54	69	17Networks_LH_SomMotA_5	7Networks_LH_SomMot_49
125	7Networks_LH_SomMot_50	-44	-32	52	177	17Networks_LH_DorsAttnB_PostC_10	7Networks_LH_SomMot_50
126	7Networks_LH_SomMot_51	-44	-12	50	70	17Networks_LH_SomMotA_6	7Networks_LH_SomMot_51
127	7Networks_LH_SomMot_52	-6	-18	48	71	17Networks_LH_SomMotA_7	7Networks_LH_SomMot_52
128	7Networks_LH_SomMot_53	-36	-22	48	72	17Networks_LH_SomMotA_8	7Networks_LH_SomMot_53
129	7Networks_LH_SomMot_54	-46	-20	60	73	17Networks_LH_SomMotA_9	7Networks_LH_SomMot_54
130	7Networks_LH_SomMot_55	-40	-38	56	178	17Networks_LH_DorsAttnB_PostC_11	7Networks_LH_SomMot_55
131	7Networks_LH_SomMot_56	-44	-34	62	74	17Networks_LH_SomMotA_10	7Networks_LH_SomMot_56
132	7Networks_LH_SomMot_57	-40	-14	60	75	17Networks_LH_SomMotA_11	7Networks_LH_SomMot_57
133	7Networks_LH_SomMot_58	-4	-26	56	76	17Networks_LH_SomMotA_12	7Networks_LH_SomMot_58
134	7Networks_LH_SomMot_59	-38	-28	58	77	17Networks_LH_SomMotA_13	7Networks_LH_SomMot_59
135	7Networks_LH_SomMot_60	-4	-14	58	78	17Networks_LH_SomMotA_14	7Networks_LH_SomMot_60
136	7Networks_LH_SomMot_61	-8	-40	56	79	17Networks_LH_SomMotA_15	7Networks_LH_SomMot_61
137	7Networks_LH_SomMot_62	-34	-26	54	80	17Networks_LH_SomMotA_16	7Networks_LH_SomMot_62
138	7Networks_LH_SomMot_63	-32	-38	62	81	17Networks_LH_SomMotA_17	7Networks_LH_SomMot_63
139	7Networks_LH_SomMot_64	-30	-46	64	182	17Networks_LH_DorsAttnB_PostC_15	7Networks_LH_SomMot_64
140	7Networks_LH_SomMot_65	-28	-12	64	82	17Networks_LH_SomMotA_18	7Networks_LH_SomMot_65
141	7Networks_LH_SomMot_66	-30	-22	68	83	17Networks_LH_SomMotA_19	7Networks_LH_SomMot_66
142	7Networks_LH_SomMot_67	-32	-30	68	84	17Networks_LH_SomMotA_20	7Networks_LH_SomMot_67
143	7Networks_LH_SomMot_68	-28	-30	56	85	17Networks_LH_SomMotA_21	7Networks_LH_SomMot_68
144	7Networks_LH_SomMot_69	-18	-10	64	191	17Networks_LH_DorsAttnB_FEF_5	7Networks_LH_SomMot_69
145	7Networks_LH_SomMot_70	-4	-20	66	86	17Networks_LH_SomMotA_22	7Networks_LH_SomMot_70
146	7Networks_LH_SomMot_71	-20	-12	72	87	17Networks_LH_SomMotA_23	7Networks_LH_SomMot_71
147	7Networks_LH_SomMot_72	-24	-38	70	88	17Networks_LH_SomMotA_24	7Networks_LH_SomMot_72
148	7Networks_LH_SomMot_73	-8	-8	70	231	17Networks_LH_SalVentAttnA_FrMed_7	7Networks_LH_SomMot_73
149	7Networks_LH_SomMot_74	-8	-42	68	89	17Networks_LH_SomMotA_25	7Networks_LH_SomMot_74
150	7Networks_LH_SomMot_75	-20	-50	68	186	17Networks_LH_DorsAttnB_PostC_19	7Networks_LH_SomMot_75
151	7Networks_LH_SomMot_76	-14	-4	70	90	17Networks_LH_SomMotA_26	7Networks_LH_SomMot_76
152	7Networks_LH_SomMot_77	-2	-32	66	91	17Networks_LH_SomMotA_27	7Networks_LH_SomMot_77
153	7Networks_LH_SomMot_78	-20	-24	68	92	17Networks_LH_SomMotA_28	7Networks_LH_SomMot_78
154	7Networks_LH_SomMot_79	-20	-30	66	93	17Networks_LH_SomMotA_29	7Networks_LH_SomMot_79
155	7Networks_LH_SomMot_80	-14	-48	74	94	17Networks_LH_SomMotA_30	7Networks_LH_SomMot_80
156	7Networks_LH_SomMot_81	-14	-14	74	95	17Networks_LH_SomMotA_31	7Networks_LH_SomMot_81
157	7Networks_LH_SomMot_82	-8	-18	74	96	17Networks_LH_SomMotA_32	7Networks_LH_SomMot_82
158	7Networks_LH_SomMot_83	-18	-38	74	97	17Networks_LH_SomMotA_33	7Networks_LH_SomMot_83
159	7Networks_LH_SomMot_84	-12	-26	74	98	17Networks_LH_SomMotA_34	7Networks_LH_SomMot_84
160	7Networks_LH_SomMot_85	-12	-32	72	99	17Networks_LH_SomMotA_35	7Networks_LH_SomMot_85
161	7Networks_LH_SomMot_86	-10	-36	78	100	17Networks_LH_SomMotA_36	7Networks_LH_SomMot_86
162	7Networks_LH_SomMot_87	-6	-36	74	101	17Networks_LH_SomMotA_37	7Networks_LH_SomMot_87
163	7Networks_LH_DorsAttn_Post_1	-46	-44	-22	140	17Networks_LH_DorsAttnA_TempOcc_1	7Networks_LH_DorsAttn_Post_1
164	7Networks_LH_DorsAttn_Post_2	-54	-50	-22	281	17Networks_LH_ContA_Temp_1	7Networks_LH_DorsAttn_Post_2
165	7Networks_LH_DorsAttn_Post_3	-44	-56	-16	142	17Networks_LH_DorsAttnA_TempOcc_3	7Networks_LH_DorsAttn_Post_3
166	7Networks_LH_DorsAttn_Post_4	-48	-60	-10	143	17Networks_LH_DorsAttnA_TempOcc_4	7Networks_LH_DorsAttn_Post_4
167	7Networks_LH_DorsAttn_Post_5	-46	-64	-2	144	17Networks_LH_DorsAttnA_TempOcc_5	7Networks_LH_DorsAttn_Post_5
168	7Networks_LH_DorsAttn_Post_6	-58	-60	-6	282	17Networks_LH_ContA_Temp_2	7Networks_LH_DorsAttn_Post_6
169	7Networks_LH_DorsAttn_Post_7	-52	-68	4	145	17Networks_LH_DorsAttnA_TempOcc_6	7Networks_LH_DorsAttn_Post_7
170	7Networks_LH_DorsAttn_Post_8	-58	-60	6	166	17Networks_LH_DorsAttnB_TempOcc_1	7Networks_LH_DorsAttn_Post_8
171	7Networks_LH_DorsAttn_Post_9	-46	-66	10	146	17Networks_LH_DorsAttnA_TempOcc_7	7Networks_LH_DorsAttn_Post_9
172	7Networks_LH_DorsAttn_Post_10	-48	-60	14	167	17Networks_LH_DorsAttnB_TempOcc_2	7Networks_LH_DorsAttn_Post_10
173	7Networks_LH_DorsAttn_Post_11	-44	-68	16	148	17Networks_LH_DorsAttnA_ParOcc_2	7Networks_LH_DorsAttn_Post_11
174	7Networks_LH_DorsAttn_Post_12	-46	-74	24	149	17Networks_LH_DorsAttnA_ParOcc_3	7Networks_LH_DorsAttn_Post_12
175	7Networks_LH_DorsAttn_Post_13	-28	-76	40	283	17Networks_LH_ContA_IPS_1	7Networks_LH_DorsAttn_Post_13
176	7Networks_LH_DorsAttn_Post_14	-24	-70	32	153	17Networks_LH_DorsAttnA_SPL_1	7Networks_LH_DorsAttn_Post_14
177	7Networks_LH_DorsAttn_Post_15	-56	-26	40	170	17Networks_LH_DorsAttnB_PostC_3	7Networks_LH_DorsAttn_Post_15
178	7Networks_LH_DorsAttn_Post_16	-26	-68	40	285	17Networks_LH_ContA_IPS_3	7Networks_LH_DorsAttn_Post_16
179	7Networks_LH_DorsAttn_Post_17	-56	-32	46	171	17Networks_LH_DorsAttnB_PostC_4	7Networks_LH_DorsAttn_Post_17
180	7Networks_LH_DorsAttn_Post_18	-48	-28	40	173	17Networks_LH_DorsAttnB_PostC_6	7Networks_LH_DorsAttn_Post_18
181	7Networks_LH_DorsAttn_Post_19	-42	-38	42	289	17Networks_LH_ContA_IPS_7	7Networks_LH_DorsAttn_Post_19
182	7Networks_LH_DorsAttn_Post_20	-20	-78	52	155	17Networks_LH_DorsAttnA_SPL_3	7Networks_LH_DorsAttn_Post_20
183	7Networks_LH_DorsAttn_Post_21	-30	-60	48	291	17Networks_LH_ContA_IPS_9	7Networks_LH_DorsAttn_Post_21
184	7Networks_LH_DorsAttn_Post_22	-20	-72	46	156	17Networks_LH_DorsAttnA_SPL_4	7Networks_LH_DorsAttn_Post_22
185	7Networks_LH_DorsAttn_Post_23	-42	-32	42	174	17Networks_LH_DorsAttnB_PostC_7	7Networks_LH_DorsAttn_Post_23
186	7Networks_LH_DorsAttn_Post_24	-22	-64	48	157	17Networks_LH_DorsAttnA_SPL_5	7Networks_LH_DorsAttn_Post_24
187	7Networks_LH_DorsAttn_Post_25	-36	-36	46	176	17Networks_LH_DorsAttnB_PostC_9	7Networks_LH_DorsAttn_Post_25
188	7Networks_LH_DorsAttn_Post_26	-32	-46	46	293	17Networks_LH_ContA_IPS_11	7Networks_LH_DorsAttn_Post_26
189	7Networks_LH_DorsAttn_Post_27	-28	-54	50	158	17Networks_LH_DorsAttnA_SPL_6	7Networks_LH_DorsAttn_Post_27
190	7Networks_LH_DorsAttn_Post_28	-28	-60	54	159	17Networks_LH_DorsAttnA_SPL_7	7Networks_LH_DorsAttn_Post_28
191	7Networks_LH_DorsAttn_Post_29	-12	-74	54	160	17Networks_LH_DorsAttnA_SPL_8	7Networks_LH_DorsAttn_Post_29
192	7Networks_LH_DorsAttn_Post_30	-38	-52	58	161	17Networks_LH_DorsAttnA_SPL_9	7Networks_LH_DorsAttn_Post_30
193	7Networks_LH_DorsAttn_Post_31	-38	-42	56	179	17Networks_LH_DorsAttnB_PostC_12	7Networks_LH_DorsAttn_Post_31
194	7Networks_LH_DorsAttn_Post_32	-32	-56	60	162	17Networks_LH_DorsAttnA_SPL_10	7Networks_LH_DorsAttn_Post_32
195	7Networks_LH_DorsAttn_Post_33	-6	-70	58	340	17Networks_LH_ContC_pCun_11	7Networks_LH_DorsAttn_Post_33
196	7Networks_LH_DorsAttn_Post_34	-20	-70	58	163	17Networks_LH_DorsAttnA_SPL_11	7Networks_LH_DorsAttn_Post_34
197	7Networks_LH_DorsAttn_Post_35	-28	-62	62	164	17Networks_LH_DorsAttnA_SPL_12	7Networks_LH_DorsAttn_Post_35
198	7Networks_LH_DorsAttn_Post_36	-4	-52	58	341	17Networks_LH_ContC_pCun_12	7Networks_LH_DorsAttn_Post_36
199	7Networks_LH_DorsAttn_Post_37	-14	-66	62	165	17Networks_LH_DorsAttnA_SPL_13	7Networks_LH_DorsAttn_Post_37
200	7Networks_LH_DorsAttn_Post_38	-34	-56	66	180	17Networks_LH_DorsAttnB_PostC_13	7Networks_LH_DorsAttn_Post_38
201	7Networks_LH_DorsAttn_Post_39	-6	-60	62	181	17Networks_LH_DorsAttnB_PostC_14	7Networks_LH_DorsAttn_Post_39
202	7Networks_LH_DorsAttn_Post_40	-22	-58	64	183	17Networks_LH_DorsAttnB_PostC_16	7Networks_LH_DorsAttn_Post_40
203	7Networks_LH_DorsAttn_Post_41	-8	-52	68	184	17Networks_LH_DorsAttnB_PostC_17	7Networks_LH_DorsAttn_Post_41
204	7Networks_LH_DorsAttn_Post_42	-14	-58	68	185	17Networks_LH_DorsAttnB_PostC_18	7Networks_LH_DorsAttn_Post_42
205	7Networks_LH_DorsAttn_FEF_1	-42	-2	50	187	17Networks_LH_DorsAttnB_FEF_1	7Networks_LH_DorsAttn_FEF_1
206	7Networks_LH_DorsAttn_FEF_2	-28	2	58	295	17Networks_LH_ContA_PFCd_2	7Networks_LH_DorsAttn_FEF_2
207	7Networks_LH_DorsAttn_FEF_3	-32	-6	52	188	17Networks_LH_DorsAttnB_FEF_2	7Networks_LH_DorsAttn_FEF_3
208	7Networks_LH_DorsAttn_FEF_4	-24	-6	54	189	17Networks_LH_DorsAttnB_FEF_3	7Networks_LH_DorsAttn_FEF_4
209	7Networks_LH_DorsAttn_FEF_5	-22	4	66	190	17Networks_LH_DorsAttnB_FEF_4	7Networks_LH_DorsAttn_FEF_5
210	7Networks_LH_DorsAttn_PrCv_1	-58	6	24	192	17Networks_LH_DorsAttnB_PrCv_1	7Networks_LH_DorsAttn_PrCv_1
211	7Networks_LH_DorsAttn_PrCv_2	-46	4	26	299	17Networks_LH_ContA_PFCl_3	7Networks_LH_DorsAttn_PrCv_2
212	7Networks_LH_DorsAttn_PrCv_3	-48	4	32	303	17Networks_LH_ContA_PFCl_7	7Networks_LH_DorsAttn_PrCv_3
213	7Networks_LH_DorsAttn_PrCv_4	-50	2	38	194	17Networks_LH_DorsAttnB_PrCv_3	7Networks_LH_DorsAttn_PrCv_4
214	7Networks_LH_DorsAttn_PrCv_5	-48	4	42	306	17Networks_LH_ContA_PFCl_10	7Networks_LH_DorsAttn_PrCv_5
215	7Networks_LH_SalVentAttn_ParOper_1	-62	-46	22	450	17Networks_LH_TempPar_12	7Networks_LH_SalVentAttn_ParOper_1
216	7Networks_LH_SalVentAttn_ParOper_2	-48	-36	26	195	17Networks_LH_SalVentAttnA_ParOper_1	7Networks_LH_SalVentAttn_ParOper_2
