index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
79	LH_SomMot_41	SomMot	7Networks_LH_SomMot_41	47.0	17Networks_LH_SomMotA_17	SomMotA	Schaefer2018v0143	n/a
80	LH_SomMot_42	SomMot	7Networks_LH_SomMot_42	48.0	17Networks_LH_SomMotA_18	SomMotA	Schaefer2018v0143	n/a
81	LH_SomMot_43	SomMot	7Networks_LH_SomMot_43	49.0	17Networks_LH_SomMotA_19	SomMotA	Schaefer2018v0143	n/a
82	LH_SomMot_44	SomMot	7Networks_LH_SomMot_44	50.0	17Networks_LH_SomMotA_20	SomMotA	Schaefer2018v0143	n/a
83	LH_SomMot_45	SomMot	7Networks_LH_SomMot_45	51.0	17Networks_LH_SomMotA_21	SomMotA	Schaefer2018v0143	n/a
84	LH_SomMot_46	SomMot	7Networks_LH_SomMot_46	52.0	17Networks_LH_SomMotA_22	SomMotA	Schaefer2018v0143	n/a
85	LH_SomMot_47	SomMot	7Networks_LH_SomMot_47	53.0	17Networks_LH_SomMotA_23	SomMotA	Schaefer2018v0143	n/a
86	LH_DorsAttn_Post_1	DorsAttn	7Networks_LH_DorsAttn_Post_1	75.0	17Networks_LH_DorsAttnA_TempOcc_1	DorsAttnA	Schaefer2018v0143	n/a
87	LH_DorsAttn_Post_2	DorsAttn	7Networks_LH_DorsAttn_Post_2	76.0	17Networks_LH_DorsAttnA_TempOcc_2	DorsAttnA	Schaefer2018v0143	n/a
88	LH_DorsAttn_Post_3	DorsAttn	7Networks_LH_DorsAttn_Post_3	89.0	17Networks_LH_DorsAttnB_TempOcc_1	DorsAttnB	Schaefer2018v0143	n/a
89	LH_DorsAttn_Post_4	DorsAttn	7Networks_LH_DorsAttn_Post_4	78.0	17Networks_LH_DorsAttnA_ParOcc_1	DorsAttnA	Schaefer2018v0143	n/a
90	LH_DorsAttn_Post_5	DorsAttn	7Networks_LH_DorsAttn_Post_5	81.0	17Networks_LH_DorsAttnA_SPL_1	DorsAttnA	Schaefer2018v0143	n/a
91	LH_DorsAttn_Post_6	DorsAttn	7Networks_LH_DorsAttn_Post_6	151.0	17Networks_LH_ContA_IPS_2	ContA	Schaefer2018v0143	n/a
92	LH_DorsAttn_Post_7	DorsAttn	7Networks_LH_DorsAttn_Post_7	92.0	17Networks_LH_DorsAttnB_PostC_3	DorsAttnB	Schaefer2018v0143	n/a
93	LH_DorsAttn_Post_8	DorsAttn	7Networks_LH_DorsAttn_Post_8	93.0	17Networks_LH_DorsAttnB_PostC_4	DorsAttnB	Schaefer2018v0143	n/a
94	LH_DorsAttn_Post_9	DorsAttn	7Networks_LH_DorsAttn_Post_9	156.0	17Networks_LH_ContA_IPS_7	ContA	Schaefer2018v0143	n/a
95	LH_DorsAttn_Post_10	DorsAttn	7Networks_LH_DorsAttn_Post_10	83.0	17Networks_LH_DorsAttnA_SPL_3	DorsAttnA	Schaefer2018v0143	n/a
96	LH_DorsAttn_Post_11	DorsAttn	7Networks_LH_DorsAttn_Post_11	157.0	17Networks_LH_ContA_IPS_8	ContA	Schaefer2018v0143	n/a
97	LH_DorsAttn_Post_12	DorsAttn	7Networks_LH_DorsAttn_Post_12	84.0	17Networks_LH_DorsAttnA_SPL_4	DorsAttnA	Schaefer2018v0143	n/a
98	LH_DorsAttn_Post_13	DorsAttn	7Networks_LH_DorsAttn_Post_13	85.0	17Networks_LH_DorsAttnA_SPL_5	DorsAttnA	Schaefer2018v0143	n/a
99	LH_DorsAttn_Post_14	DorsAttn	7Networks_LH_DorsAttn_Post_14	94.0	17Networks_LH_DorsAttnB_PostC_5	DorsAttnB	Schaefer2018v0143	n/a
100	LH_DorsAttn_Post_15	DorsAttn	7Networks_LH_DorsAttn_Post_15	86.0	17Networks_LH_DorsAttnA_SPL_6	DorsAttnA	Schaefer2018v0143	n/a
101	LH_DorsAttn_Post_16	DorsAttn	7Networks_LH_DorsAttn_Post_16	87.0	17Networks_LH_DorsAttnA_SPL_7	DorsAttnA	Schaefer2018v0143	n/a
102	LH_DorsAttn_Post_17	DorsAttn	7Networks_LH_DorsAttn_Post_17	88.0	17Networks_LH_DorsAttnA_SPL_8	DorsAttnA	Schaefer2018v0143	n/a
103	LH_DorsAttn_Post_18	DorsAttn	7Networks_LH_DorsAttn_Post_18	95.0	17Networks_LH_DorsAttnB_PostC_6	DorsAttnB	Schaefer2018v0143	n/a
104	LH_DorsAttn_Post_19	DorsAttn	7Networks_LH_DorsAttn_Post_19	96.0	17Networks_LH_DorsAttnB_PostC_7	DorsAttnB	Schaefer2018v0143	n/a
105	LH_DorsAttn_FEF_1	DorsAttn	7Networks_LH_DorsAttn_FEF_1	98.0	17Networks_LH_DorsAttnB_FEF_1	DorsAttnB	Schaefer2018v0143	n/a
106	LH_DorsAttn_FEF_2	DorsAttn	7Networks_LH_DorsAttn_FEF_2	159.0	17Networks_LH_ContA_PFCd_2	ContA	Schaefer2018v0143	n/a
107	LH_DorsAttn_FEF_3	DorsAttn	7Networks_LH_DorsAttn_FEF_3	99.0	17Networks_LH_DorsAttnB_FEF_2	DorsAttnB	Schaefer2018v0143	n/a
108	LH_DorsAttn_FEF_4	DorsAttn	7Networks_LH_DorsAttn_FEF_4	100.0	17Networks_LH_DorsAttnB_FEF_3	DorsAttnB	Schaefer2018v0143	n/a
109	LH_DorsAttn_PrCv_1	DorsAttn	7Networks_LH_DorsAttn_PrCv_1	162.0	17Networks_LH_ContA_PFCl_3	ContA	Schaefer2018v0143	n/a
110	LH_DorsAttn_PrCv_2	DorsAttn	7Networks_LH_DorsAttn_PrCv_2	164.0	17Networks_LH_ContA_PFCl_5	ContA	Schaefer2018v0143	n/a
111	LH_SalVentAttn_ParOper_1	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_1	101.0	17Networks_LH_SalVentAttnA_ParOper_1	SalVentAttnA	Schaefer2018v0143	n/a
112	LH_SalVentAttn_ParOper_2	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_2	102.0	17Networks_LH_SalVentAttnA_ParOper_2	SalVentAttnA	Schaefer2018v0143	n/a
113	LH_SalVentAttn_ParOper_3	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_3	103.0	17Networks_LH_SalVentAttnA_ParOper_3	SalVentAttnA	Schaefer2018v0143	n/a
114	LH_SalVentAttn_ParOper_4	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_4	90.0	17Networks_LH_DorsAttnB_PostC_1	DorsAttnB	Schaefer2018v0143	n/a
115	LH_SalVentAttn_ParOper_5	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_5	104.0	17Networks_LH_SalVentAttnA_ParOper_4	SalVentAttnA	Schaefer2018v0143	n/a
116	LH_SalVentAttn_TempOcc_1	SalVentAttn	7Networks_LH_SalVentAttn_TempOcc_1	247.0	17Networks_LH_TempPar_7	TempPar	Schaefer2018v0143	n/a
117	LH_SalVentAttn_FrOperIns_1	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_1	148.0	17Networks_LH_LimbicA_TempPole_10	LimbicA	Schaefer2018v0143	n/a
118	LH_SalVentAttn_FrOperIns_2	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_2	108.0	17Networks_LH_SalVentAttnA_Ins_1	SalVentAttnA	Schaefer2018v0143	n/a
119	LH_SalVentAttn_FrOperIns_3	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_3	127.0	17Networks_LH_SalVentAttnB_Ins_2	SalVentAttnB	Schaefer2018v0143	n/a
120	LH_SalVentAttn_FrOperIns_4	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_4	109.0	17Networks_LH_SalVentAttnA_Ins_2	SalVentAttnA	Schaefer2018v0143	n/a
121	LH_SalVentAttn_FrOperIns_5	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_5	110.0	17Networks_LH_SalVentAttnA_Ins_3	SalVentAttnA	Schaefer2018v0143	n/a
122	LH_SalVentAttn_FrOperIns_6	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_6	111.0	17Networks_LH_SalVentAttnA_Ins_4	SalVentAttnA	Schaefer2018v0143	n/a
123	LH_SalVentAttn_FrOperIns_7	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	105.0	17Networks_LH_SalVentAttnA_FrOper_1	SalVentAttnA	Schaefer2018v0143	n/a
124	LH_SalVentAttn_FrOperIns_8	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	128.0	17Networks_LH_SalVentAttnB_Ins_3	SalVentAttnB	Schaefer2018v0143	n/a
125	LH_SalVentAttn_FrOperIns_9	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	106.0	17Networks_LH_SalVentAttnA_FrOper_2	SalVentAttnA	Schaefer2018v0143	n/a
126	LH_SalVentAttn_FrOperIns_10	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_10	107.0	17Networks_LH_SalVentAttnA_FrOper_3	SalVentAttnA	Schaefer2018v0143	n/a
127	LH_SalVentAttn_PFCl_1	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_1	124.0	17Networks_LH_SalVentAttnB_PFCl_2	SalVentAttnB	Schaefer2018v0143	n/a
128	LH_SalVentAttn_Med_1	SalVentAttn	7Networks_LH_SalVentAttn_Med_1	117.0	17Networks_LH_SalVentAttnA_FrMed_1	SalVentAttnA	Schaefer2018v0143	n/a
129	LH_SalVentAttn_Med_2	SalVentAttn	7Networks_LH_SalVentAttn_Med_2	118.0	17Networks_LH_SalVentAttnA_FrMed_2	SalVentAttnA	Schaefer2018v0143	n/a
130	LH_SalVentAttn_Med_3	SalVentAttn	7Networks_LH_SalVentAttn_Med_3	112.0	17Networks_LH_SalVentAttnA_ParMed_1	SalVentAttnA	Schaefer2018v0143	n/a
131	LH_SalVentAttn_Med_4	SalVentAttn	7Networks_LH_SalVentAttn_Med_4	113.0	17Networks_LH_SalVentAttnA_ParMed_2	SalVentAttnA	Schaefer2018v0143	n/a
132	LH_SalVentAttn_Med_5	SalVentAttn	7Networks_LH_SalVentAttn_Med_5	119.0	17Networks_LH_SalVentAttnA_FrMed_3	SalVentAttnA	Schaefer2018v0143	n/a
133	LH_SalVentAttn_Med_6	SalVentAttn	7Networks_LH_SalVentAttn_Med_6	114.0	17Networks_LH_SalVentAttnA_ParMed_3	SalVentAttnA	Schaefer2018v0143	n/a
134	LH_SalVentAttn_Med_7	SalVentAttn	7Networks_LH_SalVentAttn_Med_7	115.0	17Networks_LH_SalVentAttnA_ParMed_4	SalVentAttnA	Schaefer2018v0143	n/a
135	LH_SalVentAttn_Med_8	SalVentAttn	7Networks_LH_SalVentAttn_Med_8	120.0	17Networks_LH_SalVentAttnA_FrMed_4	SalVentAttnA	Schaefer2018v0143	n/a
136	LH_SalVentAttn_Med_9	SalVentAttn	7Networks_LH_SalVentAttn_Med_9	116.0	17Networks_LH_SalVentAttnA_ParMed_5	SalVentAttnA	Schaefer2018v0143	n/a
137	LH_SalVentAttn_Med_10	SalVentAttn	7Networks_LH_SalVentAttn_Med_10	121.0	17Networks_LH_SalVentAttnA_FrMed_5	SalVentAttnA	Schaefer2018v0143	n/a
138	LH_Limbic_OFC_1	Limbic	7Networks_LH_Limbic_OFC_1	133.0	17Networks_LH_LimbicB_OFC_1	LimbicB	Schaefer2018v0143	n/a
139	LH_Limbic_OFC_2	Limbic	7Networks_LH_Limbic_OFC_2	134.0	17Networks_LH_LimbicB_OFC_2	LimbicB	Schaefer2018v0143	n/a
140	LH_Limbic_OFC_3	Limbic	7Networks_LH_Limbic_OFC_3	135.0	17Networks_LH_LimbicB_OFC_3	LimbicB	Schaefer2018v0143	n/a
141	LH_Limbic_OFC_4	Limbic	7Networks_LH_Limbic_OFC_4	136.0	17Networks_LH_LimbicB_OFC_4	LimbicB	Schaefer2018v0143	n/a
142	LH_Limbic_OFC_5	Limbic	7Networks_LH_Limbic_OFC_5	137.0	17Networks_LH_LimbicB_OFC_5	LimbicB	Schaefer2018v0143	n/a
143	LH_Limbic_OFC_6	Limbic	7Networks_LH_Limbic_OFC_6	138.0	17Networks_LH_LimbicB_OFC_6	LimbicB	Schaefer2018v0143	n/a
144	LH_Limbic_TempPole_1	Limbic	7Networks_LH_Limbic_TempPole_1	139.0	17Networks_LH_LimbicA_TempPole_1	LimbicA	Schaefer2018v0143	n/a
145	LH_Limbic_TempPole_2	Limbic	7Networks_LH_Limbic_TempPole_2	140.0	17Networks_LH_LimbicA_TempPole_2	LimbicA	Schaefer2018v0143	n/a
146	LH_Limbic_TempPole_3	Limbic	7Networks_LH_Limbic_TempPole_3	141.0	17Networks_LH_LimbicA_TempPole_3	LimbicA	Schaefer2018v0143	n/a
147	LH_Limbic_TempPole_4	Limbic	7Networks_LH_Limbic_TempPole_4	142.0	17Networks_LH_LimbicA_TempPole_4	LimbicA	Schaefer2018v0143	n/a
148	LH_Limbic_TempPole_5	Limbic	7Networks_LH_Limbic_TempPole_5	143.0	17Networks_LH_LimbicA_TempPole_5	LimbicA	Schaefer2018v0143	n/a
149	LH_Limbic_TempPole_6	Limbic	7Networks_LH_Limbic_TempPole_6	144.0	17Networks_LH_LimbicA_TempPole_6	LimbicA	Schaefer2018v0143	n/a
150	LH_Limbic_TempPole_7	Limbic	7Networks_LH_Limbic_TempPole_7	206.0	17Networks_LH_DefaultB_Temp_1	DefaultB	Schaefer2018v0143	n/a
151	LH_Limbic_TempPole_8	Limbic	7Networks_LH_Limbic_TempPole_8	145.0	17Networks_LH_LimbicA_TempPole_7	LimbicA	Schaefer2018v0143	n/a
152	LH_Limbic_TempPole_9	Limbic	7Networks_LH_Limbic_TempPole_9	236.0	17Networks_LH_DefaultC_PHC_1	DefaultC	Schaefer2018v0143	n/a
153	LH_Limbic_TempPole_10	Limbic	7Networks_LH_Limbic_TempPole_10	147.0	17Networks_LH_LimbicA_TempPole_9	LimbicA	Schaefer2018v0143	n/a
154	LH_Cont_Par_1	Cont	7Networks_LH_Cont_Par_1	150.0	17Networks_LH_ContA_IPS_1	ContA	Schaefer2018v0143	n/a
155	LH_Cont_Par_2	Cont	7Networks_LH_Cont_Par_2	122.0	17Networks_LH_SalVentAttnB_IPL_1	SalVentAttnB	Schaefer2018v0143	n/a
156	LH_Cont_Par_3	Cont	7Networks_LH_Cont_Par_3	168.0	17Networks_LH_ContB_IPL_1	ContB	Schaefer2018v0143	n/a
157	LH_Cont_Par_4	Cont	7Networks_LH_Cont_Par_4	152.0	17Networks_LH_ContA_IPS_3	ContA	Schaefer2018v0143	n/a
158	LH_Cont_Par_5	Cont	7Networks_LH_Cont_Par_5	153.0	17Networks_LH_ContA_IPS_4	ContA	Schaefer2018v0143	n/a
159	LH_Cont_Par_6	Cont	7Networks_LH_Cont_Par_6	169.0	17Networks_LH_ContB_IPL_2	ContB	Schaefer2018v0143	n/a
160	LH_Cont_Par_7	Cont	7Networks_LH_Cont_Par_7	154.0	17Networks_LH_ContA_IPS_5	ContA	Schaefer2018v0143	n/a
161	LH_Cont_Par_8	Cont	7Networks_LH_Cont_Par_8	155.0	17Networks_LH_ContA_IPS_6	ContA	Schaefer2018v0143	n/a
162	LH_Cont_Temp_1	Cont	7Networks_LH_Cont_Temp_1	149.0	17Networks_LH_ContA_Temp_1	ContA	Schaefer2018v0143	n/a
163	LH_Cont_PFCd_1	Cont	7Networks_LH_Cont_PFCd_1	158.0	17Networks_LH_ContA_PFCd_1	ContA	Schaefer2018v0143	n/a
164	LH_Cont_PFCd_2	Cont	7Networks_LH_Cont_PFCd_2	171.0	17Networks_LH_ContB_PFCd_2	ContB	Schaefer2018v0143	n/a
165	LH_Cont_OFC_1	Cont	7Networks_LH_Cont_OFC_1	173.0	17Networks_LH_ContB_PFClv_1	ContB	Schaefer2018v0143	n/a
166	LH_Cont_PFCl_1	Cont	7Networks_LH_Cont_PFCl_1	175.0	17Networks_LH_ContB_PFClv_3	ContB	Schaefer2018v0143	n/a
