index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
89	LH_SomMot_14	SomMot	7Networks_LH_SomMot_14	137.0	17Networks_LH_SomMotB_Aud_9	SomMotB	4S952	n/a
90	LH_SomMot_15	SomMot	7Networks_LH_SomMot_15	115.0	17Networks_LH_SomMotB_S2_3	SomMotB	4S952	n/a
91	LH_SomMot_16	SomMot	7Networks_LH_SomMot_16	116.0	17Networks_LH_SomMotB_S2_4	SomMotB	4S952	n/a
92	LH_SomMot_17	SomMot	7Networks_LH_SomMot_17	138.0	17Networks_LH_SomMotB_Aud_10	SomMotB	4S952	n/a
93	LH_SomMot_18	SomMot	7Networks_LH_SomMot_18	117.0	17Networks_LH_SomMotB_S2_5	SomMotB	4S952	n/a
94	LH_SomMot_19	SomMot	7Networks_LH_SomMot_19	118.0	17Networks_LH_SomMotB_S2_6	SomMotB	4S952	n/a
95	LH_SomMot_20	SomMot	7Networks_LH_SomMot_20	119.0	17Networks_LH_SomMotB_S2_7	SomMotB	4S952	n/a
96	LH_SomMot_21	SomMot	7Networks_LH_SomMot_21	120.0	17Networks_LH_SomMotB_S2_8	SomMotB	4S952	n/a
97	LH_SomMot_22	SomMot	7Networks_LH_SomMot_22	121.0	17Networks_LH_SomMotB_S2_9	SomMotB	4S952	n/a
98	LH_SomMot_23	SomMot	7Networks_LH_SomMot_23	122.0	17Networks_LH_SomMotB_S2_10	SomMotB	4S952	n/a
99	LH_SomMot_24	SomMot	7Networks_LH_SomMot_24	139.0	17Networks_LH_SomMotB_Aud_11	SomMotB	4S952	n/a
100	LH_SomMot_25	SomMot	7Networks_LH_SomMot_25	123.0	17Networks_LH_SomMotB_S2_11	SomMotB	4S952	n/a
101	LH_SomMot_26	SomMot	7Networks_LH_SomMot_26	124.0	17Networks_LH_SomMotB_S2_12	SomMotB	4S952	n/a
102	LH_SomMot_27	SomMot	7Networks_LH_SomMot_27	125.0	17Networks_LH_SomMotB_S2_13	SomMotB	4S952	n/a
103	LH_SomMot_28	SomMot	7Networks_LH_SomMot_28	126.0	17Networks_LH_SomMotB_S2_14	SomMotB	4S952	n/a
104	LH_SomMot_29	SomMot	7Networks_LH_SomMot_29	102.0	17Networks_LH_SomMotB_Cent_1	SomMotB	4S952	n/a
105	LH_SomMot_30	SomMot	7Networks_LH_SomMot_30	127.0	17Networks_LH_SomMotB_S2_15	SomMotB	4S952	n/a
106	LH_SomMot_31	SomMot	7Networks_LH_SomMot_31	103.0	17Networks_LH_SomMotB_Cent_2	SomMotB	4S952	n/a
107	LH_SomMot_32	SomMot	7Networks_LH_SomMot_32	104.0	17Networks_LH_SomMotB_Cent_3	SomMotB	4S952	n/a
108	LH_SomMot_33	SomMot	7Networks_LH_SomMot_33	193.0	17Networks_LH_DorsAttnB_PrCv_2	DorsAttnB	4S952	n/a
109	LH_SomMot_34	SomMot	7Networks_LH_SomMot_34	105.0	17Networks_LH_SomMotB_Cent_4	SomMotB	4S952	n/a
110	LH_SomMot_35	SomMot	7Networks_LH_SomMot_35	106.0	17Networks_LH_SomMotB_Cent_5	SomMotB	4S952	n/a
111	LH_SomMot_36	SomMot	7Networks_LH_SomMot_36	107.0	17Networks_LH_SomMotB_Cent_6	SomMotB	4S952	n/a
112	LH_SomMot_37	SomMot	7Networks_LH_SomMot_37	108.0	17Networks_LH_SomMotB_Cent_7	SomMotB	4S952	n/a
113	LH_SomMot_38	SomMot	7Networks_LH_SomMot_38	169.0	17Networks_LH_DorsAttnB_PostC_2	DorsAttnB	4S952	n/a
114	LH_SomMot_39	SomMot	7Networks_LH_SomMot_39	172.0	17Networks_LH_DorsAttnB_PostC_5	DorsAttnB	4S952	n/a
115	LH_SomMot_40	SomMot	7Networks_LH_SomMot_40	109.0	17Networks_LH_SomMotB_Cent_8	SomMotB	4S952	n/a
116	LH_SomMot_41	SomMot	7Networks_LH_SomMot_41	110.0	17Networks_LH_SomMotB_Cent_9	SomMotB	4S952	n/a
117	LH_SomMot_42	SomMot	7Networks_LH_SomMot_42	65.0	17Networks_LH_SomMotA_1	SomMotA	4S952	n/a
118	LH_SomMot_43	SomMot	7Networks_LH_SomMot_43	66.0	17Networks_LH_SomMotA_2	SomMotA	4S952	n/a
119	LH_SomMot_44	SomMot	7Networks_LH_SomMot_44	111.0	17Networks_LH_SomMotB_Cent_10	SomMotB	4S952	n/a
120	LH_SomMot_45	SomMot	7Networks_LH_SomMot_45	175.0	17Networks_LH_DorsAttnB_PostC_8	DorsAttnB	4S952	n/a
121	LH_SomMot_46	SomMot	7Networks_LH_SomMot_46	112.0	17Networks_LH_SomMotB_Cent_11	SomMotB	4S952	n/a
122	LH_SomMot_47	SomMot	7Networks_LH_SomMot_47	67.0	17Networks_LH_SomMotA_3	SomMotA	4S952	n/a
123	LH_SomMot_48	SomMot	7Networks_LH_SomMot_48	68.0	17Networks_LH_SomMotA_4	SomMotA	4S952	n/a
124	LH_SomMot_49	SomMot	7Networks_LH_SomMot_49	69.0	17Networks_LH_SomMotA_5	SomMotA	4S952	n/a
125	LH_SomMot_50	SomMot	7Networks_LH_SomMot_50	177.0	17Networks_LH_DorsAttnB_PostC_10	DorsAttnB	4S952	n/a
126	LH_SomMot_51	SomMot	7Networks_LH_SomMot_51	70.0	17Networks_LH_SomMotA_6	SomMotA	4S952	n/a
127	LH_SomMot_52	SomMot	7Networks_LH_SomMot_52	71.0	17Networks_LH_SomMotA_7	SomMotA	4S952	n/a
128	LH_SomMot_53	SomMot	7Networks_LH_SomMot_53	72.0	17Networks_LH_SomMotA_8	SomMotA	4S952	n/a
129	LH_SomMot_54	SomMot	7Networks_LH_SomMot_54	73.0	17Networks_LH_SomMotA_9	SomMotA	4S952	n/a
130	LH_SomMot_55	SomMot	7Networks_LH_SomMot_55	178.0	17Networks_LH_DorsAttnB_PostC_11	DorsAttnB	4S952	n/a
131	LH_SomMot_56	SomMot	7Networks_LH_SomMot_56	74.0	17Networks_LH_SomMotA_10	SomMotA	4S952	n/a
132	LH_SomMot_57	SomMot	7Networks_LH_SomMot_57	75.0	17Networks_LH_SomMotA_11	SomMotA	4S952	n/a
133	LH_SomMot_58	SomMot	7Networks_LH_SomMot_58	76.0	17Networks_LH_SomMotA_12	SomMotA	4S952	n/a
134	LH_SomMot_59	SomMot	7Networks_LH_SomMot_59	77.0	17Networks_LH_SomMotA_13	SomMotA	4S952	n/a
135	LH_SomMot_60	SomMot	7Networks_LH_SomMot_60	78.0	17Networks_LH_SomMotA_14	SomMotA	4S952	n/a
136	LH_SomMot_61	SomMot	7Networks_LH_SomMot_61	79.0	17Networks_LH_SomMotA_15	SomMotA	4S952	n/a
137	LH_SomMot_62	SomMot	7Networks_LH_SomMot_62	80.0	17Networks_LH_SomMotA_16	SomMotA	4S952	n/a
138	LH_SomMot_63	SomMot	7Networks_LH_SomMot_63	81.0	17Networks_LH_SomMotA_17	SomMotA	4S952	n/a
139	LH_SomMot_64	SomMot	7Networks_LH_SomMot_64	182.0	17Networks_LH_DorsAttnB_PostC_15	DorsAttnB	4S952	n/a
140	LH_SomMot_65	SomMot	7Networks_LH_SomMot_65	82.0	17Networks_LH_SomMotA_18	SomMotA	4S952	n/a
141	LH_SomMot_66	SomMot	7Networks_LH_SomMot_66	83.0	17Networks_LH_SomMotA_19	SomMotA	4S952	n/a
142	LH_SomMot_67	SomMot	7Networks_LH_SomMot_67	84.0	17Networks_LH_SomMotA_20	SomMotA	4S952	n/a
143	LH_SomMot_68	SomMot	7Networks_LH_SomMot_68	85.0	17Networks_LH_SomMotA_21	SomMotA	4S952	n/a
144	LH_SomMot_69	SomMot	7Networks_LH_SomMot_69	191.0	17Networks_LH_DorsAttnB_FEF_5	DorsAttnB	4S952	n/a
145	LH_SomMot_70	SomMot	7Networks_LH_SomMot_70	86.0	17Networks_LH_SomMotA_22	SomMotA	4S952	n/a
146	LH_SomMot_71	SomMot	7Networks_LH_SomMot_71	87.0	17Networks_LH_SomMotA_23	SomMotA	4S952	n/a
147	LH_SomMot_72	SomMot	7Networks_LH_SomMot_72	88.0	17Networks_LH_SomMotA_24	SomMotA	4S952	n/a
148	LH_SomMot_73	SomMot	7Networks_LH_SomMot_73	231.0	17Networks_LH_SalVentAttnA_FrMed_7	SalVentAttnA	4S952	n/a
149	LH_SomMot_74	SomMot	7Networks_LH_SomMot_74	89.0	17Networks_LH_SomMotA_25	SomMotA	4S952	n/a
150	LH_SomMot_75	SomMot	7Networks_LH_SomMot_75	186.0	17Networks_LH_DorsAttnB_PostC_19	DorsAttnB	4S952	n/a
151	LH_SomMot_76	SomMot	7Networks_LH_SomMot_76	90.0	17Networks_LH_SomMotA_26	SomMotA	4S952	n/a
152	LH_SomMot_77	SomMot	7Networks_LH_SomMot_77	91.0	17Networks_LH_SomMotA_27	SomMotA	4S952	n/a
153	LH_SomMot_78	SomMot	7Networks_LH_SomMot_78	92.0	17Networks_LH_SomMotA_28	SomMotA	4S952	n/a
154	LH_SomMot_79	SomMot	7Networks_LH_SomMot_79	93.0	17Networks_LH_SomMotA_29	SomMotA	4S952	n/a
155	LH_SomMot_80	SomMot	7Networks_LH_SomMot_80	94.0	17Networks_LH_SomMotA_30	SomMotA	4S952	n/a
156	LH_SomMot_81	SomMot	7Networks_LH_SomMot_81	95.0	17Networks_LH_SomMotA_31	SomMotA	4S952	n/a
157	LH_SomMot_82	SomMot	7Networks_LH_SomMot_82	96.0	17Networks_LH_SomMotA_32	SomMotA	4S952	n/a
158	LH_SomMot_83	SomMot	7Networks_LH_SomMot_83	97.0	17Networks_LH_SomMotA_33	SomMotA	4S952	n/a
159	LH_SomMot_84	SomMot	7Networks_LH_SomMot_84	98.0	17Networks_LH_SomMotA_34	SomMotA	4S952	n/a
160	LH_SomMot_85	SomMot	7Networks_LH_SomMot_85	99.0	17Networks_LH_SomMotA_35	SomMotA	4S952	n/a
161	LH_SomMot_86	SomMot	7Networks_LH_SomMot_86	100.0	17Networks_LH_SomMotA_36	SomMotA	4S952	n/a
162	LH_SomMot_87	SomMot	7Networks_LH_SomMot_87	101.0	17Networks_LH_SomMotA_37	SomMotA	4S952	n/a
163	LH_DorsAttn_Post_1	DorsAttn	7Networks_LH_DorsAttn_Post_1	140.0	17Networks_LH_DorsAttnA_TempOcc_1	DorsAttnA	4S952	n/a
164	LH_DorsAttn_Post_2	DorsAttn	7Networks_LH_DorsAttn_Post_2	281.0	17Networks_LH_ContA_Temp_1	ContA	4S952	n/a
165	LH_DorsAttn_Post_3	DorsAttn	7Networks_LH_DorsAttn_Post_3	142.0	17Networks_LH_DorsAttnA_TempOcc_3	DorsAttnA	4S952	n/a
166	LH_DorsAttn_Post_4	DorsAttn	7Networks_LH_DorsAttn_Post_4	143.0	17Networks_LH_DorsAttnA_TempOcc_4	DorsAttnA	4S952	n/a
167	LH_DorsAttn_Post_5	DorsAttn	7Networks_LH_DorsAttn_Post_5	144.0	17Networks_LH_DorsAttnA_TempOcc_5	DorsAttnA	4S952	n/a
168	LH_DorsAttn_Post_6	DorsAttn	7Networks_LH_DorsAttn_Post_6	282.0	17Networks_LH_ContA_Temp_2	ContA	4S952	n/a
169	LH_DorsAttn_Post_7	DorsAttn	7Networks_LH_DorsAttn_Post_7	145.0	17Networks_LH_DorsAttnA_TempOcc_6	DorsAttnA	4S952	n/a
170	LH_DorsAttn_Post_8	DorsAttn	7Networks_LH_DorsAttn_Post_8	166.0	17Networks_LH_DorsAttnB_TempOcc_1	DorsAttnB	4S952	n/a
171	LH_DorsAttn_Post_9	DorsAttn	7Networks_LH_DorsAttn_Post_9	146.0	17Networks_LH_DorsAttnA_TempOcc_7	DorsAttnA	4S952	n/a
172	LH_DorsAttn_Post_10	DorsAttn	7Networks_LH_DorsAttn_Post_10	167.0	17Networks_LH_DorsAttnB_TempOcc_2	DorsAttnB	4S952	n/a
173	LH_DorsAttn_Post_11	DorsAttn	7Networks_LH_DorsAttn_Post_11	148.0	17Networks_LH_DorsAttnA_ParOcc_2	DorsAttnA	4S952	n/a
174	LH_DorsAttn_Post_12	DorsAttn	7Networks_LH_DorsAttn_Post_12	149.0	17Networks_LH_DorsAttnA_ParOcc_3	DorsAttnA	4S952	n/a
175	LH_DorsAttn_Post_13	DorsAttn	7Networks_LH_DorsAttn_Post_13	283.0	17Networks_LH_ContA_IPS_1	ContA	4S952	n/a
176	LH_DorsAttn_Post_14	DorsAttn	7Networks_LH_DorsAttn_Post_14	153.0	17Networks_LH_DorsAttnA_SPL_1	DorsAttnA	4S952	n/a
177	LH_DorsAttn_Post_15	DorsAttn	7Networks_LH_DorsAttn_Post_15	170.0	17Networks_LH_DorsAttnB_PostC_3	DorsAttnB	4S952	n/a
178	LH_DorsAttn_Post_16	DorsAttn	7Networks_LH_DorsAttn_Post_16	285.0	17Networks_LH_ContA_IPS_3	ContA	4S952	n/a
179	LH_DorsAttn_Post_17	DorsAttn	7Networks_LH_DorsAttn_Post_17	171.0	17Networks_LH_DorsAttnB_PostC_4	DorsAttnB	4S952	n/a
180	LH_DorsAttn_Post_18	DorsAttn	7Networks_LH_DorsAttn_Post_18	173.0	17Networks_LH_DorsAttnB_PostC_6	DorsAttnB	4S952	n/a
181	LH_DorsAttn_Post_19	DorsAttn	7Networks_LH_DorsAttn_Post_19	289.0	17Networks_LH_ContA_IPS_7	ContA	4S952	n/a
182	LH_DorsAttn_Post_20	DorsAttn	7Networks_LH_DorsAttn_Post_20	155.0	17Networks_LH_DorsAttnA_SPL_3	DorsAttnA	4S952	n/a
183	LH_DorsAttn_Post_21	DorsAttn	7Networks_LH_DorsAttn_Post_21	291.0	17Networks_LH_ContA_IPS_9	ContA	4S952	n/a
184	LH_DorsAttn_Post_22	DorsAttn	7Networks_LH_DorsAttn_Post_22	156.0	17Networks_LH_DorsAttnA_SPL_4	DorsAttnA	4S952	n/a
185	LH_DorsAttn_Post_23	DorsAttn	7Networks_LH_DorsAttn_Post_23	174.0	17Networks_LH_DorsAttnB_PostC_7	DorsAttnB	4S952	n/a
186	LH_DorsAttn_Post_24	DorsAttn	7Networks_LH_DorsAttn_Post_24	157.0	17Networks_LH_DorsAttnA_SPL_5	DorsAttnA	4S952	n/a
187	LH_DorsAttn_Post_25	DorsAttn	7Networks_LH_DorsAttn_Post_25	176.0	17Networks_LH_DorsAttnB_PostC_9	DorsAttnB	4S952	n/a
188	LH_DorsAttn_Post_26	DorsAttn	7Networks_LH_DorsAttn_Post_26	293.0	17Networks_LH_ContA_IPS_11	ContA	4S952	n/a
189	LH_DorsAttn_Post_27	DorsAttn	7Networks_LH_DorsAttn_Post_27	158.0	17Networks_LH_DorsAttnA_SPL_6	DorsAttnA	4S952	n/a
190	LH_DorsAttn_Post_28	DorsAttn	7Networks_LH_DorsAttn_Post_28	159.0	17Networks_LH_DorsAttnA_SPL_7	DorsAttnA	4S952	n/a
191	LH_DorsAttn_Post_29	DorsAttn	7Networks_LH_DorsAttn_Post_29	160.0	17Networks_LH_DorsAttnA_SPL_8	DorsAttnA	4S952	n/a
192	LH_DorsAttn_Post_30	DorsAttn	7Networks_LH_DorsAttn_Post_30	161.0	17Networks_LH_DorsAttnA_SPL_9	DorsAttnA	4S952	n/a
193	LH_DorsAttn_Post_31	DorsAttn	7Networks_LH_DorsAttn_Post_31	179.0	17Networks_LH_DorsAttnB_PostC_12	DorsAttnB	4S952	n/a
194	LH_DorsAttn_Post_32	DorsAttn	7Networks_LH_DorsAttn_Post_32	162.0	17Networks_LH_DorsAttnA_SPL_10	DorsAttnA	4S952	n/a
195	LH_DorsAttn_Post_33	DorsAttn	7Networks_LH_DorsAttn_Post_33	340.0	17Networks_LH_ContC_pCun_11	ContC	4S952	n/a
