index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
17	LH_Vis_17	Vis	7Networks_LH_Vis_17	14.0	17Networks_LH_VisCent_ExStr_10	VisCent	4S1056	n/a
18	LH_Vis_18	Vis	7Networks_LH_Vis_18	15.0	17Networks_LH_VisCent_ExStr_11	VisCent	4S1056	n/a
19	LH_Vis_19	Vis	7Networks_LH_Vis_19	48.0	17Networks_LH_VisPeri_ExStrInf_4	VisPeri	4S1056	n/a
20	LH_Vis_20	Vis	7Networks_LH_Vis_20	484.0	17Networks_LH_DefaultC_PHC_6	DefaultC	4S1056	n/a
21	LH_Vis_21	Vis	7Networks_LH_Vis_21	155.0	17Networks_LH_DorsAttnA_TempOcc_8	DorsAttnA	4S1056	n/a
22	LH_Vis_22	Vis	7Networks_LH_Vis_22	49.0	17Networks_LH_VisPeri_ExStrInf_5	VisPeri	4S1056	n/a
23	LH_Vis_23	Vis	7Networks_LH_Vis_23	50.0	17Networks_LH_VisPeri_ExStrInf_6	VisPeri	4S1056	n/a
24	LH_Vis_24	Vis	7Networks_LH_Vis_24	16.0	17Networks_LH_VisCent_ExStr_12	VisCent	4S1056	n/a
25	LH_Vis_25	Vis	7Networks_LH_Vis_25	51.0	17Networks_LH_VisPeri_ExStrInf_7	VisPeri	4S1056	n/a
26	LH_Vis_26	Vis	7Networks_LH_Vis_26	52.0	17Networks_LH_VisPeri_ExStrInf_8	VisPeri	4S1056	n/a
27	LH_Vis_27	Vis	7Networks_LH_Vis_27	1.0	17Networks_LH_VisCent_Striate_1	VisCent	4S1056	n/a
28	LH_Vis_28	Vis	7Networks_LH_Vis_28	17.0	17Networks_LH_VisCent_ExStr_13	VisCent	4S1056	n/a
29	LH_Vis_29	Vis	7Networks_LH_Vis_29	18.0	17Networks_LH_VisCent_ExStr_14	VisCent	4S1056	n/a
30	LH_Vis_30	Vis	7Networks_LH_Vis_30	2.0	17Networks_LH_VisCent_Striate_2	VisCent	4S1056	n/a
31	LH_Vis_31	Vis	7Networks_LH_Vis_31	53.0	17Networks_LH_VisPeri_ExStrInf_9	VisPeri	4S1056	n/a
32	LH_Vis_32	Vis	7Networks_LH_Vis_32	35.0	17Networks_LH_VisPeri_StriCal_1	VisPeri	4S1056	n/a
33	LH_Vis_33	Vis	7Networks_LH_Vis_33	19.0	17Networks_LH_VisCent_ExStr_15	VisCent	4S1056	n/a
34	LH_Vis_34	Vis	7Networks_LH_Vis_34	20.0	17Networks_LH_VisCent_ExStr_16	VisCent	4S1056	n/a
35	LH_Vis_35	Vis	7Networks_LH_Vis_35	36.0	17Networks_LH_VisPeri_StriCal_2	VisPeri	4S1056	n/a
36	LH_Vis_36	Vis	7Networks_LH_Vis_36	21.0	17Networks_LH_VisCent_ExStr_17	VisCent	4S1056	n/a
37	LH_Vis_37	Vis	7Networks_LH_Vis_37	37.0	17Networks_LH_VisPeri_StriCal_3	VisPeri	4S1056	n/a
38	LH_Vis_38	Vis	7Networks_LH_Vis_38	54.0	17Networks_LH_VisPeri_ExStrInf_10	VisPeri	4S1056	n/a
39	LH_Vis_39	Vis	7Networks_LH_Vis_39	3.0	17Networks_LH_VisCent_Striate_3	VisCent	4S1056	n/a
40	LH_Vis_40	Vis	7Networks_LH_Vis_40	4.0	17Networks_LH_VisCent_Striate_4	VisCent	4S1056	n/a
41	LH_Vis_41	Vis	7Networks_LH_Vis_41	471.0	17Networks_LH_DefaultC_Rsp_1	DefaultC	4S1056	n/a
42	LH_Vis_42	Vis	7Networks_LH_Vis_42	22.0	17Networks_LH_VisCent_ExStr_18	VisCent	4S1056	n/a
43	LH_Vis_43	Vis	7Networks_LH_Vis_43	38.0	17Networks_LH_VisPeri_StriCal_4	VisPeri	4S1056	n/a
44	LH_Vis_44	Vis	7Networks_LH_Vis_44	23.0	17Networks_LH_VisCent_ExStr_19	VisCent	4S1056	n/a
45	LH_Vis_45	Vis	7Networks_LH_Vis_45	24.0	17Networks_LH_VisCent_ExStr_20	VisCent	4S1056	n/a
46	LH_Vis_46	Vis	7Networks_LH_Vis_46	39.0	17Networks_LH_VisPeri_StriCal_5	VisPeri	4S1056	n/a
47	LH_Vis_47	Vis	7Networks_LH_Vis_47	40.0	17Networks_LH_VisPeri_StriCal_6	VisPeri	4S1056	n/a
48	LH_Vis_48	Vis	7Networks_LH_Vis_48	472.0	17Networks_LH_DefaultC_Rsp_2	DefaultC	4S1056	n/a
49	LH_Vis_49	Vis	7Networks_LH_Vis_49	25.0	17Networks_LH_VisCent_ExStr_21	VisCent	4S1056	n/a
50	LH_Vis_50	Vis	7Networks_LH_Vis_50	55.0	17Networks_LH_VisPeri_ExStrSup_1	VisPeri	4S1056	n/a
51	LH_Vis_51	Vis	7Networks_LH_Vis_51	41.0	17Networks_LH_VisPeri_StriCal_7	VisPeri	4S1056	n/a
52	LH_Vis_52	Vis	7Networks_LH_Vis_52	42.0	17Networks_LH_VisPeri_StriCal_8	VisPeri	4S1056	n/a
53	LH_Vis_53	Vis	7Networks_LH_Vis_53	26.0	17Networks_LH_VisCent_ExStr_22	VisCent	4S1056	n/a
54	LH_Vis_54	Vis	7Networks_LH_Vis_54	27.0	17Networks_LH_VisCent_ExStr_23	VisCent	4S1056	n/a
55	LH_Vis_55	Vis	7Networks_LH_Vis_55	474.0	17Networks_LH_DefaultC_Rsp_4	DefaultC	4S1056	n/a
56	LH_Vis_56	Vis	7Networks_LH_Vis_56	56.0	17Networks_LH_VisPeri_ExStrSup_2	VisPeri	4S1056	n/a
57	LH_Vis_57	Vis	7Networks_LH_Vis_57	43.0	17Networks_LH_VisPeri_StriCal_9	VisPeri	4S1056	n/a
58	LH_Vis_58	Vis	7Networks_LH_Vis_58	28.0	17Networks_LH_VisCent_ExStr_24	VisCent	4S1056	n/a
59	LH_Vis_59	Vis	7Networks_LH_Vis_59	159.0	17Networks_LH_DorsAttnA_ParOcc_2	DorsAttnA	4S1056	n/a
60	LH_Vis_60	Vis	7Networks_LH_Vis_60	44.0	17Networks_LH_VisPeri_StriCal_10	VisPeri	4S1056	n/a
61	LH_Vis_61	Vis	7Networks_LH_Vis_61	160.0	17Networks_LH_DorsAttnA_ParOcc_3	DorsAttnA	4S1056	n/a
62	LH_Vis_62	Vis	7Networks_LH_Vis_62	57.0	17Networks_LH_VisPeri_ExStrSup_3	VisPeri	4S1056	n/a
63	LH_Vis_63	Vis	7Networks_LH_Vis_63	476.0	17Networks_LH_DefaultC_Rsp_6	DefaultC	4S1056	n/a
64	LH_Vis_64	Vis	7Networks_LH_Vis_64	29.0	17Networks_LH_VisCent_ExStr_25	VisCent	4S1056	n/a
65	LH_Vis_65	Vis	7Networks_LH_Vis_65	30.0	17Networks_LH_VisCent_ExStr_26	VisCent	4S1056	n/a
66	LH_Vis_66	Vis	7Networks_LH_Vis_66	58.0	17Networks_LH_VisPeri_ExStrSup_4	VisPeri	4S1056	n/a
67	LH_Vis_67	Vis	7Networks_LH_Vis_67	59.0	17Networks_LH_VisPeri_ExStrSup_5	VisPeri	4S1056	n/a
68	LH_Vis_68	Vis	7Networks_LH_Vis_68	31.0	17Networks_LH_VisCent_ExStr_27	VisCent	4S1056	n/a
69	LH_Vis_69	Vis	7Networks_LH_Vis_69	60.0	17Networks_LH_VisPeri_ExStrSup_6	VisPeri	4S1056	n/a
70	LH_Vis_70	Vis	7Networks_LH_Vis_70	32.0	17Networks_LH_VisCent_ExStr_28	VisCent	4S1056	n/a
71	LH_Vis_71	Vis	7Networks_LH_Vis_71	61.0	17Networks_LH_VisPeri_ExStrSup_7	VisPeri	4S1056	n/a
72	LH_Vis_72	Vis	7Networks_LH_Vis_72	33.0	17Networks_LH_VisCent_ExStr_29	VisCent	4S1056	n/a
73	LH_Vis_73	Vis	7Networks_LH_Vis_73	62.0	17Networks_LH_VisPeri_ExStrSup_8	VisPeri	4S1056	n/a
74	LH_Vis_74	Vis	7Networks_LH_Vis_74	163.0	17Networks_LH_DorsAttnA_ParOcc_6	DorsAttnA	4S1056	n/a
75	LH_Vis_75	Vis	7Networks_LH_Vis_75	63.0	17Networks_LH_VisPeri_ExStrSup_9	VisPeri	4S1056	n/a
76	LH_Vis_76	Vis	7Networks_LH_Vis_76	64.0	17Networks_LH_VisPeri_ExStrSup_10	VisPeri	4S1056	n/a
77	LH_Vis_77	Vis	7Networks_LH_Vis_77	34.0	17Networks_LH_VisCent_ExStr_30	VisCent	4S1056	n/a
78	LH_Vis_78	Vis	7Networks_LH_Vis_78	65.0	17Networks_LH_VisPeri_ExStrSup_11	VisPeri	4S1056	n/a
79	LH_Vis_79	Vis	7Networks_LH_Vis_79	66.0	17Networks_LH_VisPeri_ExStrSup_12	VisPeri	4S1056	n/a
80	LH_Vis_80	Vis	7Networks_LH_Vis_80	166.0	17Networks_LH_DorsAttnA_SPL_2	DorsAttnA	4S1056	n/a
81	LH_Vis_81	Vis	7Networks_LH_Vis_81	363.0	17Networks_LH_ContC_pCun_5	ContC	4S1056	n/a
82	LH_SomMot_1	SomMot	7Networks_LH_SomMot_1	134.0	17Networks_LH_SomMotB_Aud_1	SomMotB	4S1056	n/a
83	LH_SomMot_2	SomMot	7Networks_LH_SomMot_2	135.0	17Networks_LH_SomMotB_Aud_2	SomMotB	4S1056	n/a
84	LH_SomMot_3	SomMot	7Networks_LH_SomMot_3	137.0	17Networks_LH_SomMotB_Aud_4	SomMotB	4S1056	n/a
85	LH_SomMot_4	SomMot	7Networks_LH_SomMot_4	138.0	17Networks_LH_SomMotB_Aud_5	SomMotB	4S1056	n/a
86	LH_SomMot_5	SomMot	7Networks_LH_SomMot_5	139.0	17Networks_LH_SomMotB_Aud_6	SomMotB	4S1056	n/a
87	LH_SomMot_6	SomMot	7Networks_LH_SomMot_6	140.0	17Networks_LH_SomMotB_Aud_7	SomMotB	4S1056	n/a
88	LH_SomMot_7	SomMot	7Networks_LH_SomMot_7	492.0	17Networks_LH_TempPar_8	TempPar	4S1056	n/a
89	LH_SomMot_8	SomMot	7Networks_LH_SomMot_8	141.0	17Networks_LH_SomMotB_Aud_8	SomMotB	4S1056	n/a
90	LH_SomMot_9	SomMot	7Networks_LH_SomMot_9	142.0	17Networks_LH_SomMotB_Aud_9	SomMotB	4S1056	n/a
91	LH_SomMot_10	SomMot	7Networks_LH_SomMot_10	143.0	17Networks_LH_SomMotB_Aud_10	SomMotB	4S1056	n/a
92	LH_SomMot_11	SomMot	7Networks_LH_SomMot_11	133.0	17Networks_LH_SomMotB_Ins_1	SomMotB	4S1056	n/a
93	LH_SomMot_12	SomMot	7Networks_LH_SomMot_12	120.0	17Networks_LH_SomMotB_S2_1	SomMotB	4S1056	n/a
94	LH_SomMot_13	SomMot	7Networks_LH_SomMot_13	495.0	17Networks_LH_TempPar_11	TempPar	4S1056	n/a
95	LH_SomMot_14	SomMot	7Networks_LH_SomMot_14	144.0	17Networks_LH_SomMotB_Aud_11	SomMotB	4S1056	n/a
96	LH_SomMot_15	SomMot	7Networks_LH_SomMot_15	145.0	17Networks_LH_SomMotB_Aud_12	SomMotB	4S1056	n/a
97	LH_SomMot_16	SomMot	7Networks_LH_SomMot_16	121.0	17Networks_LH_SomMotB_S2_2	SomMotB	4S1056	n/a
98	LH_SomMot_17	SomMot	7Networks_LH_SomMot_17	122.0	17Networks_LH_SomMotB_S2_3	SomMotB	4S1056	n/a
99	LH_SomMot_18	SomMot	7Networks_LH_SomMot_18	146.0	17Networks_LH_SomMotB_Aud_13	SomMotB	4S1056	n/a
100	LH_SomMot_19	SomMot	7Networks_LH_SomMot_19	497.0	17Networks_LH_TempPar_13	TempPar	4S1056	n/a
101	LH_SomMot_20	SomMot	7Networks_LH_SomMot_20	147.0	17Networks_LH_SomMotB_Aud_14	SomMotB	4S1056	n/a
102	LH_SomMot_21	SomMot	7Networks_LH_SomMot_21	123.0	17Networks_LH_SomMotB_S2_4	SomMotB	4S1056	n/a
103	LH_SomMot_22	SomMot	7Networks_LH_SomMot_22	124.0	17Networks_LH_SomMotB_S2_5	SomMotB	4S1056	n/a
104	LH_SomMot_23	SomMot	7Networks_LH_SomMot_23	498.0	17Networks_LH_TempPar_14	TempPar	4S1056	n/a
105	LH_SomMot_24	SomMot	7Networks_LH_SomMot_24	125.0	17Networks_LH_SomMotB_S2_6	SomMotB	4S1056	n/a
106	LH_SomMot_25	SomMot	7Networks_LH_SomMot_25	126.0	17Networks_LH_SomMotB_S2_7	SomMotB	4S1056	n/a
107	LH_SomMot_26	SomMot	7Networks_LH_SomMot_26	127.0	17Networks_LH_SomMotB_S2_8	SomMotB	4S1056	n/a
108	LH_SomMot_27	SomMot	7Networks_LH_SomMot_27	128.0	17Networks_LH_SomMotB_S2_9	SomMotB	4S1056	n/a
109	LH_SomMot_28	SomMot	7Networks_LH_SomMot_28	129.0	17Networks_LH_SomMotB_S2_10	SomMotB	4S1056	n/a
110	LH_SomMot_29	SomMot	7Networks_LH_SomMot_29	130.0	17Networks_LH_SomMotB_S2_11	SomMotB	4S1056	n/a
111	LH_SomMot_30	SomMot	7Networks_LH_SomMot_30	131.0	17Networks_LH_SomMotB_S2_12	SomMotB	4S1056	n/a
112	LH_SomMot_31	SomMot	7Networks_LH_SomMot_31	132.0	17Networks_LH_SomMotB_S2_13	SomMotB	4S1056	n/a
113	LH_SomMot_32	SomMot	7Networks_LH_SomMot_32	109.0	17Networks_LH_SomMotB_Cent_1	SomMotB	4S1056	n/a
114	LH_SomMot_33	SomMot	7Networks_LH_SomMot_33	110.0	17Networks_LH_SomMotB_Cent_2	SomMotB	4S1056	n/a
115	LH_SomMot_34	SomMot	7Networks_LH_SomMot_34	111.0	17Networks_LH_SomMotB_Cent_3	SomMotB	4S1056	n/a
116	LH_SomMot_35	SomMot	7Networks_LH_SomMot_35	112.0	17Networks_LH_SomMotB_Cent_4	SomMotB	4S1056	n/a
117	LH_SomMot_36	SomMot	7Networks_LH_SomMot_36	113.0	17Networks_LH_SomMotB_Cent_5	SomMotB	4S1056	n/a
118	LH_SomMot_37	SomMot	7Networks_LH_SomMot_37	114.0	17Networks_LH_SomMotB_Cent_6	SomMotB	4S1056	n/a
119	LH_SomMot_38	SomMot	7Networks_LH_SomMot_38	115.0	17Networks_LH_SomMotB_Cent_7	SomMotB	4S1056	n/a
120	LH_SomMot_39	SomMot	7Networks_LH_SomMot_39	186.0	17Networks_LH_DorsAttnB_PostC_3	DorsAttnB	4S1056	n/a
121	LH_SomMot_40	SomMot	7Networks_LH_SomMot_40	116.0	17Networks_LH_SomMotB_Cent_8	SomMotB	4S1056	n/a
122	LH_SomMot_41	SomMot	7Networks_LH_SomMot_41	117.0	17Networks_LH_SomMotB_Cent_9	SomMotB	4S1056	n/a
123	LH_SomMot_42	SomMot	7Networks_LH_SomMot_42	67.0	17Networks_LH_SomMotA_1	SomMotA	4S1056	n/a
124	LH_SomMot_43	SomMot	7Networks_LH_SomMot_43	118.0	17Networks_LH_SomMotB_Cent_10	SomMotB	4S1056	n/a
125	LH_SomMot_44	SomMot	7Networks_LH_SomMot_44	68.0	17Networks_LH_SomMotA_2	SomMotA	4S1056	n/a
126	LH_SomMot_45	SomMot	7Networks_LH_SomMot_45	190.0	17Networks_LH_DorsAttnB_PostC_7	DorsAttnB	4S1056	n/a
127	LH_SomMot_46	SomMot	7Networks_LH_SomMot_46	119.0	17Networks_LH_SomMotB_Cent_11	SomMotB	4S1056	n/a
128	LH_SomMot_47	SomMot	7Networks_LH_SomMot_47	69.0	17Networks_LH_SomMotA_3	SomMotA	4S1056	n/a
129	LH_SomMot_48	SomMot	7Networks_LH_SomMot_48	70.0	17Networks_LH_SomMotA_4	SomMotA	4S1056	n/a
130	LH_SomMot_49	SomMot	7Networks_LH_SomMot_49	71.0	17Networks_LH_SomMotA_5	SomMotA	4S1056	n/a
131	LH_SomMot_50	SomMot	7Networks_LH_SomMot_50	72.0	17Networks_LH_SomMotA_6	SomMotA	4S1056	n/a
132	LH_SomMot_51	SomMot	7Networks_LH_SomMot_51	73.0	17Networks_LH_SomMotA_7	SomMotA	4S1056	n/a
133	LH_SomMot_52	SomMot	7Networks_LH_SomMot_52	74.0	17Networks_LH_SomMotA_8	SomMotA	4S1056	n/a
134	LH_SomMot_53	SomMot	7Networks_LH_SomMot_53	204.0	17Networks_LH_DorsAttnB_FEF_3	DorsAttnB	4S1056	n/a
135	LH_SomMot_54	SomMot	7Networks_LH_SomMot_54	75.0	17Networks_LH_SomMotA_9	SomMotA	4S1056	n/a
136	LH_SomMot_55	SomMot	7Networks_LH_SomMot_55	76.0	17Networks_LH_SomMotA_10	SomMotA	4S1056	n/a
137	LH_SomMot_56	SomMot	7Networks_LH_SomMot_56	77.0	17Networks_LH_SomMotA_11	SomMotA	4S1056	n/a
138	LH_SomMot_57	SomMot	7Networks_LH_SomMot_57	78.0	17Networks_LH_SomMotA_12	SomMotA	4S1056	n/a
139	LH_SomMot_58	SomMot	7Networks_LH_SomMot_58	79.0	17Networks_LH_SomMotA_13	SomMotA	4S1056	n/a
140	LH_SomMot_59	SomMot	7Networks_LH_SomMot_59	194.0	17Networks_LH_DorsAttnB_PostC_11	DorsAttnB	4S1056	n/a
141	LH_SomMot_60	SomMot	7Networks_LH_SomMot_60	80.0	17Networks_LH_SomMotA_14	SomMotA	4S1056	n/a
142	LH_SomMot_61	SomMot	7Networks_LH_SomMot_61	81.0	17Networks_LH_SomMotA_15	SomMotA	4S1056	n/a
143	LH_SomMot_62	SomMot	7Networks_LH_SomMot_62	82.0	17Networks_LH_SomMotA_16	SomMotA	4S1056	n/a
144	LH_SomMot_63	SomMot	7Networks_LH_SomMot_63	206.0	17Networks_LH_DorsAttnB_FEF_5	DorsAttnB	4S1056	n/a
145	LH_SomMot_64	SomMot	7Networks_LH_SomMot_64	83.0	17Networks_LH_SomMotA_17	SomMotA	4S1056	n/a
146	LH_SomMot_65	SomMot	7Networks_LH_SomMot_65	84.0	17Networks_LH_SomMotA_18	SomMotA	4S1056	n/a
147	LH_SomMot_66	SomMot	7Networks_LH_SomMot_66	85.0	17Networks_LH_SomMotA_19	SomMotA	4S1056	n/a
148	LH_SomMot_67	SomMot	7Networks_LH_SomMot_67	86.0	17Networks_LH_SomMotA_20	SomMotA	4S1056	n/a
149	LH_SomMot_68	SomMot	7Networks_LH_SomMot_68	87.0	17Networks_LH_SomMotA_21	SomMotA	4S1056	n/a
150	LH_SomMot_69	SomMot	7Networks_LH_SomMot_69	88.0	17Networks_LH_SomMotA_22	SomMotA	4S1056	n/a
151	LH_SomMot_70	SomMot	7Networks_LH_SomMot_70	89.0	17Networks_LH_SomMotA_23	SomMotA	4S1056	n/a
152	LH_SomMot_71	SomMot	7Networks_LH_SomMot_71	90.0	17Networks_LH_SomMotA_24	SomMotA	4S1056	n/a
153	LH_SomMot_72	SomMot	7Networks_LH_SomMot_72	91.0	17Networks_LH_SomMotA_25	SomMotA	4S1056	n/a
154	LH_SomMot_73	SomMot	7Networks_LH_SomMot_73	92.0	17Networks_LH_SomMotA_26	SomMotA	4S1056	n/a
155	LH_SomMot_74	SomMot	7Networks_LH_SomMot_74	93.0	17Networks_LH_SomMotA_27	SomMotA	4S1056	n/a
156	LH_SomMot_75	SomMot	7Networks_LH_SomMot_75	94.0	17Networks_LH_SomMotA_28	SomMotA	4S1056	n/a
157	LH_SomMot_76	SomMot	7Networks_LH_SomMot_76	95.0	17Networks_LH_SomMotA_29	SomMotA	4S1056	n/a
158	LH_SomMot_77	SomMot	7Networks_LH_SomMot_77	96.0	17Networks_LH_SomMotA_30	SomMotA	4S1056	n/a
159	LH_SomMot_78	SomMot	7Networks_LH_SomMot_78	97.0	17Networks_LH_SomMotA_31	SomMotA	4S1056	n/a
160	LH_SomMot_79	SomMot	7Networks_LH_SomMot_79	200.0	17Networks_LH_DorsAttnB_PostC_17	DorsAttnB	4S1056	n/a
161	LH_SomMot_80	SomMot	7Networks_LH_SomMot_80	98.0	17Networks_LH_SomMotA_32	SomMotA	4S1056	n/a
162	LH_SomMot_81	SomMot	7Networks_LH_SomMot_81	99.0	17Networks_LH_SomMotA_33	SomMotA	4S1056	n/a
163	LH_SomMot_82	SomMot	7Networks_LH_SomMot_82	100.0	17Networks_LH_SomMotA_34	SomMotA	4S1056	n/a
164	LH_SomMot_83	SomMot	7Networks_LH_SomMot_83	201.0	17Networks_LH_DorsAttnB_PostC_18	DorsAttnB	4S1056	n/a
165	LH_SomMot_84	SomMot	7Networks_LH_SomMot_84	101.0	17Networks_LH_SomMotA_35	SomMotA	4S1056	n/a
166	LH_SomMot_85	SomMot	7Networks_LH_SomMot_85	102.0	17Networks_LH_SomMotA_36	SomMotA	4S1056	n/a
167	LH_SomMot_86	SomMot	7Networks_LH_SomMot_86	103.0	17Networks_LH_SomMotA_37	SomMotA	4S1056	n/a
168	LH_SomMot_87	SomMot	7Networks_LH_SomMot_87	104.0	17Networks_LH_SomMotA_38	SomMotA	4S1056	n/a
169	LH_SomMot_88	SomMot	7Networks_LH_SomMot_88	105.0	17Networks_LH_SomMotA_39	SomMotA	4S1056	n/a
170	LH_SomMot_89	SomMot	7Networks_LH_SomMot_89	106.0	17Networks_LH_SomMotA_40	SomMotA	4S1056	n/a
171	LH_SomMot_90	SomMot	7Networks_LH_SomMot_90	107.0	17Networks_LH_SomMotA_41	SomMotA	4S1056	n/a
172	LH_SomMot_91	SomMot	7Networks_LH_SomMot_91	108.0	17Networks_LH_SomMotA_42	SomMotA	4S1056	n/a
173	LH_DorsAttn_Post_1	DorsAttn	7Networks_LH_DorsAttn_Post_1	149.0	17Networks_LH_DorsAttnA_TempOcc_2	DorsAttnA	4S1056	n/a
174	LH_DorsAttn_Post_2	DorsAttn	7Networks_LH_DorsAttn_Post_2	303.0	17Networks_LH_ContA_Temp_1	ContA	4S1056	n/a
175	LH_DorsAttn_Post_3	DorsAttn	7Networks_LH_DorsAttn_Post_3	150.0	17Networks_LH_DorsAttnA_TempOcc_3	DorsAttnA	4S1056	n/a
176	LH_DorsAttn_Post_4	DorsAttn	7Networks_LH_DorsAttn_Post_4	153.0	17Networks_LH_DorsAttnA_TempOcc_6	DorsAttnA	4S1056	n/a
177	LH_DorsAttn_Post_5	DorsAttn	7Networks_LH_DorsAttn_Post_5	154.0	17Networks_LH_DorsAttnA_TempOcc_7	DorsAttnA	4S1056	n/a
178	LH_DorsAttn_Post_6	DorsAttn	7Networks_LH_DorsAttn_Post_6	305.0	17Networks_LH_ContA_Temp_3	ContA	4S1056	n/a
179	LH_DorsAttn_Post_7	DorsAttn	7Networks_LH_DorsAttn_Post_7	156.0	17Networks_LH_DorsAttnA_TempOcc_9	DorsAttnA	4S1056	n/a
180	LH_DorsAttn_Post_8	DorsAttn	7Networks_LH_DorsAttn_Post_8	182.0	17Networks_LH_DorsAttnB_TempOcc_1	DorsAttnB	4S1056	n/a
181	LH_DorsAttn_Post_9	DorsAttn	7Networks_LH_DorsAttn_Post_9	183.0	17Networks_LH_DorsAttnB_TempOcc_2	DorsAttnB	4S1056	n/a
182	LH_DorsAttn_Post_10	DorsAttn	7Networks_LH_DorsAttn_Post_10	157.0	17Networks_LH_DorsAttnA_TempOcc_10	DorsAttnA	4S1056	n/a
183	LH_DorsAttn_Post_11	DorsAttn	7Networks_LH_DorsAttn_Post_11	158.0	17Networks_LH_DorsAttnA_ParOcc_1	DorsAttnA	4S1056	n/a
184	LH_DorsAttn_Post_12	DorsAttn	7Networks_LH_DorsAttn_Post_12	161.0	17Networks_LH_DorsAttnA_ParOcc_4	DorsAttnA	4S1056	n/a
185	LH_DorsAttn_Post_13	DorsAttn	7Networks_LH_DorsAttn_Post_13	468.0	17Networks_LH_DefaultC_IPL_1	DefaultC	4S1056	n/a
186	LH_DorsAttn_Post_14	DorsAttn	7Networks_LH_DorsAttn_Post_14	162.0	17Networks_LH_DorsAttnA_ParOcc_5	DorsAttnA	4S1056	n/a
187	LH_DorsAttn_Post_15	DorsAttn	7Networks_LH_DorsAttn_Post_15	469.0	17Networks_LH_DefaultC_IPL_2	DefaultC	4S1056	n/a
188	LH_DorsAttn_Post_16	DorsAttn	7Networks_LH_DorsAttn_Post_16	470.0	17Networks_LH_DefaultC_IPL_3	DefaultC	4S1056	n/a
189	LH_DorsAttn_Post_17	DorsAttn	7Networks_LH_DorsAttn_Post_17	164.0	17Networks_LH_DorsAttnA_ParOcc_7	DorsAttnA	4S1056	n/a
190	LH_DorsAttn_Post_18	DorsAttn	7Networks_LH_DorsAttn_Post_18	165.0	17Networks_LH_DorsAttnA_SPL_1	DorsAttnA	4S1056	n/a
191	LH_DorsAttn_Post_19	DorsAttn	7Networks_LH_DorsAttn_Post_19	184.0	17Networks_LH_DorsAttnB_PostC_1	DorsAttnB	4S1056	n/a
192	LH_DorsAttn_Post_20	DorsAttn	7Networks_LH_DorsAttn_Post_20	167.0	17Networks_LH_DorsAttnA_SPL_3	DorsAttnA	4S1056	n/a
193	LH_DorsAttn_Post_21	DorsAttn	7Networks_LH_DorsAttn_Post_21	168.0	17Networks_LH_DorsAttnA_SPL_4	DorsAttnA	4S1056	n/a
194	LH_DorsAttn_Post_22	DorsAttn	7Networks_LH_DorsAttn_Post_22	185.0	17Networks_LH_DorsAttnB_PostC_2	DorsAttnB	4S1056	n/a
195	LH_DorsAttn_Post_23	DorsAttn	7Networks_LH_DorsAttn_Post_23	187.0	17Networks_LH_DorsAttnB_PostC_4	DorsAttnB	4S1056	n/a
