index	label	network_label	label_7network	index_17network	label_17network	network_label_17network	atlas_name	network_id
19	LH_Vis_19	Vis	7Networks_LH_Vis_19	10.0	17Networks_LH_VisCent_ExStr_9	VisCent	4S352	n/a
20	LH_Vis_20	Vis	7Networks_LH_Vis_20	18.0	17Networks_LH_VisPeri_ExStrSup_2	VisPeri	4S352	n/a
21	LH_Vis_21	Vis	7Networks_LH_Vis_21	19.0	17Networks_LH_VisPeri_ExStrSup_3	VisPeri	4S352	n/a
22	LH_Vis_22	Vis	7Networks_LH_Vis_22	11.0	17Networks_LH_VisCent_ExStr_10	VisCent	4S352	n/a
23	LH_Vis_23	Vis	7Networks_LH_Vis_23	20.0	17Networks_LH_VisPeri_ExStrSup_4	VisPeri	4S352	n/a
24	LH_Vis_24	Vis	7Networks_LH_Vis_24	52.0	17Networks_LH_DorsAttnA_SPL_1	DorsAttnA	4S352	n/a
25	LH_SomMot_1	SomMot	7Networks_LH_SomMot_1	36.0	17Networks_LH_SomMotB_Aud_1	SomMotB	4S352	n/a
26	LH_SomMot_2	SomMot	7Networks_LH_SomMot_2	37.0	17Networks_LH_SomMotB_Aud_2	SomMotB	4S352	n/a
27	LH_SomMot_3	SomMot	7Networks_LH_SomMot_3	38.0	17Networks_LH_SomMotB_S2_1	SomMotB	4S352	n/a
28	LH_SomMot_4	SomMot	7Networks_LH_SomMot_4	39.0	17Networks_LH_SomMotB_S2_2	SomMotB	4S352	n/a
29	LH_SomMot_5	SomMot	7Networks_LH_SomMot_5	40.0	17Networks_LH_SomMotB_S2_3	SomMotB	4S352	n/a
30	LH_SomMot_6	SomMot	7Networks_LH_SomMot_6	41.0	17Networks_LH_SomMotB_Aud_3	SomMotB	4S352	n/a
31	LH_SomMot_7	SomMot	7Networks_LH_SomMot_7	42.0	17Networks_LH_SomMotB_S2_4	SomMotB	4S352	n/a
32	LH_SomMot_8	SomMot	7Networks_LH_SomMot_8	43.0	17Networks_LH_SomMotB_S2_5	SomMotB	4S352	n/a
33	LH_SomMot_9	SomMot	7Networks_LH_SomMot_9	44.0	17Networks_LH_SomMotB_S2_6	SomMotB	4S352	n/a
34	LH_SomMot_10	SomMot	7Networks_LH_SomMot_10	45.0	17Networks_LH_SomMotB_Cent_1	SomMotB	4S352	n/a
35	LH_SomMot_11	SomMot	7Networks_LH_SomMot_11	57.0	17Networks_LH_DorsAttnB_PostC_1	DorsAttnB	4S352	n/a
36	LH_SomMot_12	SomMot	7Networks_LH_SomMot_12	46.0	17Networks_LH_SomMotB_Cent_2	SomMotB	4S352	n/a
37	LH_SomMot_13	SomMot	7Networks_LH_SomMot_13	47.0	17Networks_LH_SomMotB_Cent_3	SomMotB	4S352	n/a
38	LH_SomMot_14	SomMot	7Networks_LH_SomMot_14	21.0	17Networks_LH_SomMotA_1	SomMotA	4S352	n/a
39	LH_SomMot_15	SomMot	7Networks_LH_SomMot_15	22.0	17Networks_LH_SomMotA_2	SomMotA	4S352	n/a
40	LH_SomMot_16	SomMot	7Networks_LH_SomMot_16	23.0	17Networks_LH_SomMotA_3	SomMotA	4S352	n/a
41	LH_SomMot_17	SomMot	7Networks_LH_SomMot_17	24.0	17Networks_LH_SomMotA_4	SomMotA	4S352	n/a
42	LH_SomMot_18	SomMot	7Networks_LH_SomMot_18	25.0	17Networks_LH_SomMotA_5	SomMotA	4S352	n/a
43	LH_SomMot_19	SomMot	7Networks_LH_SomMot_19	26.0	17Networks_LH_SomMotA_6	SomMotA	4S352	n/a
44	LH_SomMot_20	SomMot	7Networks_LH_SomMot_20	27.0	17Networks_LH_SomMotA_7	SomMotA	4S352	n/a
45	LH_SomMot_21	SomMot	7Networks_LH_SomMot_21	60.0	17Networks_LH_DorsAttnB_PostC_4	DorsAttnB	4S352	n/a
46	LH_SomMot_22	SomMot	7Networks_LH_SomMot_22	28.0	17Networks_LH_SomMotA_8	SomMotA	4S352	n/a
47	LH_SomMot_23	SomMot	7Networks_LH_SomMot_23	29.0	17Networks_LH_SomMotA_9	SomMotA	4S352	n/a
48	LH_SomMot_24	SomMot	7Networks_LH_SomMot_24	30.0	17Networks_LH_SomMotA_10	SomMotA	4S352	n/a
49	LH_SomMot_25	SomMot	7Networks_LH_SomMot_25	31.0	17Networks_LH_SomMotA_11	SomMotA	4S352	n/a
50	LH_SomMot_26	SomMot	7Networks_LH_SomMot_26	32.0	17Networks_LH_SomMotA_12	SomMotA	4S352	n/a
51	LH_SomMot_27	SomMot	7Networks_LH_SomMot_27	33.0	17Networks_LH_SomMotA_13	SomMotA	4S352	n/a
52	LH_SomMot_28	SomMot	7Networks_LH_SomMot_28	34.0	17Networks_LH_SomMotA_14	SomMotA	4S352	n/a
53	LH_SomMot_29	SomMot	7Networks_LH_SomMot_29	35.0	17Networks_LH_SomMotA_15	SomMotA	4S352	n/a
54	LH_DorsAttn_Post_1	DorsAttn	7Networks_LH_DorsAttn_Post_1	49.0	17Networks_LH_DorsAttnA_TempOcc_2	DorsAttnA	4S352	n/a
55	LH_DorsAttn_Post_2	DorsAttn	7Networks_LH_DorsAttn_Post_2	50.0	17Networks_LH_DorsAttnA_TempOcc_3	DorsAttnA	4S352	n/a
56	LH_DorsAttn_Post_3	DorsAttn	7Networks_LH_DorsAttn_Post_3	56.0	17Networks_LH_DorsAttnB_TempOcc_1	DorsAttnB	4S352	n/a
57	LH_DorsAttn_Post_4	DorsAttn	7Networks_LH_DorsAttn_Post_4	51.0	17Networks_LH_DorsAttnA_ParOcc_1	DorsAttnA	4S352	n/a
58	LH_DorsAttn_Post_5	DorsAttn	7Networks_LH_DorsAttn_Post_5	53.0	17Networks_LH_DorsAttnA_SPL_2	DorsAttnA	4S352	n/a
59	LH_DorsAttn_Post_6	DorsAttn	7Networks_LH_DorsAttn_Post_6	58.0	17Networks_LH_DorsAttnB_PostC_2	DorsAttnB	4S352	n/a
60	LH_DorsAttn_Post_7	DorsAttn	7Networks_LH_DorsAttn_Post_7	92.0	17Networks_LH_ContA_IPS_3	ContA	4S352	n/a
61	LH_DorsAttn_Post_8	DorsAttn	7Networks_LH_DorsAttn_Post_8	59.0	17Networks_LH_DorsAttnB_PostC_3	DorsAttnB	4S352	n/a
62	LH_DorsAttn_Post_9	DorsAttn	7Networks_LH_DorsAttn_Post_9	93.0	17Networks_LH_ContA_IPS_4	ContA	4S352	n/a
63	LH_DorsAttn_Post_10	DorsAttn	7Networks_LH_DorsAttn_Post_10	54.0	17Networks_LH_DorsAttnA_SPL_3	DorsAttnA	4S352	n/a
64	LH_DorsAttn_Post_11	DorsAttn	7Networks_LH_DorsAttn_Post_11	55.0	17Networks_LH_DorsAttnA_SPL_4	DorsAttnA	4S352	n/a
65	LH_DorsAttn_Post_12	DorsAttn	7Networks_LH_DorsAttn_Post_12	61.0	17Networks_LH_DorsAttnB_PostC_5	DorsAttnB	4S352	n/a
66	LH_DorsAttn_FEF_1	DorsAttn	7Networks_LH_DorsAttn_FEF_1	94.0	17Networks_LH_ContA_PFCd_1	ContA	4S352	n/a
67	LH_DorsAttn_FEF_2	DorsAttn	7Networks_LH_DorsAttn_FEF_2	62.0	17Networks_LH_DorsAttnB_FEF_1	DorsAttnB	4S352	n/a
68	LH_DorsAttn_FEF_3	DorsAttn	7Networks_LH_DorsAttn_FEF_3	63.0	17Networks_LH_DorsAttnB_FEF_2	DorsAttnB	4S352	n/a
69	LH_DorsAttn_PrCv_1	DorsAttn	7Networks_LH_DorsAttn_PrCv_1	99.0	17Networks_LH_ContA_PFCl_4	ContA	4S352	n/a
70	LH_SalVentAttn_ParOper_1	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_1	64.0	17Networks_LH_SalVentAttnA_ParOper_1	SalVentAttnA	4S352	n/a
71	LH_SalVentAttn_ParOper_2	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_2	65.0	17Networks_LH_SalVentAttnA_ParOper_2	SalVentAttnA	4S352	n/a
72	LH_SalVentAttn_ParOper_3	SalVentAttn	7Networks_LH_SalVentAttn_ParOper_3	74.0	17Networks_LH_SalVentAttnB_IPL_1	SalVentAttnB	4S352	n/a
73	LH_SalVentAttn_TempOcc_1	SalVentAttn	7Networks_LH_SalVentAttn_TempOcc_1	150.0	17Networks_LH_TempPar_5	TempPar	4S352	n/a
74	LH_SalVentAttn_FrOperIns_1	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_1	66.0	17Networks_LH_SalVentAttnA_Ins_1	SalVentAttnA	4S352	n/a
75	LH_SalVentAttn_FrOperIns_2	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_2	77.0	17Networks_LH_SalVentAttnB_Ins_1	SalVentAttnB	4S352	n/a
76	LH_SalVentAttn_FrOperIns_3	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_3	67.0	17Networks_LH_SalVentAttnA_Ins_2	SalVentAttnA	4S352	n/a
77	LH_SalVentAttn_FrOperIns_4	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_4	68.0	17Networks_LH_SalVentAttnA_Ins_3	SalVentAttnA	4S352	n/a
78	LH_SalVentAttn_FrOperIns_5	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_5	78.0	17Networks_LH_SalVentAttnB_Ins_2	SalVentAttnB	4S352	n/a
79	LH_SalVentAttn_FrOperIns_6	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_6	69.0	17Networks_LH_SalVentAttnA_FrOper_1	SalVentAttnA	4S352	n/a
80	LH_SalVentAttn_FrOperIns_7	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	96.0	17Networks_LH_ContA_PFCl_1	ContA	4S352	n/a
81	LH_SalVentAttn_PFCl_1	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_1	75.0	17Networks_LH_SalVentAttnB_PFCl_1	SalVentAttnB	4S352	n/a
82	LH_SalVentAttn_Med_1	SalVentAttn	7Networks_LH_SalVentAttn_Med_1	72.0	17Networks_LH_SalVentAttnA_FrMed_1	SalVentAttnA	4S352	n/a
83	LH_SalVentAttn_Med_2	SalVentAttn	7Networks_LH_SalVentAttn_Med_2	70.0	17Networks_LH_SalVentAttnA_ParMed_1	SalVentAttnA	4S352	n/a
84	LH_SalVentAttn_Med_3	SalVentAttn	7Networks_LH_SalVentAttn_Med_3	71.0	17Networks_LH_SalVentAttnA_ParMed_2	SalVentAttnA	4S352	n/a
85	LH_SalVentAttn_Med_4	SalVentAttn	7Networks_LH_SalVentAttn_Med_4	73.0	17Networks_LH_SalVentAttnA_FrMed_2	SalVentAttnA	4S352	n/a
86	LH_Limbic_OFC_1	Limbic	7Networks_LH_Limbic_OFC_1	80.0	17Networks_LH_LimbicB_OFC_1	LimbicB	4S352	n/a
87	LH_Limbic_OFC_2	Limbic	7Networks_LH_Limbic_OFC_2	81.0	17Networks_LH_LimbicB_OFC_2	LimbicB	4S352	n/a
88	LH_Limbic_OFC_3	Limbic	7Networks_LH_Limbic_OFC_3	82.0	17Networks_LH_LimbicB_OFC_3	LimbicB	4S352	n/a
89	LH_Limbic_TempPole_1	Limbic	7Networks_LH_Limbic_TempPole_1	84.0	17Networks_LH_LimbicA_TempPole_1	LimbicA	4S352	n/a
90	LH_Limbic_TempPole_2	Limbic	7Networks_LH_Limbic_TempPole_2	85.0	17Networks_LH_LimbicA_TempPole_2	LimbicA	4S352	n/a
91	LH_Limbic_TempPole_3	Limbic	7Networks_LH_Limbic_TempPole_3	86.0	17Networks_LH_LimbicA_TempPole_3	LimbicA	4S352	n/a
92	LH_Limbic_TempPole_4	Limbic	7Networks_LH_Limbic_TempPole_4	87.0	17Networks_LH_LimbicA_TempPole_4	LimbicA	4S352	n/a
93	LH_Limbic_TempPole_5	Limbic	7Networks_LH_Limbic_TempPole_5	122.0	17Networks_LH_DefaultB_Temp_1	DefaultB	4S352	n/a
94	LH_Limbic_TempPole_6	Limbic	7Networks_LH_Limbic_TempPole_6	143.0	17Networks_LH_DefaultC_PHC_1	DefaultC	4S352	n/a
95	LH_Limbic_TempPole_7	Limbic	7Networks_LH_Limbic_TempPole_7	88.0	17Networks_LH_LimbicA_TempPole_5	LimbicA	4S352	n/a
96	LH_Cont_Par_1	Cont	7Networks_LH_Cont_Par_1	102.0	17Networks_LH_ContB_IPL_1	ContB	4S352	n/a
97	LH_Cont_Par_2	Cont	7Networks_LH_Cont_Par_2	90.0	17Networks_LH_ContA_IPS_1	ContA	4S352	n/a
98	LH_Cont_Par_3	Cont	7Networks_LH_Cont_Par_3	103.0	17Networks_LH_ContB_IPL_2	ContB	4S352	n/a
99	LH_Cont_Par_4	Cont	7Networks_LH_Cont_Par_4	91.0	17Networks_LH_ContA_IPS_2	ContA	4S352	n/a
100	LH_Cont_Temp_1	Cont	7Networks_LH_Cont_Temp_1	89.0	17Networks_LH_ContA_Temp_1	ContA	4S352	n/a
101	LH_Cont_OFC_1	Cont	7Networks_LH_Cont_OFC_1	136.0	17Networks_LH_DefaultB_PFCv_2	DefaultB	4S352	n/a
102	LH_Cont_PFCl_1	Cont	7Networks_LH_Cont_PFCl_1	104.0	17Networks_LH_ContB_PFClv_1	ContB	4S352	n/a
103	LH_Cont_PFCl_2	Cont	7Networks_LH_Cont_PFCl_2	105.0	17Networks_LH_ContB_PFClv_2	ContB	4S352	n/a
104	LH_Cont_PFCl_3	Cont	7Networks_LH_Cont_PFCl_3	95.0	17Networks_LH_ContA_PFClv_1	ContA	4S352	n/a
105	LH_Cont_PFCl_4	Cont	7Networks_LH_Cont_PFCl_4	97.0	17Networks_LH_ContA_PFCl_2	ContA	4S352	n/a
106	LH_Cont_PFCl_5	Cont	7Networks_LH_Cont_PFCl_5	76.0	17Networks_LH_SalVentAttnB_PFCl_2	SalVentAttnB	4S352	n/a
107	LH_Cont_PFCl_6	Cont	7Networks_LH_Cont_PFCl_6	98.0	17Networks_LH_ContA_PFCl_3	ContA	4S352	n/a
108	LH_Cont_pCun_1	Cont	7Networks_LH_Cont_pCun_1	108.0	17Networks_LH_ContC_pCun_2	ContC	4S352	n/a
109	LH_Cont_pCun_2	Cont	7Networks_LH_Cont_pCun_2	109.0	17Networks_LH_ContC_pCun_3	ContC	4S352	n/a
110	LH_Cont_Cing_1	Cont	7Networks_LH_Cont_Cing_1	110.0	17Networks_LH_ContC_Cingp_1	ContC	4S352	n/a
111	LH_Cont_Cing_2	Cont	7Networks_LH_Cont_Cing_2	100.0	17Networks_LH_ContA_Cingm_1	ContA	4S352	n/a
112	LH_Cont_PFCmp_1	Cont	7Networks_LH_Cont_PFCmp_1	106.0	17Networks_LH_ContB_PFCmp_1	ContB	4S352	n/a
113	LH_Default_Temp_1	Default	7Networks_LH_Default_Temp_1	123.0	17Networks_LH_DefaultB_Temp_2	DefaultB	4S352	n/a
114	LH_Default_Temp_2	Default	7Networks_LH_Default_Temp_2	101.0	17Networks_LH_ContB_Temp_1	ContB	4S352	n/a
115	LH_Default_Temp_3	Default	7Networks_LH_Default_Temp_3	146.0	17Networks_LH_TempPar_1	TempPar	4S352	n/a
116	LH_Default_Temp_4	Default	7Networks_LH_Default_Temp_4	147.0	17Networks_LH_TempPar_2	TempPar	4S352	n/a
117	LH_Default_Temp_5	Default	7Networks_LH_Default_Temp_5	124.0	17Networks_LH_DefaultB_Temp_3	DefaultB	4S352	n/a
118	LH_Default_Temp_6	Default	7Networks_LH_Default_Temp_6	125.0	17Networks_LH_DefaultB_Temp_4	DefaultB	4S352	n/a
119	LH_Default_Temp_7	Default	7Networks_LH_Default_Temp_7	148.0	17Networks_LH_TempPar_3	TempPar	4S352	n/a
120	LH_Default_Temp_8	Default	7Networks_LH_Default_Temp_8	149.0	17Networks_LH_TempPar_4	TempPar	4S352	n/a
121	LH_Default_Par_1	Default	7Networks_LH_Default_Par_1	126.0	17Networks_LH_DefaultB_IPL_1	DefaultB	4S352	n/a
122	LH_Default_Par_2	Default	7Networks_LH_Default_Par_2	140.0	17Networks_LH_DefaultC_IPL_1	DefaultC	4S352	n/a
123	LH_Default_Par_3	Default	7Networks_LH_Default_Par_3	127.0	17Networks_LH_DefaultB_IPL_2	DefaultB	4S352	n/a
124	LH_Default_Par_4	Default	7Networks_LH_Default_Par_4	111.0	17Networks_LH_DefaultA_IPL_1	DefaultA	4S352	n/a
125	LH_Default_PFC_1	Default	7Networks_LH_Default_PFC_1	135.0	17Networks_LH_DefaultB_PFCv_1	DefaultB	4S352	n/a
126	LH_Default_PFC_2	Default	7Networks_LH_Default_PFC_2	119.0	17Networks_LH_DefaultA_PFCm_1	DefaultA	4S352	n/a
127	LH_Default_PFC_3	Default	7Networks_LH_Default_PFC_3	137.0	17Networks_LH_DefaultB_PFCv_3	DefaultB	4S352	n/a
128	LH_Default_PFC_4	Default	7Networks_LH_Default_PFC_4	83.0	17Networks_LH_LimbicB_OFC_4	LimbicB	4S352	n/a
129	LH_Default_PFC_5	Default	7Networks_LH_Default_PFC_5	120.0	17Networks_LH_DefaultA_PFCm_2	DefaultA	4S352	n/a
130	LH_Default_PFC_6	Default	7Networks_LH_Default_PFC_6	138.0	17Networks_LH_DefaultB_PFCv_4	DefaultB	4S352	n/a
131	LH_Default_PFC_7	Default	7Networks_LH_Default_PFC_7	121.0	17Networks_LH_DefaultA_PFCm_3	DefaultA	4S352	n/a
132	LH_Default_PFC_8	Default	7Networks_LH_Default_PFC_8	139.0	17Networks_LH_DefaultB_PFCv_5	DefaultB	4S352	n/a
133	LH_Default_PFC_9	Default	7Networks_LH_Default_PFC_9	128.0	17Networks_LH_DefaultB_PFCd_1	DefaultB	4S352	n/a
134	LH_Default_PFC_10	Default	7Networks_LH_Default_PFC_10	79.0	17Networks_LH_SalVentAttnB_PFCmp_1	SalVentAttnB	4S352	n/a
135	LH_Default_PFC_11	Default	7Networks_LH_Default_PFC_11	129.0	17Networks_LH_DefaultB_PFCd_2	DefaultB	4S352	n/a
136	LH_Default_PFC_12	Default	7Networks_LH_Default_PFC_12	130.0	17Networks_LH_DefaultB_PFCd_3	DefaultB	4S352	n/a
137	LH_Default_PFC_13	Default	7Networks_LH_Default_PFC_13	112.0	17Networks_LH_DefaultA_PFCd_1	DefaultA	4S352	n/a
138	LH_Default_PFC_14	Default	7Networks_LH_Default_PFC_14	133.0	17Networks_LH_DefaultB_PFCl_1	DefaultB	4S352	n/a
139	LH_Default_PFC_15	Default	7Networks_LH_Default_PFC_15	134.0	17Networks_LH_DefaultB_PFCl_2	DefaultB	4S352	n/a
140	LH_Default_PFC_16	Default	7Networks_LH_Default_PFC_16	113.0	17Networks_LH_DefaultA_PFCd_2	DefaultA	4S352	n/a
141	LH_Default_PFC_17	Default	7Networks_LH_Default_PFC_17	131.0	17Networks_LH_DefaultB_PFCd_4	DefaultB	4S352	n/a
142	LH_Default_PFC_18	Default	7Networks_LH_Default_PFC_18	132.0	17Networks_LH_DefaultB_PFCd_5	DefaultB	4S352	n/a
143	LH_Default_pCunPCC_1	Default	7Networks_LH_Default_pCunPCC_1	141.0	17Networks_LH_DefaultC_Rsp_1	DefaultC	4S352	n/a
144	LH_Default_pCunPCC_2	Default	7Networks_LH_Default_pCunPCC_2	114.0	17Networks_LH_DefaultA_pCunPCC_1	DefaultA	4S352	n/a
145	LH_Default_pCunPCC_3	Default	7Networks_LH_Default_pCunPCC_3	142.0	17Networks_LH_DefaultC_Rsp_2	DefaultC	4S352	n/a
146	LH_Default_pCunPCC_4	Default	7Networks_LH_Default_pCunPCC_4	115.0	17Networks_LH_DefaultA_pCunPCC_2	DefaultA	4S352	n/a
147	LH_Default_pCunPCC_5	Default	7Networks_LH_Default_pCunPCC_5	107.0	17Networks_LH_ContC_pCun_1	ContC	4S352	n/a
148	LH_Default_pCunPCC_6	Default	7Networks_LH_Default_pCunPCC_6	116.0	17Networks_LH_DefaultA_pCunPCC_3	DefaultA	4S352	n/a
149	LH_Default_pCunPCC_7	Default	7Networks_LH_Default_pCunPCC_7	117.0	17Networks_LH_DefaultA_pCunPCC_4	DefaultA	4S352	n/a
150	LH_Default_pCunPCC_8	Default	7Networks_LH_Default_pCunPCC_8	118.0	17Networks_LH_DefaultA_pCunPCC_5	DefaultA	4S352	n/a
151	RH_Vis_1	Vis	7Networks_RH_Vis_1	151.0	17Networks_RH_VisCent_ExStr_1	VisCent	4S352	n/a
152	RH_Vis_2	Vis	7Networks_RH_Vis_2	293.0	17Networks_RH_DefaultC_PHC_1	DefaultC	4S352	n/a
153	RH_Vis_3	Vis	7Networks_RH_Vis_3	152.0	17Networks_RH_VisCent_ExStr_2	VisCent	4S352	n/a
154	RH_Vis_4	Vis	7Networks_RH_Vis_4	153.0	17Networks_RH_VisCent_ExStr_3	VisCent	4S352	n/a
155	RH_Vis_5	Vis	7Networks_RH_Vis_5	162.0	17Networks_RH_VisPeri_ExStrInf_1	VisPeri	4S352	n/a
156	RH_Vis_6	Vis	7Networks_RH_Vis_6	154.0	17Networks_RH_VisCent_ExStr_4	VisCent	4S352	n/a
157	RH_Vis_7	Vis	7Networks_RH_Vis_7	163.0	17Networks_RH_VisPeri_ExStrInf_2	VisPeri	4S352	n/a
158	RH_Vis_8	Vis	7Networks_RH_Vis_8	164.0	17Networks_RH_VisPeri_ExStrInf_3	VisPeri	4S352	n/a
159	RH_Vis_9	Vis	7Networks_RH_Vis_9	155.0	17Networks_RH_VisCent_ExStr_5	VisCent	4S352	n/a
160	RH_Vis_10	Vis	7Networks_RH_Vis_10	156.0	17Networks_RH_VisCent_ExStr_6	VisCent	4S352	n/a
161	RH_Vis_11	Vis	7Networks_RH_Vis_11	165.0	17Networks_RH_VisPeri_ExStrInf_4	VisPeri	4S352	n/a
162	RH_Vis_12	Vis	7Networks_RH_Vis_12	196.0	17Networks_RH_DorsAttnA_ParOcc_1	DorsAttnA	4S352	n/a
163	RH_Vis_13	Vis	7Networks_RH_Vis_13	157.0	17Networks_RH_VisCent_Striate_1	VisCent	4S352	n/a
164	RH_Vis_14	Vis	7Networks_RH_Vis_14	158.0	17Networks_RH_VisCent_ExStr_7	VisCent	4S352	n/a
165	RH_Vis_15	Vis	7Networks_RH_Vis_15	166.0	17Networks_RH_VisPeri_StriCal_1	VisPeri	4S352	n/a
166	RH_Vis_16	Vis	7Networks_RH_Vis_16	167.0	17Networks_RH_VisPeri_StriCal_2	VisPeri	4S352	n/a
167	RH_Vis_17	Vis	7Networks_RH_Vis_17	159.0	17Networks_RH_VisCent_ExStr_8	VisCent	4S352	n/a
168	RH_Vis_18	Vis	7Networks_RH_Vis_18	160.0	17Networks_RH_VisCent_ExStr_9	VisCent	4S352	n/a
169	RH_Vis_19	Vis	7Networks_RH_Vis_19	168.0	17Networks_RH_VisPeri_ExStrSup_1	VisPeri	4S352	n/a
170	RH_Vis_20	Vis	7Networks_RH_Vis_20	169.0	17Networks_RH_VisPeri_ExStrSup_2	VisPeri	4S352	n/a
171	RH_Vis_21	Vis	7Networks_RH_Vis_21	161.0	17Networks_RH_VisCent_ExStr_10	VisCent	4S352	n/a
172	RH_Vis_22	Vis	7Networks_RH_Vis_22	198.0	17Networks_RH_DorsAttnA_ParOcc_3	DorsAttnA	4S352	n/a
173	RH_Vis_23	Vis	7Networks_RH_Vis_23	170.0	17Networks_RH_VisPeri_ExStrSup_3	VisPeri	4S352	n/a
174	RH_SomMot_1	SomMot	7Networks_RH_SomMot_1	186.0	17Networks_RH_SomMotB_Aud_1	SomMotB	4S352	n/a
175	RH_SomMot_2	SomMot	7Networks_RH_SomMot_2	296.0	17Networks_RH_TempPar_3	TempPar	4S352	n/a
176	RH_SomMot_3	SomMot	7Networks_RH_SomMot_3	187.0	17Networks_RH_SomMotB_S2_1	SomMotB	4S352	n/a
177	RH_SomMot_4	SomMot	7Networks_RH_SomMot_4	188.0	17Networks_RH_SomMotB_S2_2	SomMotB	4S352	n/a
178	RH_SomMot_5	SomMot	7Networks_RH_SomMot_5	189.0	17Networks_RH_SomMotB_Aud_2	SomMotB	4S352	n/a
179	RH_SomMot_6	SomMot	7Networks_RH_SomMot_6	299.0	17Networks_RH_TempPar_6	TempPar	4S352	n/a
180	RH_SomMot_7	SomMot	7Networks_RH_SomMot_7	190.0	17Networks_RH_SomMotB_S2_3	SomMotB	4S352	n/a
181	RH_SomMot_8	SomMot	7Networks_RH_SomMot_8	191.0	17Networks_RH_SomMotB_S2_4	SomMotB	4S352	n/a
182	RH_SomMot_9	SomMot	7Networks_RH_SomMot_9	192.0	17Networks_RH_SomMotB_S2_5	SomMotB	4S352	n/a
183	RH_SomMot_10	SomMot	7Networks_RH_SomMot_10	193.0	17Networks_RH_SomMotB_Cent_1	SomMotB	4S352	n/a
184	RH_SomMot_11	SomMot	7Networks_RH_SomMot_11	203.0	17Networks_RH_DorsAttnB_PostC_1	DorsAttnB	4S352	n/a
185	RH_SomMot_12	SomMot	7Networks_RH_SomMot_12	194.0	17Networks_RH_SomMotB_Cent_2	SomMotB	4S352	n/a
186	RH_SomMot_13	SomMot	7Networks_RH_SomMot_13	171.0	17Networks_RH_SomMotA_1	SomMotA	4S352	n/a
187	RH_SomMot_14	SomMot	7Networks_RH_SomMot_14	172.0	17Networks_RH_SomMotA_2	SomMotA	4S352	n/a
188	RH_SomMot_15	SomMot	7Networks_RH_SomMot_15	173.0	17Networks_RH_SomMotA_3	SomMotA	4S352	n/a
